,utente,commento,hotel,dataIns,rating
988,Marco I,"Struttura accogliente , personale disponibile e cortese. Stanze pulite , l unica pecca il bagno non arieggiato ne da finestra ne da ariatore . Colazione abbondante.Rapporto qualità prezzo un po' in eccesso.",Antico Convicino Rooms Suites & SPA,2019-07-05,3 stelle
989,robbs83,"Siamo stati in questa struttura il weekend prima di natale. Innanzitutto la cortesia del personale molto positiva. All’accoglienza ci sono state fornite ottime informazioni su come girare la città nel poco tempo che avevamo a disposizione. Anche per la colazione la cortesia e disponibilità del personale è stata ottima.Veniamo alla nota dolente: la stanza era veramente piccola, inoltre avevamo usufruito di una promozione in cui si pubblicizzava la spa dell’hotel, ma non si diceva che il costo era extra e di 30€ a persona.Pulizia impeccabile",Antico Convicino Rooms Suites & SPA,2019-07-05,3 stelle
990,Mary_Dario,"Esperienza positiva su tutti i fronti. prima di tutto per la gentilezza e le attenzioni dimostrate (abbiamo informato la struttura che saremmo arrivati prima di pranzo e subito si sono preoccupati di farci trovare la camera pronta, in anticipo sul loro orario di check in). camera pulitissima, spaziosa e con tutti i confort. il plus il salotto cinema (anticamente la stalla) con proiettore e dvd con i film girati a Matera. non solo lo consiglio, ma spero di tornarci.",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
991,Il F,"Ottimo albergo,molto pulito,personale molto gentile e professionale...lo consiglio,ottimo prezzo e colazioni abbondanti,vicinissimo al centro di Matera e comodo a tutto.camere grandi e molto accoglienti....da provare",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
992,Marta80Roma,"Un posto delizioso con stanze in vecchie dimore  neo sassi dotate di ogni confort per rendere l’esperienza della visita ancora più suggestiva. stanza, piccola ma curata e pulita, rispettosa del contesto storico. accoglienza gentile ed attenta. Colazione migliorabile",Antico Convicino Rooms Suites & SPA,2019-07-05,4 stelle
993,claudio r,"Albergo delizioso nel cuore del Sasso Barisano, io el la mia famiglia abbiamo soggiornato a novembre , la camera ben riscaldata con tutti i confort, lo staff assolutamente delizioso prodigo di ottimi consigli.Il loro parcheggio convenzionato è assolutamente da sfruttare anche se forse un poco caro, ma con servizio navetta e servizio bagagli sino all'albergo.lo consiglio",Antico Convicino Rooms Suites & SPA,2019-07-05,4 stelle
994,Antonella A,"Accolti al check in dal proprietario e dalla sig.ra Gabriella, gentilissimi e prodighi di ottimi consigli sulla citta’, oltre che di info e interessanti cenni storici sui sassi e sulla struttura stessa. Ci hanno accompagnato nella camera prenotata, la suite nella grotta: un sogno! Tutto iper curato, arredamento sobrio e di gusto, di dimensioni cosi grandi da ospitare una “sala cinema” con riproduzioni di film ambientati a matera!! Senza parole! Sapevo di aver prenotato in una struttura molto quotata, ma davvero non mi aspettavo di emozionarmi per la bellezza e l’eleganza della camera, come degli altri ambienti dell’htl. Bagno spaziosissimo, doccia con soffione a cascata super! Pulizia ineccepibile. La camera e’dotata di phon, kit da bagno e coffe-maker. Wifii perfettamente funzionante. Colazione divina: diversi tipi di dolci fatti in casa, biscotti tipici e graffette, oltre che salato. Anche la posizione e’perfetta. E’stata una bellissima esperienza, quella coccola che ogni tanto bisogna regalarsi.",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
995,Gianluca C.,Bella location nella stupenda Matera. Immersa completamente nei sassi la struttura si presenta molto bella così come la spa. Staff cortese e disponibile. Buona colazione 🥞 con specialità del posto. Da PROVARE.,Antico Convicino Rooms Suites & SPA,2019-07-05,4 stelle
996,Fabio-Christina,"Struttura molto suggestiva dentro un magnifico sasso. Ricca colazione, sia dolce che salato. La spa carina, per passare un'oretta di relax. Posizione a metà strada tra il centro moderno e storico dei sassi.",Antico Convicino Rooms Suites & SPA,2019-07-05,4 stelle
997,audreyc72,"all'Antico Convicino ci è sembrato di vivere in un altro mondo. L'esperienza di soggiornare nei sassi è stata meravigliosa. la bellezza e la raffinatezza dell'hotel ci ha fatto sognare. la pace, la tranquillità e la bellezza di stare in questo luogo ci ha rapiti.la colazione ottima e preparata con gusto e con prodotti di altissima qualità (sia il dolce che il salato). Le ragazze della reception gentilissime. Ci hanno coccolato sia a colazione che durante tutta la giornata dandoci consigli e raccontandoci aneddoti della città che hanno reso il tutto ancora più vero e incredibile. abbiamo provato anche la spa. Bellissima, romantica e rilassante (dopo una giornata a scarpinare su e giu è proprio l'ideale). alla fine del lungo weekend abbiamo conosciuto anche il coraggioso proprietario che ha investito tutto se stesso in questa sfida non da tutti ed ha reso anche con il suo contributo Matera ancora più bella (città stupenda e magica). Persona squisita e molto affabile. Camere pulitissime e zona reception veramente unica. Grazie veramente di cuore a tutti per avere reso questa vacanza magica.",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
998,Manu88,"la struttura è bellissima e suggestiva; tutto è curato nel dettaglio. la posizione è assolutamente centrale. le camere sono dotate di ogni comfort, tutto lo staff è stato più che cortese. Giusy ci ha dedicato ogni attenzione, indicandoci e prenotando per noi anche un ristorante per la sera. La spa molto rilassante. davvero buona la colazione.",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
999,Luckystefa,"ottima dimora, posta nella parte bassa di matera nella zona del sasso caveoso, personale gentilissimo e moltoprofessionale, pulizia ottima, colazione abbondante e molte prelibatezze, molto bella come location e si pernotta davvero dentro ai sassi, un po cara la spa riservata per quello che offre (solo su prenotazione e dietro pagamento,  30euro a persona per un'ora)",Antico Convicino Rooms Suites & SPA,2019-07-05,5 stelle
1000,cinderellababy,"Agriturismo immerso nel verde delle colline umbre, aria pulita, natura intatta, una fuga dal caos quotidiano della città. La struttura è molto bella e accogliente, realizzata in pietra, arredata con gusto e semplicità. Da qui si possono raggiungere Assisi Spello Spoleto Perugia Gubbio la cascate delle marmore e tanti altri luoghi di interesse. L'agriturismo offre una cucina strepitosa, tutto a km0, piatti preparati con cura, raccontati da Andrea Marcella e Massimiliano con semplicità. Anche la nostra cagnolina ha trascorso una bella vacanza libera di muoversi in questo paradiso Consigliato vivamente…",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1001,Lucio F,"Viaggio con gli amici. Siamo stati due notti in delle splendide camere pulite e con tutto l'occorrente. Il sabato siamo stati fuori tutto il giorno per fare Torrentismo ma non prima di una abbondante e ricca colazione con tanti dolci(tra i quali la lupella ), frutta, yogurt, the, insomma una vasta scelta...mancavano giusto i succhi di frutta e sarebbe stata una colazione perfetta. Anche le due cene che abbiano fatto sono state ottime con antipasti (formaggi e salumi), primi (gnocchi e vellutata di zucchine) carne e contorni più il dessert finale. La piscina dell'agriturismo che abbiano usato la domenica è in mezzo agli alberi e si può scegliere di stare all'ombra o al sole. Molto rilassante dopo le fatiche del giorno precedente. Un grazie ai proprietari che ci hanno accolto benissimo! Esperienza assolutamente da ripetere …",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1002,lookaffe,"Lontano da calura e caos cittadini, un posto incantevole in mezzo alla campagna Umbra. A pochi kilometri da Nocera umbra e Perugia è in ottima posizione per diverse attività sportive e tour gastronomici. Abbiamo passato due notti riposanti e una tranquilla mattinata in piscina. Le stanze sono pulitissime e spaziose Colazione abbondante e varia, con dolci, biscotti, marmellate fatte in casa. Abbiamo prenotato una cena e immediatamente dopo la seconda, per quanto ci era piaciuta la prima, anche queste con prodotti loro. Vino della casa buono ma assolutamente da non farsi scappare è il Nocino... Hanno una proposta di affettati dei loro maiali e formaggi fatti per loro che vi conquisteranno. Ne abbiamo portati diversi a casa.  Insomma, splendido, cordiali i ragazzi che lo gestiscono, sempre disponibili e mai invadenti. Ti raccontano tutta la loro produzione con passione, e la sicurezza di chi fa le cose fatte bene. Andateci, io ci ritornerò di sicuro.…",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1003,Federica F,"Ho passato un weekend in questo splendido agriturismo immerso nella natura. Casale in pietra meraviglioso, arredato con gusto e curato in maniera impeccabile, giardino e piscina compresi. Camera bella e pulitissima. Colazione ottima con marmellate e dolci fatti in casa e salumi di produzione propria. Abbiamo anche cenato lì ad un prezzo ottimo e anche la cena è stata squisita. Proprietari gentilissimi e non invadenti. è stato tutto davvero perfetto, lo straconsiglio.…",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1004,Lucia C,Siamo stati benissimo!posto fantastico!sono bravissimi a farti sentire come a casa! Cucina molto buona e curata e con prodotti bio. Ottimo gusto in tutto! cena location musica! Esperienza da ripetere!!!,Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1005,Antonello C,Ci siamo stati per una notte Ci hanno fatto stare da DioPosto incantevole in mezzo alla natura circondato dalle colline e dal verdeCucina assolutamente bio in tutto e per tutto...salumi eccezionali Camere essenziali e pulitePer chi ama il buon cibo ed il relax consigliatissimo,Agriturismo La Corte del Lupo,2019-07-05,4 stelle
1006,Lucrezia B,"Il soggiorno presso La Corte del Lupo è stato davvero fantastico: l'agriturismo ti dà la possibilità di passare del tempo in totale relax, immersi nella natura e nel silenzio;   allo stesso tempo la vicinanza ad alcuni paesi e città ti dà la possibilità di visitare i bellissimi luoghi dell'Umbria. (Noi siamo stati ad Assisi, 30 minuti di macchina, e Perugia, 45 minuti)La struttura è curatissima; spesso mi piace alloggiare in agriturismi, e posso assicurare che La Corte del Lupo è tra i più puliti e curati in cui sono stata. Si nota che c'è una grande attenzione ad ogni piccolo dettaglio, come i campioncini di shampoo bio nelle camere che ho molto apprezzato.Mangiando nel b&b, infine, si nota tutta la passione con cui Andrea e Massimiliano fanno il loro lavoro: il cibo è ottimo, i piatti sono particolari, leggeri, di qualità e i prodotti utilizzati nelle ricette vengono spiegati e raccontati con una tale semplicità che sembra di essere a cena da amici.Tutto perfetto!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1007,Andrea A,"Tre giorni di un buon relax e si riparte....Questa struttura sorge su di una collina (650m) e si raggiunge con una strada non proprio agevole, ma comunque percorribile. Nel complesso, un'esperienza positiva.Si tratta di un edificio di due piani più la sala pranzo e colazione -di sotto- con un piccolo spazio dedicato alla lettura. Arredamento carino e colorato, ordinato e pulito. Sulla qualità del cibo non c'è dubbio. Una nota di merito va alla colazione dove dolce e salato hanno creato un buon connubio di sapori, in primis la ""nutella"" fatta in casa. Per quanto riguarda la cena, ogni sera un piatto curato ed originale, ma da 10 e lode. La nostra stanza funzionale con qualche piccola pecca che non sto qui a menzionare: letto comodo e riposante e silenzio assoluto!!!! Abbiamo comprato una lattina di olio biologico dell'azienda che centellineremo perchè sarà sicuramente ottimo!!!! Per concludere, un cenno alla disponibilità del signor Andrea e di tutto lo staff presente. La presenza di amici a quattro zampe -alcuni non proprio di piccola taglia- ha allietato il breve soggiorno. Per me da considerare. Ci siamo.",Agriturismo La Corte del Lupo,2019-07-05,4 stelle
1008,Simona M,"Il posto è delizioso, immerso nel verde, struttura in pietra, silenzioso e rigenerante.I proprietari, Andrea e Massimiliano, sono gentilissimi sempre con il sorriso e pronti a raccontare i loro prodotti con passione ed a dare suggerimenti turistici. Abbiamo mangiato salumi, affettati e formaggi davvero degni di nota, primi piatti semplici e deliziosi perché cucinati con materie prime di qualità, secondi di carne davvero buoni. La prima colazione sempre diversa con dolci fatti in casa......insomma ve lo consigliamo di cuore!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1009,cinziabagorda,"Era la prima volta che andavamo in Umbria e non potevamo scegliere posto migliore per passare un bel weekend in questi splendidi posti!!Andrea il titolare e’ Stato gentilissimo e sempre disponibile dall inizio alla fine , in una splendida cornice abbiamo trovato una struttura arredata con ottimo gusto ma accogliente ,camere pulitissime e cibo squisito a prezzi più che onesti !la cosa per noi più importante inoltre è stata che la nostra cagnolina ha passato una vacanza splendida in quanto e’ Potuta stare con noi in ogni ambiente dell agriturismo e ha potuto correre e giocare libera nel bellissimo giardino!!meglio di così nonSi può !!consigliatissimo!!!!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1010,ElyLory,"Siamo stati purtroppo solo una notte ad Agosto, perché non c’erano più posti, insieme ai nostri 2 cani, che hanno fatto subito conoscenza con gli altri 2 del propprietario ed è andato tutto alla grande. Camera bellissima, pulitissima, il bagno grande e lacucina meravigliosa, dei piatti fantastici, deliziosi. Da tornare assolutamente!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1011,Antonello C,"Sono stato in questo agriturismo qualche settimana fa solo per un paio di giorni!Posto semplicemente fantastico immerso nella natura! Tutta pace e relax! Camere davvero pulite e ben arredate, bagno in camera attrezzato di tutto!Piscina ottima per il giusto relax, proprietari gentili e affabili, colazione ottima con dolci e salati tipici, biologici e fatti in casa! La sera abbiamo cenato lì ed è stata buonissima molto raffinata e ricercata!Consigliatissimo",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1012,MarcoLemon,"Un posto stupendo, con panorama incantevole sulle colline Umbre. Camera spaziosa, con bagno grande quasi quanto la camera (!) e terrazza con sedie a sdraio dove prendere il sole di giorno (se non vi va di scendere in piscina) e il fresco la sera. A cena vengono portati i piatti del giorno, decisi dallo chef (salvo esigenze particolari degli ospiti, che è bene segnalare in tempo, come nel caso di allergie o capricci particolari come i miei, che non mangio proprio di tutto).Vino buonissimo, torta tenerina da svenimento, crema pasticcera e tirami su sublimi, carne tenerissima, pasta fatta in casa, sugo di pomodoro fresco delizioso, salumi meravigliosi, verdure di stagione... per non parlare che di quello che ho mangiato io. Più altre cose che hanno deliziato il palato di mia moglie.Si dorme benissimo nella pace più totale.I titolari - Max, Marcella e Andrea - gentilissimi e molto attenti che tutto vada nel verso giusto, senza mai essere invadenti, neanche in buona fede per troppa gentilezza. In camera non c'è la televisione ed è un'ottima idea! Però c'è il Wi-Fi, proprio per chi non può fare a meno di accendere il computer per guardarsi un film su Netflix.La vacanza rilassante che sognavamo. Avremmo voluto restare più a lungo...Grazie!!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1013,Raccanelli V,"Trovato per caso e scelto in base alle recensioni, pensavano di usare l’agriturismo come base d’appoggio per girare questa parte d’Umbria. Ci siamo, invece, trovati a ridurre l’itinerario previsto per poter godere di più delle persone e del luogo! Scopritelo, noi ci ritorneremo!P.S. 2 famiglie, una di Bari e una di Alessandria, ci hanno detto essere al secondo soggiorno per lo stesso motivo!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1014,Tiko R,"Un posto incantevole, una pace assoluta e sorpattutto una cordialità e una disponibilità incommensurabile. Grande cucina con ingredienti semplici ma di ottima qualità. Traspare passione e dedizione da ogni dettaglio. Nonostante le due piccole pesti al seguito (3 e 5 anni) siamo stati accuditi, accolti e (forse) sopportati (!) come avrebbe fatto una mamma. Grazie!",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1015,Monia R,Una bella pausa in mezzo al verde in un’oasi di pace e serenità. Location accogliente e curata nei dettagli. I padroni di casa gentilissimi e pronti a dare informazioni e consigli. Ottima la cucina..un mix di semplicità e genuinità..una vera coccola per il palato. Complimenti! Consigliatissimo,Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1016,Domenico R,"A Distanza di anni torniamo in questo piccolo paradiso, il giardino curato, gli ampi spazi, le tante piccole isole dove leggere o riflettere. C’è tanta pace in questo luogo frutto del tanto lavoro dei proprietari che se pur di diverso carattere mettono a proprio agio l’ospite. Luogo perfetto per famiglie ma anche per coppie, chi possiede un animale è il benvenuto.Si mangia benissimo ma la parola non rende.Un posto bellissimo, da tornarci, sempre",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1017,gegio1979,"Abbiamo soggiornato la mia famiglia ed io, due adulti e due bimbi di 3 e 8 anni questo weekend di inizio luglio. Il posto è meraviglioso, la pace e la bellezza del luogo in cui si trova è completamente in linea con la serenità e il gusto raffinato e accogliente dei gestori.Le camere sono fresche e ben curate. La piscina è un oasi di pace incastonata tra alberi secolari, ma la cucina è il vero forte della Corte del Lupo! Andrea  Marcella e Massimiliano sanno tirare fuori il meglio dai sapori locali in  maniera deliziosa, proponendo tantissimi prodotti dell'azienda e accoppiandoli a sapori di primissima scelta della campagna umbra. Posto da favola...",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1018,Anna O,"Siamo appena rientrati da un weekend splendido in questo agriturismo.. le foto che di solito sono sempre più belle sui siti, in realtà non gli rendono giustizia! Camere deliziose, grandi e pulite, spazi comuni caratteristici e curati. Giardino immenso dove Dante, il mio cucciolone di bovaro, e Cleopatra, la mia chihuahua, si sono divertiti immensamente potendo anche stare liberi (quando non davano fastidio a chi era ospite insieme a noi).. i 3 proprietari gentilissimi e non invadenti seppur sempre presenti e reperibili per ogni necessità! infine cucina deliziosa ideata sui loro prodotti biologici stagionali, più ricercata rispetto a quella solita che ci si aspetta negli agriturismi!! I dolci.. favolosi! Torneremo sicuramente così sarà anche  l’occasione per provare la bella piscina che in questi giorni, causa temperatura per noi troppo bassa, non abbiamo utilizzato!! Grazie di tutto",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1019,scorpiofuoco,"Bè che dire, un posto magico un pezzo del nostro cuore è rimasto lí,e tanto di quel posto è rimasto dentro di noi! Abbiamo fatto una settimana di vacanza e abbiamo apprezzato qualsiasi cosa, cibo fantastico, persone cordialissime, e una location da favola! Veramente grandi! i nostri complimenti non vediamo l’ora di tornarci. Saluti Mirko e Alessandra da Roma.",Agriturismo La Corte del Lupo,2019-07-05,5 stelle
1020,Vanderwalls,Hotel di assoluto livello e la hall da manuale... molto caratteristica in tema con San Francesco ovviamente .... le camere un po’ datate e non proprio in ordine ma nella media una buona soluzione in cui soggiornare. Colazione abbondante parcheggio comodo e Wi-Fi veloce. Servizio gentile e cortese. Consigliato.…,Grand Hotel Assisi,2019-07-05,4 stelle
1021,cf82,"Siamo stati in questo buon hotel dalla posizione strategica  per 2 giorni solo pernottamento ma non abbiamo avuto la possibilità della Spa. Qui il personale fa veramente la differenza: tutti cortesi e disponibili. Colazione da prendere ad esempio. Stanza sacrificata, unica pecca per il massimo dei voti. Da ritornarci.…",Grand Hotel Assisi,2019-07-05,4 stelle
1022,Piero P,"Sono stato al Grand hotel Assisi nel mese di maggio... l'hotel  di recente costruzione, é decentrato ma comodo da raggiungere e con un ampio parcheggio a disposizione degli ospiti.  Una struttura ben ambientata nel panorama della magnifica Assisi; un'ampia hall, e vari saloni, danno subito l'idea di essere in un albergo di qualità e ben gestito. Belle e funzionali le camere e i bagni, un'ottima e abbondante colazione buffet sono l'accoglienza che l'ospite ha quando si trova al Grand Hotel Assisi. Non é economico ma neppure  costoso considerando che ci si trova in un ottimo 4*  con servizi e personale adeguati alla categoria dell'hotel.…",Grand Hotel Assisi,2019-07-05,5 stelle
1023,fafomix,"Per visitare Assisi e per scelto questo hotel e la scelta è stata ripagata da un livello di hotel Superiore. Hotel molto grande con tanti spazi e molto confortevole, giardino stupendo. Dotato di SPA, e di piscina coperta. Ottima scelta, sicuramente ci torneremo",Grand Hotel Assisi,2019-07-05,5 stelle
1024,lorenzo,"L'hotel è grande ed accogliente. L'organizzazione della Spa permette un suo utilizzo spesso ""privato"". Il personale si è dimostrato gentilissimo ed accomodante sia durante (accoglienza, cena, colazione e checkout) che dopo il soggiorno (ci è stato permesso di lasciare la macchina nel garage dell'hotel per visitare la città anche dopo il checkout). Da sottolineare la gentilezza nell'ascoltare ed esaudire delle richieste fatte a causa di una nostra dimenticanza. Torneremo sicuramente, grazie ancora!…",Grand Hotel Assisi,2019-07-05,5 stelle
1025,SaraDc.,"Non sono solita lasciare recensioni negative, non mi attacco alle piccole sciocchezze come un muro sporco, una porta graffiata o ad un letto matrimoniale diventato tale unendo due letti singoli, ma quando pago una camera Deluxe per una notte 134 Euro ma aspetto non dico la perfezione ma almeno una stanza bella e soprattutto pulita!La struttura esterna è molto bella, immersa nel verde da una sensazione di relax e pace, parcheggio coperto molto comodo praticamente attaccato all'entrata dell'hotel, la struttura interna bella e d'impatto,i corridoi in moquette da percorrere per andare nella camera erano completamente pieni di polvere.Arrivati nella stanza delusione più totale, mi reco sul balcone e mi ritrovo invasa da piccioni, piccioni ovunque nei vasi, sulla tettoia, sul balcone stesso, mi sembrava la scena di Mamma ho riperso l'aereo, cacche ovunque non si poteva camminare e uscendo ed entrando nella stanza dovevamo stare attenti a dove mettere i piedi e per comodità stando in ciavatte faceva ancora più schifo!Per non parlare dei cuscini delle sedie cacche anche li, posso ""capire"" sulla parte sopra ma quando sono andata a girare i cuscini, cacche secche ovunque!Ci sono rimasta malissimo perché ho preso apposta la stanza con il balcone visto che festeggiavo i 30 anni e volevo brindare e stare comoda di fuori.Camera da letto stile antico molto bella, ma non puoi arredare le camere con quello stile se poi la pulizia é inesistente, quadri con cornice sporgente piena di polvere, tende con drappo anch esse super polverose e un mega tappeto per terra a pelo lungo dove gli acari brindavano a festa!Mille interruttori per accendere le luci, prima di trovare il tasto giusto apriti cielo e al bagno sia sul wc che sul bidé entrambi posizionati alla fine del bagno dietro a una parte di muro c'erano due luci (i lumini al cimitero fanno più luce) di cui quella posizionata sul wc non funzionante come la ventola di radazione che penso a questo punto fosse collegata alla luce.Asciugamani del bidé anche se si vedeva che erano ben puliti avevano delle macchie rosse e se anche dopo averli lavati anche 3 volte le macchie rimangono bisogno cambiarli anche perché cosi fanno pietà!Del resto del bagno non posso lamentarmi bello e spazioso (apparte l'angolo wc e bidé), doppio lavandino e vasca idromassaggio, prodotti da bagno molto buoni.Anche il letto comodo e pulito.Volevano accedere l'aria condizionata perché anche se fuori c'erano 16 gradi la stanza era bollente, ma aimè l'aria completamente morta, chiedo alla reception e mi dicono che è spenta perché la sera scendevano le temperature e li mi sono stranita perché se prendo la stanza con l'aria, se ho freddo o caldo lo deciso io se accenderla o meno!Ah il caldo era per i termosifoni accessi direttamente dalla Reception, una volta fatto presente il tutto ci hanno detto che avrebbero abbassato la temperatura ma il caldo è continuato finché abbiamo dormito con la finestra aperta con l'ansia che entrasse un piccione.Passiamo alla sala colazione, molto spaziosa e bella, camerieri gentili, ma ciò non basta, da un grand hotel mi sarei aspettata tutto buono e di qualità ma tutto ciò non è stato così:Latte messo dentro una bottiglia di vetro quelle dove ci si mette l'acqua del rubibetto servita a tavola così  non potevi sapere la marca, marmellate sotto marca, succhi di frutta erogati da una macchinetta sapevano d'acqua, cornetti surgelati tutti con lo stesso sapore di burro.Nota positiva l'accoglienza e la disponibilità di tutto lo staff.Per finire al check out i soldi che mi doveva togliere dalla carta il giorno della prenotazione dato che era non rimborsabile, a loro non risultava quando io una volta fatta la prenotazione avevo chiamato l'hotel per conferma ed era tutto ok.Detto ciò a mai più!",Grand Hotel Assisi,2019-07-05,2 stelle
1026,Manu28581,"Bellissimo albergo molto vicino al centro di Assisi. Possibilità di navetta gratuita per raggiungere il centro.Spa meravigliosa. Noi abbiamo prenotato per il turno delle 15 ed eravamo solo io e mio marito. La spa è a pagamento (15 euro) per un'ora, mentre la piscina grande è gratuita e accessibile in qualsiasi momento. Colazione ottima e abbondante sia per dolci che per salato.",Grand Hotel Assisi,2019-07-05,5 stelle
1027,boryana88,"Ottimo albergo, staff davvero gentile, pulizia ad altro livello. Un plauso davvero speciale a Giovanni che ci ha accolto al bar, facendoci sentire a casa, in un'atmosfera di relax. Fantastica compagnia e spritz eccezionale. Da provare :) Boryana e Marco",Grand Hotel Assisi,2019-07-05,5 stelle
1028,Danilo_Sesini,"Sarà la location già abbastanza suggestiva di suo, sarà che ha un giardino bellissimo e una hall pazzesca, ma personalmente come hotel mi è piaciuto davvero molto.Il personale è tanto e sempre presente e disponibile, le camere sono molto belle e ben fornite ed inoltre dispone di una piscina coperta bella grande per tutti i clienti. La colazione è molto varia e di qualità. A voler trovare un difetto, la SPA non è proprio eccelsa, ne ho viste di migliori in altri hotel dello stesso rango. Inoltre 25 euro per una sola ora messa a disposizione mi sembrano davvero eccessivi, anche perchè per affrontare un percorso relax come si deve, con i suoi tempi corretti, ci vorrebbero almeno 3 ore.",Grand Hotel Assisi,2019-07-05,5 stelle
1029,Fabio Massimo,"Ottima posizione a poca distanza dal centro di Assisi, buona organizzazione con servizio navetta da e per Assisi nonostante ci si possa arrivare anche con una passeggiata di venti minuti, parcheggio ampio e gratuito, pulito, elegante e tanto altro ancora.Consigliato",Grand Hotel Assisi,2019-07-05,4 stelle
1030,lucia b,"Ho trascorso tre notti in questo hotel con mio marito e ci siamo trovati molto bene.Hotel molto bello, personale competente e gentile, piscina riscaldata estremamente consigliata.Ottima anche la colazione sia per qualità  che varietà. La nostra camera era un po' piccola, ma accogliente.",Grand Hotel Assisi,2019-07-05,5 stelle
1031,Giulio Orlandi,"Abbiamo optato per questo albergo per il soggiorno di una notte...abbiamo sfruttato un'offerta presente sul sito che includeva pernottamento,  colazione e un trattamento spa. Rapporto qualità prezzo più che giusto, molto gentile e cortese il personale. Simpatica l'idea del cocktail di benvenuto in busta, anche se personalmente preferivo quello del piano bar 😉",Grand Hotel Assisi,2019-07-05,4 stelle
1032,Bruno B,"Siamo stati ospiti presso la vostra struttura prima di Pasqua, all'arrivo accoglienza veramente eccezionale dal vostro staff, (reception) cordialità, professionalità, e simpatia, camera veramente pulita e funzionale tutto funzionava alla perfezione, abbiamo apprezzato la vostra scelta della camera vicino all'uscita principale dell'hotel, per agevolare le uscite frequenti, del nostro cane, dietro l'hotel vicino alla statua di San Francesco dove per comodità parcheggiavamo anche la nostra auto, abbiamo scoperto un bel prato dove Margot scorazzava libera rotolandosi nel prato, insomma una mini vacanza comoda e spensierata bellissima la piscina riscaldata dove vi siamo rilassati prima di una cena veramente ottima presso il vostro ristorante, vi ringraziamo per averci fatto passare veramente 3 giorni di spensieratezza e relax torneremo presto......",Grand Hotel Assisi,2019-07-05,5 stelle
1033,annalisa187888,"Walk - in, ci presentiamo direttamente in questa struttura. Eravamo già a conoscenza del pacchetto offerto ""Chocolate"". Ma ahimé forse era l'ultima camera disponibile ma con letti separati. Abbiamo notato che erano stati uniti in fretta e furia. Nel complesso discreta la camera. Il bagno un po' piccolo. Buona la pulizia.  Tutto il personale gentilissimo.  Comprese le ragazze della Spa. Ottimi i massaggi inclusi. Colazione variegata.  Ringraziamo per i Baci Perugina offerti. Molto graditi. Sicuramente torneremo la prossima volta prenotando anticipatamente.  Lo consiglio vivamente!",Grand Hotel Assisi,2019-07-05,4 stelle
1034,carla,"mi aspettavo qualcosa in più essendo un 4 stelle, gli spazi piuttosto ristretti, il bagno con poca aspirazione, la finestra molto piccola. i servizi esterni alla camera invece buoni. per salire dal garage qualche difficoltà",Grand Hotel Assisi,2019-07-05,3 stelle
1035,Alessio L,"Trascorso il weekend in questa struttura, in coppia,utilizzando un pacchetto Groupon. La struttura è pulita, il personale (reception, ristorante, spa e zone comuni) molto gentile. Le camere (tipologia classic) sono di medie dimensioni, e molto graziose. La cena (per noi inclusa nel trattamento di mezza pensione) è a buffet, ma c’è anche la possibilità di ordinare à-la-carte (credo, pagando differenza). Buffet vario, colazione di tipo continentale buona. La SPA (inclusa della durata di un’ora al giorno) piccola, ma completa di tutto. Prenotando l’ingresso si evita che sia troppo piena. Da migliorare: la piscina, aperta dalle 8 alle 21, ma che dà l’impressione di essere poco curata e manutenuta rispetto alle altre zone dell’hotel, emanando un odore di acqua stagnante. La navetta (gratuita) dell’hotel va prenotata e fa -soltanto!- 4 corse giornaliere. Nel complesso, struttura ottima, appena fuori dal paese ma ben raggiungibile anche a piedi. Cibo buono e vario. Nonostante le (poche) note da migliorare, sicuramente consigliato!",Grand Hotel Assisi,2019-07-05,4 stelle
1036,Serena C,"Buon hotel, non proprio centrale. Molto pulito. Abbiamo usufruito solo della colazione (abbondante e ben fornita) e abbiamo preso una cena alla carta a parte la prima sera. Ottima anche la cena. Lo staff è molto cordiale e disponibile. La spa piccola ma ban attrezzata, l’accesso viene regolato in modo tale da non essere troppo piena. Parcheggio coperto incluso. Consigliato per una vacanza di relax.",Grand Hotel Assisi,2019-07-05,4 stelle
