,utente,commento,hotel,dataIns
1806,Mariastefania D,Un posto da favola. È possibile sentirsi a casa in un palazzo nobiliare che lascia senza fiato. Le stanze sono arredate con raffinatezza in ogni minimo dettaglio. La colazione prevede dei cibi di qualità e dei dolci squisiti.I gestori del posto (due amabili signore) sono professionali e accoglienti.Uno dei posti più belli che abbia visto.Consigliatissimo!,Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1807,Giorgio C,"Io e la mia ragazza abbiamo passato una notte soltanto in questo bellissimo B&B, avremmo voluto fermarci di più.La camera era bellissima e spaziosa, molto curata in ogni dettaglio; bellissima vista su piazza Rossetti.La colazione è spettacolare, buonissime marmellate e dolci fatti in casa.In più il personale è gentile e cortese. Super consigliato!",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1808,massimo g,"Tre P riassumono molto bene questo meritevole B&B. Tutto e' andato benissimo. La stanza pulita e spaziosa. La birretta nel terrazzino privato della nostra camera pieno di fiori e piante. La colazione ricca di buone cose compresa una centrifuga a disposizione dei clienti. E poi il personale, tutte molto gentili e disponibili. Vasto poi e' davvero un bel centro Storico. B&B super consigliato",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1809,rita i,"Due meravigliosi giorni, per l'accoglienza, la pulizia, le camere con nomi di personaggi storici e poetici. Silenzioso, vista sulla piazza Rossetti e colazione fantastica. Dal momento che mi piace scrivere, sono stata ispirata dal silenzio e dal mio letto a baldacchino nella stanza chiamata Cardinale Mazzarino. Grazie di cuore per tutto.",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1810,Eat1980,"Nel cuore del grazioso centro storico di Vasto si trova questa struttura di chiare origini signorili, elegantemente ristrutturata. Tutte le camere sono state arredate con gusto, ampie, con bagni spaziosi e funzionali. La sala (o salone) colazione spaziosa e fornita di ogni tipo di cibo (dolci fatti in casa, salato, frutta fresca, estratti, caffè, marmellate).Personale molto cortese.Davvero consigliato!",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1811,quintos92,"Abbiamo trovato questo hotel su internet ed io e la mia ragazza decidiamo di prenotare per trascorrerci un weekend.Il posto è incantevole, situato sulla piazza di vasto paese e sembra proprio una palazzina a tema anni 80.Siamo stati accolti con gentilezza e ci hanno addirittura fatto visitare tutte le stanze.Abbiamo prenotaro la suite D’Annunzio.L arredo è fatto veramente con gusto e stile , l idromassaggio gigante in camera rende il tutto magico.Grazie alla gentilezza della signora torneremo sicuramente appena ci sarà l’occasione.",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1812,SteLu17,Personale gentilissimo e disponibile e un’atmosfera magica ci respira in tutta la struttura. Camera pulita e accogliente e biscotti fatti in casa al nostro arrivo. Un dolce coccola.Bravi e grazieeeeee.Ci vedremo presto,Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1813,Diletta C,"Abbiamo trascorso una notte nella suite della dimora e siamo stati meravigliosamente bene . La signora Ersilia ci ha fatto sentire a nostro agio sin dall'arrivo❣️ disponibile , cortese e generosa ci ha permesso di soggiornare come se fossimo a casa . Colazione eccellente , pulizia TOP ❣️CONSIGLIATISSIMO",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1814,renatoimbriani,"Io e mia moglie abbiamo passato una notte in questo resort fantastico durante la nostra sosta a Vasto lungo il viaggio in direzione della Puglia. Siamo capitati quasi per caso in questo palazzo d'epoca grazie alla segnalazione e l'interessamento della gentilissima signora proprietaria del caffè sottostante che ci ha sicuramente ben consigliato. Confermo tutti gli apprezzamenti dei clienti precedenti che hanno giudicato il B&B al pari di una struttura a 5 stelle. Una cosa in più mi sento di aggiungere ed è la disponibilità, cordialità ed efficienza della signora  Annamaria che ci ha riempito di attenzioni e fatto sentire a casa in un ambiente così elegante da incutere quasi imbarazzo.",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1815,Carmen N,"Sono stata una notte con il mio compagno in questo b&b che secondo me può far testa ai migliori 5 stelle.Che dire,pulizia impeccabile, ambienti profumati, tutto curato nei minimi dettagli , colazione vasta e abbondante . Non dico nulla sulle camere perché ci sono le foto e non necessitano di commenti. 🔝Complimenti",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1816,rossellaeventi,"Organizzo eventi e collaboro con agenzie e management per pernotti di molti artisti Italiani ed internazionali...Mi occupo anche della logistica di staff ed artisti del Siren Festival di Vasto da 3 anni e, come ogni anno, è tra le prime strutture che chiamo. Che dire...è un vero B&B a 5 stelle..curato, pulito, colazione strepitosa...nonostante sia in centro storico, quindi vicinissimo ai palchi del Siren, non si sente un rumore...l'accoglienza di Ersilia poi è speciale...ogni volta che ho artisti che mi chiedono dove possono alloggiare in quella zona, propongo Corte Rossetti. ....A me piace moltissimo e collaboro sempre volentieri con Ersilia perchè certa di fare sempre un figurone.",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1817,ciotmary,Magico e suggestivo. Sembra di vivere un sogno non appena si varcano le porte della struttura.Ogni dettaglio è sapientemente curato dalla signora Ersilia e risulta impossibile non emozionarsi alla vista delle composizioni floreali che attendono gli ospiti durante il soggiorno. Ogni volta torniamo con piacere e ci sembra di riprovare sempre la stessa gioia.Lì la realtà diventa un sogno e i sogni non hanno motivo di non essere reali. Grazie!,Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1818,robertonann,"Sembra di essere in un castello e tutto è magicamente curato ed accogliente.Stanza ampia con bagno perfettamente inserito nel contesto. Finiture lussuose e non manca nulla. Silenzioso, doppi infissi in camera, aria condizionata, wifi, frigo bar...Colazione nella sala dove mancava solo il ""Ducaconte""......abbondante e unlimited ...Spremuta vera e centrifughe, torte e biscotti...fantasticoAttenzione il parcheggio non c'è perché in pieno centro storico. C'è un autosilos poco distante comunale e coperto che costa poco 50cent all'ora.Ci torneremo. Bravi",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1819,domenicap62,"Fidandoci dei giudizi di trip abbiamo scelto questo  b&b. Veramente particolare , unico nel suo  genere . Siamo stati veramente bene,ci siamo sentiti graditi e coccolati. Stanze particolari e molto ampie, all'interno di esse la presenza  di  bollitore e macchina da caffè espresso con tutti i nessi e connessi. Sicuramente singolare la sala colazione composta da un tavolo unico  elegantemente arredato. Consigliato",Corte Rossetti Le Dimore B&B,2019-07-05,5 stelle
1820,Vape67,"Alla conquista in bici del Gran Sasso soggiorniamo in questa struttura bellissima in contesto naturale fantastico!!! Personale professionale e gentilissimo, camere pulitissime e ben arredate, colazione ottima e abbondante, rapporto qualità dei servizi offerti e prezzo pagato senza eguali!!! Piscina e giardino ideali per il riposo dopo le escursioni (inarrivabile la birra media dopo 135 km. di pedalate bevuta con i piedi nell'acqua...). Consigliatissimo!!!!!…",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1821,Corcic,"Sono stato al Nido dell'Aquila per la seconda volta in qualche anno. Questa volta l'ho trovato piacevolmente migliorato. Il servizio e' ottimo. Stanze pulite e nella zona dove sono stato io, ben ristrutturate. Letto comodo, bagno un po' piccolo ma comunque piu' che accettabile. Un po' calda la stanza, ma e' un periodo di caldo eccezionale. Il ristorante merita una citazione per la qualita' e il menu'. Buoni i vini. Unico neo, la Wi-Fi che funziona male. …",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1822,Luca G,"Posizione strategica per visitare Campo Imperatore ed il circondario (purtroppo immerso nel 'nulla' di Fonte Cerreto). Struttura ben tenuta, pulita ed elegante con la presenza di una piccola piscina ed una vasca idromassaggio all aperto. Personale cortese e disponibile, servizio di ristorazione ottimo. Leggermente più caro rispetto agli altri alberghi della zona, ma adeguato alla qualità offerta. Lo consiglio.…",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1823,rosaannamary,Peccato è anche un posto carino il personale molto gentile ma non accettano animali. Ci sono andata perché ormai era tutto organizzato per un evento sportivo.Abbiamo telefonato l organizzatore e poi io per cercare un compromesso ma la signora è stata lapidaria e poco gentile.,Hotel Nido dell'Aquila,2019-07-05,1 stelle
1824,Marco E,"Giorno di Pasquetta in visita a campo imperatore e pranzo in questa location di altissimo livello a Fonte Cerreto. Menu’ fisso per l’occasione e di altissima qualità così come il servizio eccellente. Torneremo senz’altro, anche per usufruire del bellissimo albergo. Grazie ancora, a presto…",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1825,alberto_graziosi,Ambiente molto accogliente; direi romantico. Locali veramente molto belli ed ottima illuminazione. Cena strepitosa con ottimi prodotti locali. Ideale per serata romantica ma anche per staccare dalla routine quotidiana. Una vera e propria boccata d’ossigeno. Consigliatissimo.,Hotel Nido dell'Aquila,2019-07-05,5 stelle
1826,Roberto B,"C sono tornato dopo due anni e continua ad essere tra i migliori hotel 3 stelle in cui sia stato. Eleganza, gentilezza, pulizia, ottimo cibo e molto altro ancora caratterizzano questo hotel. Peccato che non abbia una bella SPA... sarebbe la ciliegina sulla torta. Ci ritorneró sicuramente.",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1827,CLAUDlA90,"Comincio col dire che l'albergo si trova in una posizione ottima per chi si trova a campo imperatore e volesse sciare: la funivia è a due passi. Già questo basterebbe ai più. Aggiungiamo che al ristorante dovrebbero dargli qualche Stella Michelin, davvero tutto buonissimo e a prezzi onesti.Anche la colazione da non dimenticare. Noi essendo vegani la maggior parte delle volte abbiamo qualche difficoltà a mangiare fuori, loro invece erano preparatissimi.Addirittura il signore che gestisce il bar e la colazione quando ci sentiva arrivare metteva subito due croissant vegani al forno per farceli trovare caldi. Commovente. La cura del cliente al primo posto.Hanno anche un'area giochi al piano inferiore dove poter passare un po' di tempo in tranquillità (anche per ragazzi più grandi).Mi mancherà questo posto!",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1828,CinziaRam,"Hotel molto carino, camera superior spaziosa e curata, ottimo il ristorante e la cortesia di tutto il personale. Immerso nella natura a pochi passi dalla funivia di campo imperatore. Lo consiglio vivamente.",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1829,Alexandra Mihae... S,Siamo rimasti semplicemente FOLGORATI!!! Peccato per la struttura un po' piccolina... Centro benessere... Spa e piscina interna ci starebbero da Dio. Cibo Ottimo.. degno di un ristorante stellato.. personale eccellente! CI TORNEREMMO DI SICURO!!!,Hotel Nido dell'Aquila,2019-07-05,4 stelle
1830,AntonellaVillano,"Albergo situato ai piedi della seggiovia di campo imperatore. Ottima la struttura, di recente ristrutturazione. Camera ampia, con balcone. Bagno piccolo, ma funzionale.  Ristorante ottimo, cena eccellente. Colazione ""basic"" con torte deliziose. Ci ritorneremo!",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1831,Mariafrancesca M,"Abbiamo soggiornato un weekend due adulti e due bambini.Albergo ben ristrutturato. Ambienti curati nei dettagli. La camere comode, calde e ben pulite.. Gli arredi moderni, tessuti a tema ... il personale molto gentile e cordiale. Cibo ottimo, soprattutto la carne !Punterei per una colazione ancora più ricca... lo consiglio anche se dista a 15 minuti a piedi dalla funivia, con l'occasione vi godete il paesaggio...Ritorneremo sicuramente....",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1832,Alessandra F,"Abbiamo soggiornato una sola notte purtroppo in questo hotel praticamente rimesso a nuovo. Stanza molto carina con un bel bagno con doccia grande. Ambiente pulito e atmosfera calda e accogliente.Personale disponibile e gentile.Colazione abbondante e varia con dolci fatti dalla cucina del ristorante.Lo consiglio vivamente, sicuramente ci ritorneremo.",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1833,Luca AM,"Hotel carinissimo immerso nel verde, vicino la partenza della funivia di campo imperatore, cucina deliziosa e personale cordiale. Piccola piscina esterna. Se ci sarà l'occasione ci torneremo molto volentieri per la stagione estiva!",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1834,anna m,"Siamo passati a chiedere semplicemente se il ristorante fosse aperto, purtroppo non lo era. Detto questo la receptionist si é subito attivata per consigliarci cercando su internet ristoranti aperti nelle vicinanze ed é stata così gentile da chiamare personalmente e prenotare per noi.",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1835,Carla C,"Siamo stati per un fine settimana tra amici, tanti amici, e tutti sono rimasti piacevolmente colpiti sia dalla location che dalla struttura che presenta camere molto accoglienti, pulite, con materassi comodi, biancheria di recente acquisizione e bagni nuovi. Il ristorante OTTIMO, sia per la qualità delle portate, che per la deliziosa presentazione dei piatti!",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1836,linguetta21,"Scegliamo il locale su suggerimento di conoscenti del posto per una cena tra amici con bambini. Location completamente immersa nella natura a due minuti dal borgo di Assergi e dell’omonimo casello autostradale.Entriamo e ci accoglie il sorriso di una bella ragazza che ci accompagna al tavolo prenotato poche ore prima...iniziamo bene, anzi benissimo!!! L'atmosfera è sobria ed elegante, il personale attento e cortese (professionale) vedendo i bambini ci propongo di anticipare per loro una pasta in modo che poi passano andare a giocare nella sala giochi allestita al piano inferiore e direttamente collegata al ristorante: NON CI SEMBRA VERO!!!!  Aspettando la pasta dei bambini guardiamo il menù e capiamo che in questo posto IL TERRITORIO E’ AL CENTRO!!! Non ci resta che assaggiare….. apriamo le danze con tortino di asparagi con crema di zafferano, salumi, ricotta e formaggi locali: WOW. Poi arrivano i tortelli fatti in casa, uno spettacolo per gli occhi e per il palato, chiediamo il BIS. Siamo pieni ma non possiamo andarcene senza aver assaggiare la carne, chiediamo consigli allo staff e ci propongono una tagliata: superlativa!!!! La ciliegina sulla torta è il conto:miglior rapporto qualità/prezzo che ho trovato in tutti i ristoranti della zonaInsomma, che dire, DA PROVARE ASSOLUTAMENTE!!!!",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1837,savona65,"Volevamo visitare il parco nazionale del Gran Sasso e quindi cercando su internet abbiamo scelto questo albergo: posto meraviglioso, personale gentilissimo, pulizia generale curata nei mini particolari e ristorante che sforna coccole meravigliose. Veramente un'esperienza da provare, grazie di tutto da Romana e Marco di Savona.",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1838,anice12,"Ho soggiornato una settimana nella bellissima suite dell’hotel, eravamo due adulti, una bambina e una neonata. La camera è grande, comoda e arredata con gusto, così come tutti gli ambienti dell’albergo. Segnalo, tra le altre cose, la cucina, ottima; per cui consiglio assolutamente la mezza pensione (è la prima volta che sono soddisfatta della qualità del cibo con trattamento mp). Ma più di tutto va segnalata la disponibilità e gentilezza del personale, tutto lo staff dai camerieri del ristorante alle signore di servizio e ovviamente ai proprietari che hanno soddisfatto ogni mia richiesta. Grazie di cuore a tutti voi per le premure, la gentilezza e la discrezione con cui mi avete ospitato.Anna",Hotel Nido dell'Aquila,2019-07-05,5 stelle
1839,Stefano_Parri,"Per il compleanno della mia compagna abbiamo alloggiato 3 notti in questo carino hotel ai piedi di Campo Imperatore (località Fonte Cerreto). Posizione ottima per raggiungere Campo Imperatore (peccato che la funivia era chiusa per manutenzione) dai cui partono quasi tutte le escursioni per le vette del comprensorio del Gran Sasso (tra l’altro l’hotel è posizionato a poche centinaia di metri dalla funivia). Personale molto cordiale e disponibile (grazie per il late check out a seguito ultimo giro in bdc....). Ottimo il ristorante, menu vario e varianti pronte a soddisfare ogni nostra esigenza/richiesta (avevamo la mezza pensione).Camere spaziose e confortevoli (avevamo una confort). Buona la colazione. Consigliato. Se avesse la SPA sarebbe da 5 punti...",Hotel Nido dell'Aquila,2019-07-05,4 stelle
1840,Silvia Colantonio,"Ho soggiornato con il mio compagno in questa meravigliosa struttura (pacchetto suite e spa). Personale gentilissimo, suite pulita ed accogliente. La spa privata è eccezionale e presenta Tutto per rendere speciale un'ora. Colazione abbondante. Che dire....il Paradiso in Terra!",Halanus Hotel & Resort,2019-07-05,5 stelle
1841,Federico I,"Il posto è veramente incantevole, ben curato, personale giovane, gentile e disponibile. La suite terra, con idromassaggio e sauna in camera, è stata un autentico tocca sana, visto anche l'accesso diretto alla piscina. Due giorni di assoluto relax, magari con la sola pecca della piscina sovraffollata la domenica che perde decisamente la sua magia. Da tornarci presto.…",Halanus Hotel & Resort,2019-07-05,4 stelle
1842,casamail328,"struttura nuova accogliente bella  affidabile ,divertente ,personale simpatico e divertente da tornarci sicuramente, magari usufruire sia spa che idrommassaggio,magari organizzare un massaggio di coppia",Halanus Hotel & Resort,2019-07-05,4 stelle
1843,Danielecorn,"Ho soggiornato con la mia ragazza in questa struttura, usufruendo del pacchetto suite + spa, e l'ho trovata semplicemente fantastica. Personale giovane e competente.  La suite del fuoco si presenta ""calorosa"" in tutti i suoi aspetti. La spa privata ha tutto il necessario per far passare 1 ora di completo relax.  Colazione in camera abbondante e di qualità. Cena in camera soddisfacente. Sicuramente tornerò a provare le spa suite.…",Halanus Hotel & Resort,2019-07-05,5 stelle
1844,Alessandra P,Abbiamo soggiornato presso l hotel Halanus per il nostro anniversario ed abbiamo scelto la suite 'Terra'..l'atmosfera in camera è davvero romantica..idromassaggio e sauna spettacolari..personale gentile e molto cortese..torneremo sicuramente per provare anche le altre suite a tema!consigliatissimo!…,Halanus Hotel & Resort,2019-07-05,5 stelle
1845,ludovica c,"Abbiamo soggiornato per una notte nella suite fuoco e devo dire che la stanza é molto bella, grande e pulita. La jacuzzi 4 posti é fantastica e il personale é stato molto gentile ad offrirci lo spumante all'arrivo e la colazione in camera il mattino dopo. La spa privata é molto accogliente, top la piscina idromassaggio, ma la sauna non funzionava!! Consiglio vivamente quest'hotel!!",Halanus Hotel & Resort,2019-07-05,4 stelle
1846,Alessia M,"Bella stanza, vasca idromassaggio e sauna in camera, per una piccola spa in relax.La camera è pulita, grande, dotata di confort: letto comodo, bagno grande e moderno.Colazione in camera, abbiamo potuto scegliere di tutto e di più.Finestrone che si affaccia direttamente sulla piscina anche se non so quanto sia indiscreta quella tenda.Bella esperienza, credo però che il prezzo sia esagerato considerando il posto in cui ci si trova",Halanus Hotel & Resort,2019-07-05,4 stelle
1847,Marco G,"Consigliatissimo per pulizia e cortesia dello staff.Albergo nuovo, camere molto confortevoli (io ero in suite) e dotati di tutto il ncessario per rilassarsi totalmente.Spa privata molto carina, moderna e perfettamente funzionante.Ho usufrutio della cena e colazione in camera ed entrambe sono state eccellenti (piatti caldi e pietanze molto buone).Torneremo sicuramente a provare un'altra suite alla prossima occasione!",Halanus Hotel & Resort,2019-07-05,5 stelle
1848,Valentina D,"Ho trascorso la notte di Pasquetta in questo hotel nella suite dell'Acqua con all'interno la vasca idromassaggio, è stato spettacolare, in totale relax.Stanza pulita e molto accogliente. Personale gentilissimo. E' stato un ottima scelta, ci tornerei volentieri.",Halanus Hotel & Resort,2019-07-05,5 stelle
1849,Cristian D,"Personale gentilissimo, camera pulita, ben arredata e molto spaziosa. Le suite sono spettacolari. Consigliato per trascorrere un weekend in relax. Colazione in camera ottima, puntuale e ben assortita.",Halanus Hotel & Resort,2019-07-05,5 stelle
1850,cosimo r,"Per il ponte di Pasqua abbiamo scelto l'Halanus hotel per soggiornare. È stata un'ottima scelta sia per la centralità della posizione tra L'Aquila e il parco della Majella sia per l'eccellenza dei servizi resi. Camere confortevoli e pulite, ottima e abbondante la colazione, ma soprattutto personale disponibile e molto cortese. Complimenti!!!",Halanus Hotel & Resort,2019-07-05,5 stelle
1851,Andrea P,"Ho soggiornato presso questo Hotel nel ponte di pasqua 2019, ho trovato un'ottima accoglienza, una pulizia dell'albergo eccellentissima, e la spa riservata qualcosa da invidiare al miglior 5 stelle che c'è in giro. Faccio i miei complimenti allo staff molto cortese e disponibile. Comoda la posizione dal'autostrada ma soprattutto la vicinanza al parco della majella. Lo consiglio alle coppie che vogliono rilassarsi in un posto pacifico e lontano dal caos",Halanus Hotel & Resort,2019-07-05,5 stelle
1852,Danieleaquila,"Personale giovane, cortese, puntuale e disponibile. Struttura bellissima e pulitissima. È stato un piacere soggiornare da voi, se torneremo in zona sicuramente torneremo in struttura.Ineccepibile, consiglio vivamente.",Halanus Hotel & Resort,2019-07-05,5 stelle
1853,Gioia C,"Per la seconda volta abbiamo soggiornato nella struttura nella suite terra e usufruito della spa riservata. Tutto pulito, e personale gentilissimo come la prima volta. Consigliatissimo!! Sicuramente torneremo per provare anche le altre suite a disposizione :)",Halanus Hotel & Resort,2019-07-05,5 stelle
1854,Marco C,"Abbiamo passato un weekend bellissimo tutto molto bello e pulito, la spa privata e perfetta, personale gentile cortese e disponibile grazie di tutto la colazione abbondante e molto buona, torneremo di sicuro",Halanus Hotel & Resort,2019-07-05,5 stelle
1855,Debora,"Abbiamo passato due giorni e una notte nella suite acqua ed è stata davvero perfetta. Tutto molto pulito, disponibilità al massimo e professionalità garantita. La camera offre servizi di ogni tipo, da tisane a frigo bar analcolico gratuito. La Spa è curata nei minimi dettagli, un’ora in piena tranquillità e riservata solo a noi.  Torneremo sicuramente per provare tutte le altre suite. Colazione molto abbondante e con disponibilità sia dolce che salata. Pulizia evidente anche negli spazi più piccoli. Voto 10 su 10😍",Halanus Hotel & Resort,2019-07-05,5 stelle
1856,Alessia G,"Posto bellissimo. Ho scelto la suite aria ed è a dir poco stupenda ed accogliente. Personale gentilissimo e disponibile. Anche la spa molto carina, abbiamo avuto problemi la sera per l’acqua della piscina fredda ma ci hanno permesso di recuperare l’ora di spa privata la mattina con colazione in spa. Cena abbastanza deludente ma compensa tutto il resto. Davvero due giorni in totale relax soprattutto da passare in coppia. Lo consiglio tantissimo.",Halanus Hotel & Resort,2019-07-05,5 stelle
1857,Giuseppe D,Soggiorno unico per rilassarsi in tranquillità servizio preciso e perfetto letto comodissimo... Sauna in camera e idromassaggio comodissimi voto 5 impeccabile biscotti della casa nella colazione freschi e buoni e la Spa privata super rilassante consigliatissimo per le coppie che cercano un po' di tranquillità,Halanus Hotel & Resort,2019-07-05,5 stelle
1858,Alessandra D,"Abbiamo soggiornato per la prima volta qui per una notte, prenotando il pacchetto notte più spa esclusiva. Abbiamo scoperto un hotel nuovo, pulito, curato nei minimi dettagli da uno staff giovane, attento e cordiale, la spa rilassante e la camera anch'essa nuova e pulita. Colazione ricca e varia con dolci fatti in casa molto buoni, la cena, fatta nel ristorante convenzionato vicino, buona e decisamente abbondante. Insomma, ci torneremo di certo!",Halanus Hotel & Resort,2019-07-05,5 stelle
1859,Angela Di pasquo,"Weekend rilassante con spa Privé tutta per noi che vale davvero la pena! Personale gentilissimo e disponibile, colazione molto buona e camere pulite e moderne. Consigliato a tutti soprattutto chi vuole staccare la spina per due giorni è l’ideale.",Halanus Hotel & Resort,2019-07-05,4 stelle
1860,Stefano B,"Quando ci si muove da casa, nulla è lasciato al caso... e non fa eccezione l'Antico Borgo. Siamo nel centro storico teatino per un week-end in totale relax, ma con la consapevolezza di veder soddisfatti i nostri standard di confort. La struttura è di livello, con belle camere, pulite e ben disposte. E mai ci è capitato di trovarci a consumare la colazione in un'antica cisterna romana. La location, oggetto di un riuscito restyling, si trova ad una manciata di chilometri dalla costa adriatica e poco di più dal fresco riparo della Maiella madre.…",Antico Borgo Chieti,2019-07-05,4 stelle
1861,serenity95,"Spinti dalle buone recensioni lette su Tripadvisor abbiamo prenotato 2 notti in questo B&B. Esternamente si è presentato molto bene...una piccola bomboniera incastonata nel centro storico di Chieti....  la stanza piccola, ma  poteva andare... Quello che però abbiamo trovato assolutamente inaccettabile è stato il materasso.... Vecchio e con le molle che si sentivano anche solo toccandolo...per non parlare poi di quando abbiamo cercato di dormirci....appena ti muovevi o giravi si sentivano scattare quelle benedette molle... e dopo un pò è comparso un fastidio alla schiena che non ci lasciava dormire. Per onestà dico  che ogni tanto ho problemi di schiena, ma viaggio  spessissimo ed una cosa del genere non mi era mai successa! Del resto anche mio marito che di problemi non ne ha, non riusciva a prendere sonno...   Possibile che in un B&B dove si paga non certo una miseria ( € 80 a notte ) non si capisca che al di là della location o dell'arredamento , la cosa più importante è la qualità del sonno? E poi, la tenda del bagno...lavatela ogni tanto!  Le  macchiette di sangue dovute forse a qualche zanzara passata a miglior vita così sparirebbero!!…",Antico Borgo Chieti,2019-07-05,1 stelle
1862,Alessio B,"Centralissimo in ZTL ma la struttura consente l’ingresso e successivamente stampa un Pass (con il libretto dell’auto) per evitare le multe. Ottima l’accoglienza alla reception. Camera spaziosa, pulita e molto bella. Zona colazione molto suggestiva con impostazione internazionale. Rapporto qualità prezzo ottimo! …",Antico Borgo Chieti,2019-07-05,5 stelle
1863,archadec,"Situato nel pieno centro storico della città di Chieti, questo B&B, vi restituirà la perecezione di essere entrati in un luogo magico. Sapientemente restaurato offre ambineti dall'architettura caratteristica e oltremodo affascinante per serate in dolce compagnia o per il relax del dopo lavoro. Tutto è pulitissimo e gradevole. Il servizio è eccellente, sapienza  e garbo sono di casa. Consigliatissimo!…",Antico Borgo Chieti,2019-07-05,5 stelle
1864,Luisa D,"È un piccolo hotel con trattamento di B&B, situato nel centro storico di Chieti in zona a traffico limitato. Se si arriva in auto non è un problema, perché fornendo la targa alla reception si può sia arrivare presso la struttura per lo scarico bagagli sia parcheggiare gratuitamente a poca distanza.  La reception è presidiata fino alle ore 23; in seguito, avendo la chiave del portone, si può accedere alla struttura quando si vuole e per qualsiasi necessità si ha a disposizione un numero di telefono. Lo staff è cordiale e fornisce tutte le prime indicazioni su Chieti e dintorni (penso alla professionalità della sig.ra Giovanna alla reception ma anche alla squisita gentilezza della ragazza che ci ha servito la colazione).  La struttura è stata completamente ristrutturata senza risparmiare. Noi avevamo una stanza al primo piano che si affacciava verso la piazzetta dell’hotel e siamo stati molto bene. La pulizia della stanza e del bagno... perfetta. Per una notte abbiamo speso € 67,50. La colazione viene servita al piano terra in una stupenda cisterna romana, restaurata e consolidata. È a buffet e l’abbiamo pagata a parte, al momento della prenotazione, alla modica cifra di... 1,50 euro a testa! È una colazione abbondante e di ottima qualità, con tanti prodotti da forno freschi e buonissimi e anche una selezione di salumi e formaggi. Più di così non si può!…",Antico Borgo Chieti,2019-07-05,5 stelle
1865,seppoferrari,"Abbiamo soggiornato in questa struttura per sei notti, che cosa dire quando si è  stati bene?Il tutto si può riassumere in breve:ottima la posizione ( più centrale di così non si può );ottima la colazione;cordiale e disponibile il personale tutto;le stanze spaziose, pulite, ben arredate e con  ampi bagni. Giuseppe e Patrizia",Antico Borgo Chieti,2019-07-05,5 stelle
1866,sabinomangano,"Abbiamo soggiornato per una notte all’Antico Borgo Chieti. La posizione della struttura è ottima, ideale per chi avesse voglia di fare due passi nel centro storico. Le camere sono carine e la chicca della finestra ad oblò è inusuale ma ben apprezzata. La sig.ra che ci ha accolto appena arrivati è stata molto educata e premurosa. Forse la colazione (in una grotta meravigliosa) potrebbe essere migliorata.Per il resto lo consigliamo!",Antico Borgo Chieti,2019-07-05,4 stelle
1867,loris r,"Abbiamo soggiornato in coppia una notte in questo BB tramite booking. La posizione è molto bella in quanto nel cuore del centro storico della città e quindi ideale per muoversi a piedi. La struttura è sicuramente di recente ristrutturazione, le camere sono confortevoli. Piccola chicca la sala dove si fa la colazione che è un vero e proprio sito archeologico sapientemente conservato molto suggestivo. Nella media un buon bb ma viaggiando molto quì abbiamo trovato una colazione un po mediocre. Il personale, soprattutto la Signora che ci ha accolti è molto cortese e disponibile.",Antico Borgo Chieti,2019-07-05,4 stelle
1868,feremau73,"Il posto è in ottima posizione. Camere bellissime e pulitissime ristrutturate non da tantissimo. Lo staff è davvero cortese, ci hanno aiutati in molte occasioni. Secondo me la colazione è davvero il top, un esperienza tutta da provare.",Antico Borgo Chieti,2019-07-05,5 stelle
1869,Daniele M,"Ottima struttura al centro di Chieti.. Camere grandi con dettagli ricercati, pulizia degli ambienti, gentilezza e disponibilità dello staff, colazione spettacolare con torte fresche e artigianali c'è  l'imbarazzo della scelta. Consigliatissimo ci torneremo sicuramente..",Antico Borgo Chieti,2019-07-05,5 stelle
