,utente,commento,hotel,dataIns,rating
295,Simona S,"siamo stati per 4 notti io e la mia famiglia in questo campeggio piccolo ma dove non manca nulla. Quello che mi ha colpito è stata l'attenzione per l'ospite. I proprietari sono gentili e disponibili, attenti a capire e ascoltare le esigenze di ogni campeggiatore.La pulizia ottima. Per chi è la prima volta da campeggiatore è una bellissima esperienza in quanto le tende sono già montate e attrezzate. Ho trovato deliziose l'area casette in legno particolari e nuovissime.Consiglio vivamente di andare al Camping Dolce Sole. Fantastico!Grazie Simone e Thomas.",Camping Dolce Sole,2019-07-05,5 stelle
296,MouMyGod,"In una zona, Partaccia, che offre relativamente poco ai turisti, il camping Dolce Sole lo si può definire una piccola bomboniera.Il campeggio è piccolino, si può essere sistemati in tenda (loro, già montate) o in simpatiche ed essenziali casette.I bagni sono tenuti abbastanza puliti, peccato per l'educazione di alcuni villeggianti che scarseggia e lasciano i servizi i più delle volte sporchi.Presente un piccolo bar dove gustare, a prezzi convenienti, cornetti, pizze, panini e quant'altro...Il camping è posizionato a un tiro di schioppo dall'autostrada, un quarto d'ora a piedi dal mare, ma consiglio affittare una bici perché il centro cittadino non è raggiungibile a piedi.I due gestori sono disponibilissimi e molto gentili, complimenti a loro per aver creato una piccola oasi felice.Consiglio il posto per una breve sosta.",Camping Dolce Sole,2019-07-05,4 stelle
297,Paolo V,"Ottima la casetta di legno,dai toni caldi e confortevoli.Thomas e' un ottimo ricevitore,sempre attento ad ogni esigenza della clientela oltre ad essere socievole e disponibile.Camping ben organizzato,piccolo ma bello a circa 300 mt dal mare.Ottime ed abbondanti le colazioni nordica e mediterranea.",Camping Dolce Sole,2019-07-05,4 stelle
298,N4PoLeOnE,"CASETTE DI LEGNO: Belle, pulite ma veramente ""minimal"" lo spazio interno, non ci stanno neanche le valigie per terra.Il campeggio è molto piccolo e le casette di legno lo rendono caratteristico ma (personalmente) sconsiglierei un soggiorno prolungato sia per gli spazi ristretti, sia perchè la zona pullula di campeggi molto più grandi e con molti più servizi.DISSERVIZO: Ci hanno preceduti di qualche ora dei nostri amici in camper, il campeggio aveva confermato la disponibilità, ma una volta in loco il camper(media grandezza) non passava per le stradine del campeggio. Per fortuna i nostri amici hanno trovato un area di sosta camper li vicino.  Nel 2017 è inammissibile far fare alle persone 300km per poi accorgerti che nel tuo campeggio non ci passano i camper.",Camping Dolce Sole,2019-07-05,3 stelle
299,Silvia D,"Camping bellissimo, piccolo e accogliente con queste casette in legno che rendono l'atmosfera ancora più unica. I ragazzi che lo gestiscono gentilissimi. Il tutto in una quiete fantastica.Consigliatissimo !!:)",Camping Dolce Sole,2019-07-05,5 stelle
300,ChanelO7,"Abbiamo soggiornato in questo bellissimo hotel dove siamo stati coccolati, la colazione è da favola c’è di tutto, pulitissimo ed è in un’ottima posizione, offrono un comodo parcheggio.lo consigliamo, grazie ancora!",Hotel Matilde,2019-07-05,5 stelle
301,Marco B,"Accoglienza ottima. Abbiamo dormito in 4 su due camere matrimoniali comunicanti, confortevoli è molto pulite. La sorpresa più grande è stata la ricchissima colazione dell’albergo oltre che la disponibilità dei titolari che ci hanno ospitato come in una famiglia. Se passeremo in futuro Nuovamente in queste zone sarà nostra tappa sicuramente. …",Hotel Matilde,2019-07-05,5 stelle
302,zoelimo,"Un 3 stelle che meriterebbe la quarta! Accoglienza calorosa, disponibilità assoluta, camere super pulite e dotate di ogni comfort. Attenzione ai più piccoli dettagli, ad esempio un kit di cortesia in bagno più che fornito... La colazione la parte più incredibile: frutta esotica, frutta nostrana, focaccia, almeno 5 tipi di brioche, caffè lungo o espresso, the, succhi di frutta, formaggi, salumi, salmone, 3 tipi di torte. Tutto freschissimo e di qualità. Considerando la bassa stagione, questo fattore da solo parla di professionalità e accoglienza assoluti. Davvero un piccolo hotel dove i gestori danno l'impressione di accogliere a casa propria. Vi auguro tanto Buon lavoro e grazie per la splendida accoglienza!…",Hotel Matilde,2019-07-05,5 stelle
303,Elia G,"Mi era stato consigliato da colleghi questo ottimo albergo 3 stelle, che però ne meriterebbe anche 4. Camere pulitissime, accoglienti e dotate di tutti i comfort. Soprattutto gli accessori offerti hai clienti, pantofole, accappatoio, schiuma e lametta da barba, spazzolino e altri. Colazione SUPER, con una varietà di frutta fresca impressionante, torte fatte in casa e salumi tipici freschi.  Consigliatissimo.…",Hotel Matilde,2019-07-05,5 stelle
304,Lauretta G,"Difficile trovare qualcosa che non fosse ottimo in questo hotel. Il mio è stato un breve soggiorno di due notti per lavoro, ma le 3 stelle sono decisamente inadeguate per questo eccezionale hotel. È' una piccola bomboniera, con stanze dove non manca nulla, anzi super accessoriate; la colazione dove trovi tutto e per tutti i gusti e in quantità e super fresco. Cortesia e gentilezza dei padroni direi addirittura di altri tempi. Se proprio vogliamo trovare un difettuccio di poco conto.....il materasso un po' rigido. Ottima posizione. Ottima qualità prezza…",Hotel Matilde,2019-07-05,5 stelle
305,Elena C,"Hotel 3 stelle veramente bello, pulito, camera grande con balcone, organizzato ( ti danno teli spiaggia e te li cambiano ogni giorno), colazione con torte fatte in casa, personale gentilissimo. 10 minuti a piedi da spiaggia e centro. Lo consiglio vivamente, io se avrò occasione di tornare in questa zona sicuramente non ho dubbi sulla scelta dell'hotel!",Hotel Matilde,2019-07-05,5 stelle
306,giulimp,"Hotel situato in un’ottima posizione con un personale gentilissimo, disponibile, cordiale e sempre attento. Ci hanno fatto sentire davvero coccolati! Ottima pulizia della stanza e inoltre colazioni spettacolari (con torte preparate da loro). Direi tutto ottimo e complimenti, continuate così!! Speriamo di tornare presto a trovarvi!!",Hotel Matilde,2019-07-05,5 stelle
307,Fabrizio R,"Mi è piaciuto tutto, la camere bella davvero, molto spaziosa ed arreda molto bene, molte luci per creare l'atmosfera che più desideri, bello pure il pavimento in mattonelle (lo preferisco così), bellissimo armadio con ante scorrevoli a specchio. Il bagno strepitoso, spazioso con vasca e box doccia insieme, con idromassaggio, accessori omaggio? Di tutto e di più, spazzolini con dentifricio, lametta e schiuma da barba, oltre a i classici bagnodoccia i shampoo. In oltre c'era una borsa da mare con 4 teli. Cosa si pretende di più? La colazione ottima, molta frutta e salati, avrei magari messo una maggiore varietà di dolci, ma nel complesso straconsigliato, per me il miglior albergo 3 stelle in cui sono stato. Per finire, come faccio a dimenticare il personale ? 10 e lode.",Hotel Matilde,2019-07-05,5 stelle
308,Sandro P,"Per motivi di lavoro sono molto spesso in versilia e devo dire che un hotel come il matilda per solo tre stelle e stata un'ottima scoperta.Ok non ha l'ascensore, ok le stanze forse sono un po' sacrificate, ma devo dire che rispetto a molti altri hotel a 4* e molto meglio.Tutto perfetto dalla pulizia alla presentazione delle camere alla colazione.Riassumendo in una parola TOP.",Hotel Matilde,2019-07-05,5 stelle
309,Sbrissolo,"Ho soggiornato insieme a mia moglie per una sola notte, persone veramente educate e disponibili, camera pulita, non manca nulla nella camera, curato nei minimi dettagli, la colazione veramente abbondante e prodotti di qualità!",Hotel Matilde,2019-07-05,5 stelle
310,72_mandrake,"Tornati ieri dopo un weekend a Marina di Massa abbiamo soggiornato in questo hotel dove siamo stati coccolati veramente come a casa dai proprietari a conduzione familiare. Stanze belle, spaziose come anche il bagno, ed il tutto è curato in ogni minimo dettaglio dall'arredamento ad ogni attenzione nella pulizia e nel riassetto dei prodotti.Colazione abbondante sia all'italiana sia a livello internazionale dove si spazia dai dolci fatti in casa a prodotti di qualità e tanta frutta, con caldo servito direttamente al tavolo.A disposizione biciclette per il giorno e per la notte.Concludendo se cercate un ambiente bello, pulito, sereno e familiare all'hotel Matilde noi abbiamo trovato tutto.",Hotel Matilde,2019-07-05,5 stelle
311,RafLucPC,"Io e la mia amica abbiamo soggiornato presso questa struttura per un weekend al mare. Hotel in ottima posizione tra centro e mare, vicino all'uscita autostradale. Struttura famigliare, molto pulito e accogliente. Ottima scelta per la colazione. Consigliato anche per qualità/prezzo.",Hotel Matilde,2019-07-05,5 stelle
312,Marta C,"Siamo stati un weekend in questo hotel a conduzione familiare. Situazione in una zona residenziale tranquilla; parcheggio gratuito incluso. Camere con balcone dotate di tutti i comfort: accappatoio, ciabatte, asciugamani da mare, kit nel bagno. Colazione da 4 stelle, molto varia, dal dolce al salato...il tutto curato nei minimi dettagli. Certo le rifiniture sarebbero da sistemare ma nel complesso rapporto qualità prezzo eccellente! Per la spiaggia è una passeggiata di 10 minuti; comodo al centro a piedi in 5 minuti.Personale molto gentile! Consigliato vivamente",Hotel Matilde,2019-07-05,4 stelle
313,ThinkONLYPink,"Siamo state circa un anno fa in questa struttura e quest'anno abbiamo deciso di tornare ancora lì per come eravamo state. Non è cambiato nulla, sempre eccezionale! Pulitissima, i titolari (papà con figlie) sempre attenti e gentilissimi, colazione superlativa dove si può trovare di tutto, dal dolce al salato, la frutta, brioches, torte fatte in casa, uova strapazzate, yogurt ecc ecc Hanno anche il parcheggio interno e le biciclette. Nel caso però non ci fosse posto c'è un parcheggio lì vicino dove si può parcheggiano tranquillamente. Consigliatissimo!!!",Hotel Matilde,2019-07-05,5 stelle
314,iosoleluna,"Hotel matilde davvero eccezionale, curato in ogni minimo dettaglio, personale molto disponibile, stanze con arredamento da lusso complete perfino di idromassaggio.Colazione ricchissima( io sono celiaca e senza nemmeno chiedere avevo disponibile una scelta molto varia)Situato a 500 mt dal mare e dal centro raggiungibile comodamente a piedi, ma con hotel che mette a disposizione biciclette ad uso gratuito.Parcheggio gratuito seppure piccolo ha un parcheggio davanti non a pagamento dove poter mettere la macchina.A mio avviso hotel superiore ad un 3 stelle.",Hotel Matilde,2019-07-05,5 stelle
315,occhiverdeblu,"Un hotel davvero curato in ogni dettaglio, per sentirsi dolcemente coccolati. La colazione una meraviglia con frutta fresca tropicale di ogni tipo !!!! Linea cortesia e camera ben al di sopra di un 3 stelle!!! Lo consiglio vivamente a chi si trovi a passare in zona per un piacevole soggiorno di relax.",Hotel Matilde,2019-07-05,5 stelle
316,DenisTex,"Al Matilde ci si sente coccolato come a casa. Nessun dettaglio è trascurato dal poliedrico gestore.Colazione trionfale come sempre. Sempre un piacere soggiornare qui! Pulizia, Wi-Fi, parcheggio.Consigliatissimo.",Hotel Matilde,2019-07-05,5 stelle
317,Francesco P,"Ho soggiornato una notte durante un viaggio di lavoro in questo hotel, il servizio è estremamente cortese ed attento, i proprietari sono disponibilissimi e attenti a qualsiasi richiesta, le camere sono spaziose e ben arredate, la colazione è favolosa e decisamente superiore a quella di un 3 stelle. Nel complesso viaggio spesso per lavoro e raramente ho trovato un altro hotel a 3 stelle di questo livello, complimenti a tutto lo staff.",Hotel Matilde,2019-07-05,5 stelle
318,Carolandif,"Ho alloggiato in questo hotel per motivi lavorativi e sono stata d'incanto. Camere pulite e spaziose, molto fornite con un'attenzione al dettaglio davvero notevole. Viaggio spesso per lavoro ma raramente mi capita di trovare alberghi così ricchi. Colazione abbondante e fresca, frutta tropicale buonissima, dolci fatti in casa, salato e brioche. Spero di tornare per lavoro più spesso così da poter alloggiare nuovamente qui!",Hotel Matilde,2019-07-05,5 stelle
319,Daniela Angela B,"Hotel curato ed elegante in una zona residenziale e tranquilla della cittadina balneare. L'accoglienza e i servizi offerti sono semplicemente perfetti. La struttura, seppur datata, è ben tenuta e dotata di ogni confort. Le camere, pulitissime e ordinate, sono ideali per soggiorni brevi o prolungati. Tapparelle motorizzate, balconi con tende da sole, bagni con doccia o vasca idromassaggio, linea di cortesia completa, accappatoi, teli mare, armadi capienti e altro ancora vi faranno sentire addirittura ""coccolati"". Sorprendente è la colazione. Ogni mattina, infatti, avrete a disposizione un colorato e fornitissimo buffet: pane fragrante, salumi di ogni tipo, salmone affumicato, brioches e torte, frutta fresca ( classica, tropicale, frutti di bosco), marmellate, burro, uova sode o strapazzate, bevande calde servite al tavolo, succhi in caraffa o in bottiglietta, prodotti senza glutine... Potrete parcheggiare l'automobile nel piccolo e comodo parcheggio privato o in quello pubblico posto nelle vicinanze",Hotel Matilde,2019-07-05,5 stelle
320,Lalla23la,"Ho soggiornato in questo hotel per l’ultimo week end di Giugno,è praticamente a due passi dal mare e molto vicino al centro quindi la posizione è strategica. Per quanto riguarda la camera essenziale è abbastanza spaziosa,nota dolente non ci sono terrazzini e d’estate è scomodo non avere la possibilità di stendere il proprio costume/ telo mare, colazione non troppo varia poco salato e poca varietà di bevande fredde. Il parcheggio così come la spiaggia sono fuori dalla quota del soggiorno. L’hotel non dispone di ristorante quindi noi avendo la mezza pensione dovevamo comunque uscire dall’hotel per cenare ed in questo locale non vi era una grande scelta.…",Hotel Tirreno,2019-07-05,3 stelle
321,Fania,"Al momento della prenotazione sapevamo di essere in una camera sotto al  Livello del piano, dicendoci che comunque sarebbe Stata  una Camera fresca.... In realtà il tasso di umidità era talmente alto da dover tener accesa l'aria condizionata al massimo... Che tra l'altro era Posizionata sopra al letto della camera molto stretta....il bagno molto datato  con doccia dove un uomo di media corporatura non può permettersi il lusso di chinarsi.... La colazione direi mediocre per un 4 stelle...non parliamo del prezzo...premetto che ci avevano comunicato la cifra ... Ma ci ha stupito quando abbiamo scoperto che su tre notti prenotate (ven, sab, dom) solo il sabato costasse più del doppio!! del venerdì e della domenica !!! Quindi ogni giorno una cifra diversa?!?!... Ultimo appunto alla spiaggia, tra l'altro molto bella,  garantita dall'albergo per i tre giorni, in realtà la domenica abbiamo rischiato di non avere posto... Abbiamo ottenuto un ombrellone grazie  alla cortese disponibilità della proprietaria.... Peccato per il personale  dell albergo molto disponibile e professionale!!…",Hotel Tirreno,2019-07-05,1 stelle
322,papidifamiglia,"Sono stato con famiglia in questo hotel, abbiamo trascorso una notte in una camera famigliare 4 posti letto. Posizione molto buona, tutto a portata di breve passeggiata. Personale della reception molto gentile e disponibile, menzione speciale veramente. Camera spaziosa e pulita, così come il bagno. Aria condizionata un pochino rumorosa, climatizzazione comunque efficiente. Colazione a buffet, varietà e qualità per quanto riguarda la parte dei dolci. Frutta fresca e spremute (?) migliorabili. Nota dolente per il salato, uova all'occhio di bue troppo cotte (sode) ed una specie di frittata che temo sia la versione rappresa di uova strapazzate.  In sintesi più lati positivi che negativi, le sbavature sono da correggere in considerazione dei prezzi praticati.…",Hotel Tirreno,2019-07-05,4 stelle
323,Monticolo,Siamo stati in questo hotel per una notte solamente  L hotel appare esteticamente bene .. la camera e moderna ma mi spiace sottolineare la poca pulizia ... purtroppo si vede che la pulizia camere viene fatta superficialmente.  Altro problema Delle camere e il poco isolamento acustico... si sente tutto!  Nota positiva per la colazione.. abbondante e varia !…,Hotel Tirreno,2019-07-05,2 stelle
324,Alessandro B,"Abbiamo alloggiato qui per 3 giorni con un bimbo piccolo!! Posizione strategica, veramente a 2 passi dal mare e dal centro, camere con vista mare a richiesta, personale accogliente e disponibile ottima mini-vacanza! La foto è della vista dalla finestra",Hotel Tirreno,2019-07-05,4 stelle
325,Kalu66,"Tornati dalla spiaggia abbiamo avuto le seguenti disavventure:Dalle ore 19.00 alle ore 20.00 non c’era acqua calda, quindi doccia fredda. Il personale ha cercato di giustificare con il fatto che stavano facendo tutti la doccia. Inammissibile per un 4 stelle. Il lavandino del bagno perdeva acqua dallo scarico sul pavimento quindi bagno allagato.Il telefono in camera non funzionava e per avvisare il personale della reception siamo dovuti scendere.La serratura della camera era difettosa e la porta difficile da chiudere.Non siamo riusciti a parlare con nessun responsabile e nonostante ci avessero assicurato che avrebbero provveduto in serata a sistemare il tutto, nulla è stato fatto.Alla nostra partenza ci avevano promesso di metterci in contatto con la direzione il giorno seguente ma non abbiamo avuto alcuna notizia. Stiamo ancora aspettando....",Hotel Tirreno,2019-07-05,1 stelle
326,Carlo D,"Ottimo hotel in zona centrale, vicino alla spiaggia ed ai vari servizi di ristorazione e negozi.Camera vista mare spaziosa, confortevole e pulita.Colazione bene organizzata e variaPersonale giovane e cortese.Esperienza da ripetere.",Hotel Tirreno,2019-07-05,4 stelle
327,Marco D,Week end trascorso con la famiglia (2 bimbi piccoli) presso questo hotel. Stanza pulita e di ottima qualitá. Bagno spazioso e moderno. Da sottolineare la cortesia del personale assolutamente esemplare. Siamo abituati a viaggiare ma questa volta merita una recensione positiva. Gradito anche l’upgrade gratuito della vista mare,Hotel Tirreno,2019-07-05,5 stelle
328,Silvia S,"Soggiornato per una notte con gruppo amici tutti con bimbi piccoli. Posizione strategica davanti al mare, personale gentile e molto disponibile. Colazione valida. Prenotazione on line senza necessità di caparra. Da rifare!",Hotel Tirreno,2019-07-05,4 stelle
329,Gabriele Biagini,"Location fantastica, al centro di Marina di massa con tanti locali e ristoranti raggiungibili a piedi. Un bel lungomare dove poter fare delle belle passeggiate con la brezza marina...e perla finale staff accomodante e pronto ad ogni esigenza. Top! A presto Hotel Tirreno.",Hotel Tirreno,2019-07-05,5 stelle
330,Silvia F,"Hotel davvero grazioso, pulito, colazione a prova di golosi e staff disponibilissimo e cordiale. Torneremo sicuramente. Ps: speciale ringraziamento alla receptionist Martina, una persona speciale! Silvia e Ivan",Hotel Tirreno,2019-07-05,5 stelle
331,Enrico L,"Con un gruppo di amici. Hotel sulla passeggiata, fronte mare. Reception rapida, gentile ed efficiente.Camere pulitissime ed arredate con gusto. Colazione molto buona con tanta scelta. Tutto il personale incontrato è risultato gentile e disponibile. Complimenti.",Hotel Tirreno,2019-07-05,5 stelle
332,Agostino P,La gentilezza del personale è da 10 e lode.Hotel pulito e camere spaziose.Colazione ben fornita sia dolce che salatoPurtoppo il bimbo si è ammalato ed abbiamo avuto bisogno di richieste ben specifiche ed il personale ha soddisfatto ogni nostra esigenza. Complimenti...ritorneremo presto.,Hotel Tirreno,2019-07-05,5 stelle
333,Diego R,"Ho soggiornato in questo bel  hotel, si può dire davanti al mare....ed al più famoso pontile della zona.il personale gentilissimo,pulizia impeccabile,camere moderne,con una buona vista mare,letto comodissimo,ottima colazione. Peccato per il parcheggio sulla strada piccola e posteggiate su entrambi i lati, a rischio fiancata.",Hotel Tirreno,2019-07-05,4 stelle
334,Maurizio_Renazzo,Sono stato ieri a Marina di Massa per la maratona. Arrivando sabato mi sono trovato in difficoltà presso l'altro hotel dove avevo prenotato da un mese. In pratica avevano avuto un problema con altri ospiti e hanno destinato la mia camera a loro dirottandomi su di un'altro hotel che però non prevedeva i servizi necessari per gestire il pre e il dopo corso.Due amici mi hanno indicato l'Hotel Tirreno e devo dire che hanno visto giusto.Sono stati tutti disponibilissimi e gentilissimi per trovarmi una camera al volo e fornirmi tutti i servizi necessari.Spero di tornare con più calma perchè il posto è meraviglioso.Grazie davvero!,Hotel Tirreno,2019-07-05,5 stelle
335,raffaellagaviglio,"Ottimo hotel vicinissimo al mare. Belle camere grandi pulizia perfetta per non parlare della colazione a buffet dove non manca niente frutta fresca e secca yogurt, croissant,torte,salumi,formaggi,succhi The caffè ecc.Ma quello che più colpisce è la simpatia e disponibilità del personale che ti fa sentire in famiglia,difficile da trovare in un hotel a 4 stelle.Complimenti ci rivedremo presto.",Hotel Tirreno,2019-07-05,5 stelle
336,silvio V,Cortesia come mai ho trovato... stanze pulitissime e molto belle. Giusta ampiezza corredate di theiera e tlclimatizzatore!Colazione ricca e attentamente preparata...Sicuramente una struttura da consigliare,Hotel Tirreno,2019-07-05,5 stelle
337,Anna88d,"Meraviglioso capodanno a Marina di Massa! Scegliendo l Hotel Tirreno abbiamo fatto centro! Un particolare ringraziamento a Martina per la gentilezza, simpatia e professionalità. Hotel molto accogliente, clima famigliare, un bell'albero natalizio nella hall decorato finemente.Un plus il drink di benvenuto offerto dal proprietario!Grazie mille hotel tirreno, ci rivedremo presto.",Hotel Tirreno,2019-07-05,5 stelle
338,Annalisa,"Ho soggiornato in questo hotel lo scorso week end e sono stata super soddisfatta. Personale gentile, accogliente e sempre disponibile partendo dai ragazzi della sala colazione a quelli della reception e le signore delle pulizie. Colazione ottima e abbondante con vasto assortimento di prodotti sia dolci che salati. Wifi eccellente e camera bella e pulita. Belle anche le decorazione murali dell'hotel, ogni camera ha sulla parete un disegno floreale diverso da un'altra ed è una cosa davvero originale. Un ringraziamento particolare va a Martina e Alex per la loro super accoglienza ed ai ragazzi della sala sempre gentili e pronti a soddisfare le nostre richieste. Se tornerò a Marina di Massa sarà sicuramente all'Hotel Tirreno. Grazie... Annalisa e Maria",Hotel Tirreno,2019-07-05,5 stelle
339,mlgt712,"Abbiamo avuto due belle camere laterali con vista mare, luminose, silenziose e con bagni confortevoli di recente totale ristrutturazione. Un soggiorno comodo e un ambiente piacevole ad un prezzo ottimo. Torneremo ancora.",Hotel Tirreno,2019-07-05,5 stelle
340,Caveglia G,"Sono arrivato in questo hotel e devo dire che sapevo di finire in un ostello da poco, ma non pensavo di finire in un hotel da incubo.... Inizio con la struttura: molto fatiscente e in condizioni pessime. Niente ascensore, aria condizionata e frigo in camera. Bagno in comune: molto sporche le docce e nel lavandino non c'è l acqua calda e manco un bidè. La colazione fa ridere una macchina del cappuccino che da acqua sporca e una spremuta che manco i cani la berrebbero.  Infine la titolare ( almeno credo) una signorina maleducata che ti fa pagare appena arrivi senza manco guardarti in faccia non saluta e si prende i soldi senza ringraziare. E per finire serata karaoke con un casino pazzesco.  ATTENZIONE!!!   …",Hotel La Perla,2019-07-05,1 stelle
341,mattesim,"Titolare per niente ospitale, maleducata e scontrosa. Accoglienza nulla, pretesa di pagamento immediato e informazioni frettolose e scarse. Il tutto fatto senza guardarti neanche in faccia. Nessuna disponibilità ad andare incontro alle esigenze dei clienti. O ti mangi sta minestra (per altro indigesta) o ti butti dalla finestra. Da una persona che fa dell'accoglienza il proprio mestiere è un atteggiamento inaccettabile!!  Siamo stati trattati senza nessun tipo di  rispetto. Posso accettare tranquillamente le regole della struttura ma mi deve essere spiegato con modi educati e trovando un'alternativa valida.  Albergo rumoroso per presenza di bar-pizzeria, bagno in comune, niente aria condizionata, no ascensore. Mi pare che di spirito di adattamento ne abbiamo dimostrato abbastanza e fin da subito e il trattamento ricevuto è stato, ripeto, inaccettabile.  Bar e pizzeria dell'hotel, ma il cappuccino a colazione lo paghi come extra a dimostrazione del trattamento riservato ai clienti dell'hotel.  Rapporto qualità - prezzok assolutamente non adeguato rispetto ai servizi forniti  …",Hotel La Perla,2019-07-05,1 stelle
342,GeorgeToscana_Italy,in sintesi : alberghetto molto modesto. Reception inesistente. Bagno mignon con seggetta pericolsissima. aria condizionata: no. camera con letto matrimoniale con materassi a molle vecchio stile...Colazione:  ahahahahahah,Hotel La Perla,2019-07-05,2 stelle
343,Yep19,"Accoglienza fredda, camera gelida , doccia tiepida, lenzuola di polyester, niente wifi, serratura approssimativa, nessun portiere la mattina per indicarmi dove si faceva la colazione, attesa per 20mn... ho dovuto bussare alla porta “privato” per ricuperare 50eur di gara del mio cane. Il mio cane era l’unico oggetto di scambio ! Dopo 800km e questa notte gelida, è stato molto problematico di proseguire il mio viaggio...Viaggiando moltissimo tra Francia ed Italia, è la prima volta che trovo questo disagio in 20 anni...la signorina della pulizia era gentile e la pulizia normale.…",Hotel La Perla,2019-07-05,1 stelle
344,Uiiiiiiii,"Location molto pulita e curata ..parcheggio all interno, wi-fi gratuito,titolare giovane e disponibile,ristorante e pizzeria inagurati da poco fanno si che nn manchi nulla dalla colazione alla cena,da provare ottima qualità ! Complimenti ",Hotel La Perla,2019-07-05,4 stelle
345,Massimo D,"L'albergo è ben curato, tenuto bene e pulito. Il personale è cortese e disponibile. La nostra stanza era grande e pulita. Anche il bagno in comune era pulito. Tuttavia la finestra da sul corso principale che è molto trafficato. La colazione non è inclusa.",Hotel La Perla,2019-07-05,2 stelle
346,laura-lauretta,"Buona posizione, pulito e Ottimo prezzo.È Vicinissimo alla spiaggia.È una zona molto tranquilla.L' ingresso è curato nei dettagli.La camera è normalissima.Unica pecca avrei preferito un letto matrimoniale anziché 2 letti singoli attaccati..Nel complesso è buono.",Hotel La Perla,2019-07-05,3 stelle
347,Manzoni14,"Ottima posizione, comodo per raggiungere tutto in poco tempo. Il prezzo pagato non giustifica il servizio, la camera avrebbe bisogno di un'attenzione maggiore per quanto riguarda la pulizia. Attenzione all'acqua calda, non esce subito... ci siamo sentiti dire che non siamo in grado capire quale è il rubinetto dell'acqua calda e quale dell'acqua fredda quando invece è necessario che chi gestisce la struttura capisca che certe cose non vanno proprio. Tenete le finestre chiuse se no entrano le zanzare: non vorrei che vi sentiate dire, come noi, che le zanzare le abbiamo portate noi, con noi.Con pochi € in piu' scegliete una struttura miglioreReception spesso non presidiata.Non lo consiglio A NESSUNO.",Hotel La Perla,2019-07-05,1 stelle
348,Samantha M,"Camere molto fredde, manca un phone nel bagno.Per tanto noi la mattina ci siamo alzati presto e il ragazzo della reception non ne uscito nemmeno dalla camera sua dormiva ancora nemmeno il buongiorno..",Hotel La Perla,2019-07-05,1 stelle
349,dori2506,Hotel curato e pulito.Ha pochi metri dal mare vicino al centro di Marina.Comodo per fine settimana o per chi è di passaggio per lavoro.Prezzo molto conveniente.Unica pecca non avevo bagno in camera.(bagno uso comune) trovati molto puliti e profumati. Lo consiglio,Hotel La Perla,2019-07-05,5 stelle
350,Cristy74_13,"Ottima accoglienza, struttura a conduzione familiare, gentissimi. A pochi metri dal mare. Qualità prezzo molto conveniente se partiamo dagli standard della Versilia. Perfetto per un week end. Buona la colazione! Consigliato sia a famiglie (bel giardino con giochi) che ad amici e coppie.",Hotel La Perla,2019-07-05,4 stelle
351,Iacopo F,"Hotel accogliente e pulito, situato a pochi chilometri dal centro di Marina di Massa. Le camere sono essenziali e comode. Personale molto cortese e disponibile. Sono a disposizione degli ospiti alcune biciclette con cui si raggiungono comodamente il centro e le spiagge attrezzate. Merita più di una stella.",Hotel La Perla,2019-07-05,4 stelle
352,Claudiu I,"Non me l'aspettavo per una stella! Io ci ritornerei di sicuro se mi trovassi qui al mare.Un hotel curato, semplice, comodo e pulito. Raccomando a tutti quelli che vogliono risparmiare. Grazie di tutto!",Hotel La Perla,2019-07-05,4 stelle
