utente;commento;hotel;dataIns;labelpers;tipo_lista
Giovanni P;Bel campeggio alle porte di Firenze. Logisticamente perfetto in quanto si arriva in centro percorrendo direttamente un vialone fino in centro, utilizzando la loro navetta ( 3 euro andata e ritorno ) o la linea 14 con fermata a 300 ma dalla struttura. Abbiamo soggiornato in un bungalow per tre persone molto pulito e comdodo in quanto si può parcheggiare davanti all’ingresso della canotta.Due pecche secondo me importanti in camera, fornitura prodotti di necessità scarsissima ( 1 rotolo di carta igienica  e un sapone  in tre per tre giorni ) e la mancanza del bidet in camera.Possibilità di mangiare presso la fabbrica di PedAvena all’interno della struttura.Nel complesso tutto molto pulito e tenuto bene.Prezzo da parte mia molto buono .Sicuramente da tenere in considerazione.;Camping Village Firenze;05/07/2019;sp;TEST
Mario C;Bel campeggio alle porte di Firenze,vicino alla fermata dell' autobus. Per il centro (n14) ferma in centro a 50 m dal duomo . Ottimo anche il servizio navetta anche se un po caro ,market fornito bellissima la piscina;Camping Village Firenze;05/07/2019;sp;TEST
faggi72;"Posto bello anche se molto lontano da qualsiasi centro abitato.1-wifi a pagamento. Doccia a pagamento. Giochi a pagamento. Azz: che senso ha avere un campetto da calcio e uno da minigolf se nessuno li usa? 2-appena arrivi ti tolgono 100 euro in contanti x cauzione. ""Ma resto senza.."" ""Bancomat a 15km"". Così come mandare un genitore (per fortuna non io) a piedi a Porto Cesareo per prendere una medicina alla figlia. Dai, questa è umanità.3-non prendono assegni per pagare dato che ""non ci va di andare fino a Lecce per incassarlo"". E devo andarci io?4-personale poco garbato che a qualsiasi domanda rimandano ad un fantomatico ""responsabile"" che va cercato dalle 17 alle 17.10. ""Non abbiamo tempo per cose poco serie per gonfiare un materassino"".5-pulizie fatte spentolando e urlando alle 7 di mattina (!)6-il matrimoniale è a una piazza e mezzo. Il singolo è un divanetto di 150x80cm. Se non siete pigmei è un problema.7-Mangiato una pizza all'arrivo, la peggiore mai presa in 47 anni di vita. Mangiata di nuovo all'ultima sera, ancora peggio. Allora non era un caso.Bella la vicinanza alla spiaggia, ma per il resto ci sono almeno due stelle di troppo.";Camping Torre Castiglione;05/07/2019;sp;TEST
Ros;"Siamo al 18 giugno del 2019 e con tutta la propaganda di non abbandonare i cani, oggi mi è stato vietato con il camper l'accesso ed il soggiorno in questa struttura perché ho un cane giuro dalle loro misure, in quanto accettano cani solo dopo valutazione della proprietà.Mi era già stata impostata la scheda per accedere, quando è arrivata una ""signora"" che presumo fosse la proprietaria e non mi ha dato il consenso all'accesso alla struttura adducendo futili motivi.Da tenere presente che siamo al 18 giugno e vi era scarsa presenza di ospiti quindi a mio avviso avrei dato poco fastidio.Secondo me nel Salento se la stanno tirando un po' troppo, perché l'Italia è piena di zone altrettanto belle se non addirittura favolose ed a prezzi anche più accessibili con servizi di qualità.Questo è solo la mia esperienza odierna ed una stella è  anche  troppo";Camping Torre Castiglione;05/07/2019;sp;TRAINING
milena r;La pineta in cui è collocata la spiaggia è sicuramente incantevole, ma certo non è sufficiente per il costo di una struttura, il caravan, che anche se nuovo, è scomodo è attrezzato in modo indecente( parlo di stoviglie di plastica e accessori per la cucina) Per il resto posso sottolineare come la spiaggerà è carina ma piccola, nel mese di agosto la gente è tanta ed anche il ristorante non è assolutamente capace di soddisfare le richieste.;Camping Torre Castiglione;05/07/2019;sp;TRAINING
princess2400;Premetto che eravamo alla nostra prima esperienza in campeggio, dunque non ho termini di paragone. Cominciamo dai lati positivi: il principale, mia figlia si è divertita tantissimo! Abbiamo affittato un caravan special per le prime 2 settimane di agosto, diciamo che dentro la roulotte si sta stretti, ma la veranda è molto bella e ben attrezzata. Ottima la location con una splendida pineta. La spiaggia non è enorme ma molto bella (peccato per gli avventori che per la maggioranza fumava in continuazione incurante di tutti gli altri). Il mare è bellissimo ma non degrada dolcemente, comunque i bambini si divertono un sacco. Il market e' ben fornito ed i prezzi sono equi. Non male anche il ristorante, mentre sui cocktail si potrebbe migliorare parecchio. Deludenti (in abbondanza) le serate a tema. Ottima la pulizia dei bagni e delle docce. Peccato che queste siano a pagamento con la gettoniera all'esterno. Il vero lato negativo è stata l'animazione: prima settimana, caldo torrido e i piccoli venivano portati all'interno del campeggio a fare lavoretti da asilo. La seconda settimana qualcosa facevano anche in pineta. Qualche animatore (per lo più i due ragazzi) facevano il possibile, le ragazze svogliate e più propense a chiedere recensioni positive che altro. Sull'acquagym stendiamo un velo pietoso. Gli spettacoli serali senza microfono erano veramente tremendi. Ho notato che i moderni camper facevano molta fatica ad entrare ed uscire dalle piazzole. Meglio avere un mezzo di trasporto per visitare i dintorni che sono spettacolari!;Camping Torre Castiglione;05/07/2019;sp;TRAINING
Fanky76;Unico lato positivo la pulizia dei bagni e la vicinanza alla spiaggia. Per la prima volta abbiamo deciso di prenotare un caravan (dopo anni passati in tenda) ma la delusione è stata grande: Caravan sporco e parti rotte e mal conservate, veranda esterna con cerniere rotte, zona cucina coperta ma con fornelli arrugginiti e sporchi, pentole inutilizzabili. Prezzo troppo alto per la scarsa qualità! Rispetto ad altri camping a 4 stelle i bagni sono puliti ma sprovvisti di ciambelle e senza carta igienicale docce con acqua calda sono a pagamento con gettoni al costo di 50 cent. e con un solo gettone non riesci nemmeno a toglierti il sale dai capelli!Il bar ha prezzi un po' alti se si considera che per due cappuccini più due brioches si spende 6,00 €.Al ristorante abbiamo cenato due sere con scarsi risultati: la prima volta abbiamo preso una pessima tagliata (rimasta nel piatto) e un guazzetto di pesce poco saporito la volta successiva abbiamo ordinato due pizze (gamberetti, prosciutto e funghi) un pochino bruciate e di scarsa qualità, con un'attesa di più di un'ora.La spiaggia è piccola ma con un bel mare, purtroppo sprovvista di servizi igienici e bar. Non credo che ci torneremo.;Camping Torre Castiglione;05/07/2019;sp;TRAINING
Marco C;Posto bello sul mare, ma ad agosto non c'è posto nella piccola spiaggia. Market e ristorante carissimi perché a meno di 2km non c'è altro. La cosa peggiore è il caos che regna tra roulotte e tende, nessuno fa rispetta re gli orari di silenzio anche di notte. Bravi i ragazzi dell'animazione che hanno regalato un po' di spensieratezza e aggregazione;Camping Torre Castiglione;05/07/2019;sp;TRAINING
AleAnto16;Camping caro, troppo caro per quello che offre.Pro:- pineta e spiaggia sabbiosa all'interno del camping - bagni pulitiContro:- prezzi di alloggio elevati - piazzole piccole- prezzi di bar/minimarket/pizzeria esagerati- si pagano a parte wi-fi e docce calde (nonostante le tariffe già elevate)- area giochi per bambini non illuminata di sera- animazione mediocre e per nulla simpatica- spiaggia piccola e sovraffollata- c'è una seconda spiaggia nel campeggio molto bella accessibile attraverso un breve sentiero, che è quella che si vede nella foto del profilo del camping: quest'estate presentava almeno due metri di alga, non risultando dunque accessibile. Pulirla no??- poca cortesia da parte degli operatori del campeggio- scarsa qualità del sonno dovuta al mancato rispetto degli orari del silenzio, sia di pomeriggio che di notte- pizzeria/ristorante di scarsa qualità (una sera abbiamo mangiato delle pizze crude e in un'altra occasione abbiamo super-pagato una spigola di appena 250 gr.), oltre che tempi di attesa lunghissimi nonostante non fosse pieno.A prova di tutto ciò vi è la constatazione che ad agosto erano presenti molte piazzole vuote. 3 anni fa ricordo che si faceva la coda per entrare.Dopo un anno di lavoro avevo aspettative elevate per le tanto meritate ferie e sono rammaricato per non essermi trovato bene.Di sicuro non ci ritornerò.;Camping Torre Castiglione;05/07/2019;sp;TRAINING
Roberto P;Per il secondo anno siamo tornati in questo campeggio bellissimo. Ci piace la comodità di avere l'accesso al mare diretto con la possibilità di scegliere tra lido attrezzato o spiaggia libera. Certo, un piccolo chiosco in spiaggia sarebbe il massimo anche solo x un gelato. Ottimo il ristorante con un corretto rapporto qualità prezzo. Il Bar una sera ha organizzato la sagra del purpu alla pignata e cozze, tutto buonissimo e serata riuscita.Torneremo sicuramente.. questo campeggio merita!;Camping Torre Castiglione;05/07/2019;sp;TRAINING
arianna s;Seconda volta che torno in questo campeggio in tenda, e di nuovo sono davvero soddisfatta. Spesso nei campeggi si tende a rinunciare agli alberi per fare più posto possibile, qui non è così, mai visto un campeggio così verde, sembra di stare in un bosco! Oltre a questo, bagni puliti, e prezzo conveniente. Personale disponibilissimo dato che ci hanno lasciato stare in piazzola fino al pomeriggio. Spero di tornare presto.…;Camping Sabbiadoro;05/07/2019;sp;TRAINING
simona b;Ottimo campeggio, strutturato molto bene. Personale gentile e disponibile. Prezzi ottimi. Piazzole di vari tipi. Noi abbiamo usufruito di quella standard, andava benissimo. Servizi sempre puliti. Bella la zona piscina. Vicino al mare. Noleggio bici con ottime tariffe. Market super rifornito. Altro discorso merita la pizzeria senza lode e senza gloria!!! Personale sempre molto gentile ma le pizze tiepide e senza gusto.Sicuramente 5 stelle per il campeggio, ma solo 2 per la pizzeria.;Camping Sabbiadoro;05/07/2019;sp;TEST
Nicol Zorzini;Ho soggiornato in un bungalow per due persone nella stagione di maggio 2018. Pulizia ottima e prezzo adeguato. Bagno con doccia grande, letto matrimoniale, cucinino con frigo e tutti gli utensili (bicchieri, posate, padelle,...). Piscine pulite e adeguate anche per bambini di tutte le età.;Camping Sabbiadoro;05/07/2019;sp;TRAINING
TrashPolka;Abbiamo soggiornato 2 settimane in modulo 2+2 hplus. I primi 3 giorni per nostra scelta siamo stati in una H 2+1, molto piccola è scomoda soprattutto se hai un bimbo di 1 anno. La 2+2 H Plus molto più spaziosa. Arredamento nuovo e casetta pulita. Il camping è molto vasto ma ci si gira facilmente. Il mare è a 5 minuti a piedi e il centro a 10 minuti in bicicletta. L offerta ombrelloni molto conveniente , un po’ meno L affitto delle biciclette. Nel complesso ci siamo trovati molto bene. Anche per alcuni problemi che abbiamo avuto , risolti in giornata. L animazione secondo me è un po’ da rivedere. Penso che ci ritorneremo .;Camping Sabbiadoro;05/07/2019;sp;TEST
Ser1956;Ci siamo stati in camper ed abbiamo apprezzato la piazzola maxi :  dimensioni adeguate , buona ombreggiatura , carico acqua in piazzola ,   unico neo il non perfetto livellamento del terreno e nemmeno utilizzando i cunei al massimo livello non si riesce a mettere il mezzo in bolla ..    per il resto tutto perfetto : ottimi e pulitissimi i servizi ,  gentilissimi i ragazzi della reception e della cassa  , ben fornito il market , posizione centrale ed abbastanza vicina al mare , prezzo adeguato ai servizi offerti . Finalmente un campeggio che accetta i cani e non ti fanno pagare il supplemento .;Camping Sabbiadoro;05/07/2019;sp;TRAINING
Marco T;Camping centrale e vicino al mare (non direttamente sulla spiaggia ma a 5 minuti a piedi tramite un comodo e ampio marciapiede).Ottima la copertura data dai numerosi alberi, sia in zona bungalow che anche in zona tende.Buoni servizi e buona la pulizia del bungalow.Pentole e accessori per cucina presenti, vani della soluzione 2+2 abbastanza spaziosi (ma noi siamo in 2 adulti e un bambino di 4 anni).Ombrellone e lettini inclusi nel prezzo del bungalow non sono attaccati alla zona mini club. Animazione discreta ma direi amatoriale.;Camping Sabbiadoro;05/07/2019;sp;TRAINING
Manuela Motta;Siamo stati in questo campeggio dal 22 al 24 agosto. Abbiamo prenotato su Booking.com “ordina per prezzo” ed è stato il primo. Avendo l’unica esigenza di fare 2gg di mare, non ci possiamo x nulla lamentare anzi! Personale giovane ma disponibile e gentile. La ns mini casetta era pulita e fresca, la piscina bella soprattutto x gli idromassaggio ma molto affollata..ma del resto il campeggio è molto grande. La spiaggia è a pagamento e dista circa 5min a piedi, ma il tragitto è tutto all’ombra ??. Le bici sono a pagamento..e a ns avviso un po’ carette. Abbiamo optato x il camminare. Il centro è a circa 20min a piedi. Comunque x tirare le somme ci torneremo.;Camping Sabbiadoro;05/07/2019;sp;TRAINING
Lucia;Struttura curata nei minimi dettagli, pulita, organizzata, personale cordiale, animazione divertente ma mai invadente, ottimi i servizi (il market è fornitissimo, ottimo il ristorante, anche con possibilità di gastronomia e pizzeria da asporto). Il Camping è un'oasi di pace e tranquillità, ideale per una vacanza in famiglia, in cui i bambini possono girare autonomamente in piena sicurezza e libertà. Si può scegliere tra la spiaggia e un meraviglioso parco acquatico. Ottimo rapporto qualità-prezzo degli alloggi, quasi tutti nuovi e rinnovati di anno in anno.…;Europa Camping Village;05/07/2019;sp;TRAINING
Sofia P;Posto bellissimo, molto organizzato, ordinato e pulito. Lo staff gentilissimo e disponibile. Piscine e mare a due passi dalle ecounit in cui abbiamo alloggiato in 5 persone, pulite e accoglienti. All’interno del Camping sono presenti bar, ristorante, gastronomia e qualche negozietto di abbiglimento e un negozio che vende un po’ di tutto, dalle ciabatte ai giornali, agli articoli per la casa. Animazione per tutte le età oppure, per una serata diversa consiglio un giro nella vicina Lido di Jesolo (10-15 minuti di macchina). Qualità prezzo ottima , super consigliato!!;Europa Camping Village;05/07/2019;sp;TRAINING
Giorgio M;tutto bene, piscine gia' riscaldate. forse un maggior controllo a qualche interperanza notturna ( parlare a voce alta sino alle 2 di notte...). il ristorante le briccole in notevole difficolta' per l'afflusso del sabato sera. prenotato per le 19,45, attesa di una ora e mezza......peccato.  non fanno pagare il coperto. interessante.;Europa Camping Village;05/07/2019;sp;TRAINING
Pucci T;Un campeggio grande e dispersivo. Bagni sporchi e vecchi,macchine e trattori che entrano dalla mattina alla sera che non rispettano le ore di silenzio. 0 silenzio e tanta maleducazione per riposare,insomma una vacanza non molto rilassante. Reception educati e disponibili, ma il resto la gente che ci lavora all’interno da eliminare maleducati e poco comprensivi. Per quello che abbiamo pagato in una piazzola per una tenda stavo comodamente dentro un hotel!;Camping Village Capo d'Orso;05/07/2019;sp;TRAINING
Vali0001;Campeggio che merita sotto tutti gli aspetti.....pulito,ben attrezzato,servizi igienici ben tenuti,spiaggia e mare stupendi.Esperienza molto positiva.Piazzuole spaziose,market ben rifornito,ristorante e bar con qualità e prezzo buoni.;Camping Village Capo d'Orso;05/07/2019;sp;TEST
Rosy f;Sono rimasta molto delusa da questo rifugio perché l’ho trovato una trappola per turisti e credo che la sua storia sia poco valorizzata. Ho dormito qui una notte e mangiato a cena la sera con la mia famiglia , cibo  normale e conto salAtissimo, per quello che abbiamo mangiato secondo me conto esagerato. Voto 3 perché comunque il Rifugio ha la sua storia che valorizzerei di più con foto della storia del rifugio e del monte Etna e non le  foto di Catania che si trovano appese ai muri del ristorante. Una nota positiva la colazione, buona fresca ed abbondante.…;Rifugio Sapienza;05/07/2019;sp;TRAINING
Sabry2708;Pranzo domenicale, locale affollato ma comunque veloci. Tutto buono un antipasto abbondante in due, due primi, un secondo in due e due dolci. Con aggiunta di cortesia e gentilezza, unica pecca il conto, €91, scontato €88 ??;Rifugio Sapienza;05/07/2019;sp;TEST
be_rto__;Hotel situato a 2000mt sul vulcano attivo più alto d'Europa. LOCATION (8/10):Ambiente rustico, con ampio utilizzo di elementi in legno a vista. Camere pulite, calde e confortevoli. Ampio bagno con doccia. Wi-fi funzionante.SERVIZIO (8/10):Personale cortese e disponibile. Nonostante la mancanza di neve, ci hanno prospettato una gradevole gita in quad, organizzata da EuroEtna Tourism.PASTI (8/10):Colazione davvero abbondante e variegata. Dolce, cornetti, plumcake, marmellate, muffin,... e salata, uova, salumi, formaggi...Possibilità di pranzare o cenare nel loro ristorante.CONTO (7/10):Pernotto e colazione 60€ a notte, febbraio.OPINIONE FINALE (8/10):Cliente ormai assiduo, sempre piacevole la visita. Consigliato.;Rifugio Sapienza;05/07/2019;sp;TEST
Jet01316768061;Un rifugio in senso letterale: notte e ristorante gradevoli. Vino della casa ottimo. Pasta fresca e funghi ma anche stinco di maiale. Il prezzo è adeguato e personale ben educato. Lo consiglio a coppie in cerca di angolini rimantici e a famiglie con bambini;Rifugio Sapienza;05/07/2019;sp;TRAINING
Silvia T;Abbiamo dormito in rifugio, ok le camerate. Spaziosi e puliti i bagni. A pagamento docce e teli bagno. Cena... Sì potrebbe far di meglio, mai avrei detto di mangiare pasta al tonno a 3000 metri.. Però il panorama sazia gli occhi e la mente. Dar colazione sul tetto del mondo è impagabile.;Rifugio Lagazuoi;05/07/2019;sp;TEST
pedergnanamara;Ho pernottato al rifugio per una sola notte e devo dire che il servizio è stato veramente ottimo: personale cordiale e attento, camere e bagni puliti. Ho dormito in una camerata ed è stata un'esperienza del tutto nuova e piacevole. Per quanto riguarda i pasti ho mangiato bene e in abbondanza, assaggiando i piatti tipici del luogo. Non mi aspettavo di certo un servizio così eccellente in un luogo così incantevole, visto il prezzo molto conveniente. Sicuramente ci tornerò d'estate!In conclusione lo consiglio vivamente per il rapporto qualità prezzo e per il paesaggio mozzafiato che si può ammirare anche direttamente dalla finestra della camera.;Rifugio Lagazuoi;05/07/2019;sp;TRAINING
davide d;Bel posto per passare una giornata in famiglia a contatto con la natura. Cucina discreta, menu fisso con prezzi in linea con la qualità. Personale gentile, locale ben curato, possibilità anche di pernottamento.;Agriturismo & Scuderia della Valle;05/07/2019;sp;TRAINING
wandrlst15;Cena in questo agriturismo che ritengo bellissimo: il luogo, immerso nel verde, È molto particolare e rilassante, tutto il parco intorno con animali e percorsi da fare a piedi sono veramente graziosi. Parlando del pasto: cibo veramente buono in porzioni abbondanti ( consigliato l'antipasto con tagliere di salumi e formaggi!) ed il prezzo è veramente conveniente. Adatto anche a vegetariani ( avvisate magari prima ). Consigliato, soprattutto in periodi primaverili in cui godervi anche l'esterno!;Agriturismo & Scuderia della Valle;05/07/2019;sp;TRAINING
Bassethound85;Splendido agriturismo a mezz’ora da Lecco e all’inizio della Valle Imagna, abbiamo optato per il menu turistico a 25€ che comprendeva due portate. Tutto buono e molto abbondante. Quello però che lascia a bocca aperta e la quantità di animali che hanno, 40 cavalli, 10 maiali, lama, Alpaca , uccelli, rapaci meravigliosi conigli incredibili davvero complimenti un posto unico!Io ho fatto il corso di avvicinamento alla falconeria (25€) ma con solo 10€ si può avere un tutor che ti spiega tutti i principali animali di questo magnifico agriturismo!;Agriturismo & Scuderia della Valle;05/07/2019;sp;TRAINING
Carlo B;Ottima colazione e cena con prodotti tipici e naturali. La normativa della Valle d'Aosta prevede minimo 50% di propri prodotti + 30% della Regione. Complimenti a questo agriturismo. Spaccio dei formaggi di loro produzione (prezzi un pò elevati);Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TRAINING
tommint67;Ai piedi dell’ingresso del Parco del Gran Paradiso, agriturismo ruspante con ristorante annesso. Ovviamente reception inesistente: al nostro arrivo abbiamo dovuto rintracciare la titolare che serviva ai tavoli del ristorante, dopo essere stati totalmente ignorati da 2 dipendenti di passaggio. Camera in stile montano, ampia ma poco ospitale e vista stalla: 190 euro. Cena al ristorante, con menù fisso flan, tagliatelle e petto di pollo: 30 euro a testa bevande escluse. Chiesto degli asciugamani in piu’: li stiamo ancora aspettando! Buona la colazione. La struttura è gradevole, in posizione invidiabile ma non può proporre prezzi da 4 stelle in centro Milano senza dare servizi adeguati: totalmente fuori mercato. Non consigliato a questi prezzi.…;Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TEST
AronaAnita;Un bel incontro di 12 amici da varie parti del mondo, a Cogne in una posizione geografica meravigliosa! Un agriturismo che già dall'aspetto ti fa' capire il rapporto cibo/natura,  antipasti con un lardo che non ha nulla da invidiare ad altri molto più enfatizzati, dei porcini con pesche incredibili, ottima la polenta con uno spezzatino sfumato con vino  sano e corposo, zuppa di Cogne perfetta, ciottole di formaggio fuso così buono che si fatica a non scottarsi la lingua! Un po' meno di mio gusto le carni alla griglia e il dolce che, usando solo latte Delle loro mucche, risulta un po' forte, quasi sa di formaggio. Ottima la carta dei vini. Prezzo qualità /prezzo nella norma. Vi è la possibilità di avere piatti per celiaci. Ci torneremo.…;Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TRAINING
Stefano C;Situato al confine con il Parco è in una posizione invidiabile. Si presenta come un vero agriturismo completo di tutti gli animali del contesto.Note negative i materassi di cui si sentono le molle e le mosche che anche se scontate per un posto simile imperversano accanite.Di positivo si mangia bene e la signora è molto gentile e disponibile.Il prezzo però è alto 270 € per camera mezza pensione due adulti e due bambini menù fisso.;Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TRAINING
Patrizia T;Attratta dal programma la mela verde con un bel servizio su questo agriturismo ho prenotato per oggi primo giorno di vacanza a cogne arrivo in ritardo per colpa mia... Ma ho telefonato per avvisare... Tutto nella norma... Ma all'arrivo mi vien da piangere!! Il posto sporco e puzzolente va be che ci sono le mucche.... Ma proprio l'odore di cacca sotto il naso mentre mangi... Anche no!! Un centinaio di mosche che si posano ovunque cibo compreso! Ho dovuto spostare la bimba perche' gli bruciavano le gambe per le sedie di ferro arroventate dal sole al mio chiedere se potevamo entrare.. Sapendo che dovevo aspettare ed era già tardi ho declinato... La titolare ha cominciato a far polemica dicendo che in fin dei conti io ero arrivata tardi... Parlando a voce alta e mettendomi in imbarazzo davanti agli altri commensali (impegnati a mandar via le miriadi di mosche) morale della favola: 4 piatti di gnocchetti alla fonduta 1 acqua minerale 2 birre piccole.... Ma proprio piccole!!! 62 euro!! ???????????? Ehh no!! Se vuoi tenere un menu da stelle Michelin (ho speso meno da cannavacciuolo al bistro) tieni anche alto tutto il resto! Non mi dai mangiare tra le mosche e la puzza della cacca!!! Mai più!!!!!!!!;Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TRAINING
ANTONIO N;Il posto è meraviglioso, con il gran paradiso a due passi, immerso nel verde, unica pecca che il menù non abbia la possibilità di scegliere tra almeno due portate, e il prezzo è un po' altino, considerato tutto. Sicuramente non ci ritornerò.;Agriturismo La Ferme du Grand Paradis;05/07/2019;sp;TRAINING
Roberto G;Allora il Crowne rimane sempre un buon hotel anche se un po’ vecchio. Io ho anche avuto un upgrade per una suite (che in ogni caso non era niente di che). Il tema vero rimane il prezzo. Quando è intorno ai 120-130 ha senso altrimenti direi di no. Personale disponibile e colazione niente male.…;Crowne Plaza Milan Linate;05/07/2019;sp;TEST
azzurropescara;Gradevole hotel a San Donato milanese . Hall ampia . Personale gentile e veloce al check in . Stanza abbastanza confortevole e pulita . Letto grande e comodo . Bagno adeguato con asciugamani morbide . Bella la sala fitness condizionata al 13 piano con 2 su 3 tapis roulant funzionanti ed altri ottimi attrezzi . Completano l’albergo 2 ristoranti : uno alla carte e l’altro a buffet . Prezzi in linea con Milano nella sala servita e in quella a buffet costo 27 € escluso bevande . Colazione davvero fantastica e di qualità sia nel dolce che nel salato . La colazione rappresenta il vero punto forte dell’albergo compreso il servizio di bevande calde o altro cucinato al momento . …;Crowne Plaza Milan Linate;05/07/2019;sp;TRAINING
ALESSIA;Ho soggiornato un weekend con la famiglia per un evento sportivo nelle vicinanze ed è stato tutto perfetto! Siamo stati accolti con gentilezza e professionalità. La stanza era grande e spaziosa, ben arredata, molto pulita, con in omaggio prodotti di cortesia per il bagno, caffè solubile, biscotti, the (con bollitore a disposizione). Molto bella la palestra e la sauna all'ultimo piano. Il parcheggio di fronte era libero. Il prezzo è stato super conveniente. E i bimbi si sono divertiti a scovare le lepri che vivono proprio nel giardino dell'hotel!;Crowne Plaza Milan Linate;05/07/2019;sp;TEST
Pathworth;Ho soggiornato qui per una notte.Un plauso particolare va alle ragazze alla reception, disponibili e sorridenti, e al barman, ottimo servizio.La struttura ha una grossa lacuna che è il parcheggio. È presente ma è a pagamento. Invece le stanze sono pulite, una pecca è che nella mia il bidet perdeva acqua. Per il resto non ci si può lamentare. Forse 4 stelle è un po’ troppo;Crowne Plaza Milan Linate;05/07/2019;sp;TEST
armrus;Il Crowne Plaza ha ospitato la Fiera degli Elettrici 2019 e ho avuto modo di apprezzare la struttura molto ben organizzata e abbiamo anche pranzato presso il ristorante in formula self service. Ottima l’organizzazione e i servizi offerti.;Crowne Plaza Milan Linate;05/07/2019;sp;TEST
Alex Milano;Prima Ata ora UnaHotels mantiene, anzi migliora, lo standard già molto buono. Plus: per i viaggiatori business la posizione adiacente la tangenziale, il garage incluso nel prezzo, la dimensione generosa e superiore alla media delle camere con ampio bagno e super doccia Teuco e, soprattutto, la pulizia che domina tutti gli ambienti, privati e comuni. Bravissime le ragazze in sala colazione, raramente ho visto un ambiente così curato. Personale gentile in generale. Minus: non esiste il benché minimo spazio esterno e come già segnalato da un collega le tende oscuranti lasciano filtrare la luce dell'alba disturbando il sonno. Il bar non offre molte etichette tra cui scegliere. Rapporto qualità prezzo strepitoso.…;UNAHOTELS San Vitale Bologna;05/07/2019;sp;TEST
Fausto A;Siamo ancora ospiti della struttura ma non è prematuro premiare il lavoro di uno staff ben organizzato e gestito. La colazione è ottima, la pulizia idem e gli spazi sono ampi e luminosi. Come quasi mai accade, in questo Hotel è possibile usufruire del servizio di ristorazione di gran qualità a prezzi non usuali per gli alberghi. Il personale, inoltre, si è sempre dimostrato, tranne in un isolato caso, ben disposto a soddisfare ogni minima richiesta da parte nostra. Anche questa volta, dobbiamo ringraziare La nostra fidata Agente Barbara, che ha scovato una bellissima struttura ricettiva. Nondimeno, anche in considerazione della presenza di mia figlia di otto anni, non hanno esitato accordarci qualche ora in più per meglio consentire il check out. Grazie. Stanza 223;UNAHOTELS San Vitale Bologna;05/07/2019;sp;TEST
bottarob;Ottimo albergo a ridosso della A14, comodo per chi vuole essere a due passi dal centro di Bologna e comunque poter ripartire velocemente.Camere pulite e ben dotate, ottimo rapporto qualità prezzo. Personale di ricevimento e partenza molto cortese, disponibile e professionale.Mi dispiace tuttavia segnalare non solo una colazione modesta e con poca varietà, ma anche il comportamento (spero occasionale) di alcuni membri dello staff che durante la colazione di Pasqua hanno in modo poco carino e non professionale quasi deriso e sbeffeggiato alcuni componenti di un gruppo di giapponesi che avevano avuto l'unica colpa di chiedere un cappuccino. Da agente di viaggio che gira moltissimi alberghi, lo trovo veramente inqualificabile, soprattutto perchè i malcapitati (tra l'altro molto gentili) non potevano comprendere i commenti indecorosi di questi camerieri.;UNAHOTELS San Vitale Bologna;05/07/2019;sp;TRAINING
gianlucadb70;Il rapporto tra il prezzo contenuto ed i punti di forza (struttura moderna, pulita, confortevole con buona posizione) fanno dimenticare quelli deboli ( su tutti la colazione, con salato e dolce a mio avviso di qualità non idonea alla tipologia di hotel).Comunque per una sosta di una notte motivata da ragioni di lavoro è consigliabile.;UNAHOTELS San Vitale Bologna;05/07/2019;sp;TRAINING
AlexTagadà;location discreta anche se si potrebbe fare meglio rinnovando le camere e le parti comuni. parcheggio comodo a pagamento. personale gentile. ambiente molto grande. non ho provato la colazione che non era inclusa nel prezzo e dal costo elevato;Starhotels Business Palace;05/07/2019;sp;TRAINING
Kalos1;L’hotel, nonostante sia lontano da centro, non è scomodo, essendoci la fermata della metro a 150 mt. L’hotel è un po’ vecchiotto e nella moquette l’età si sente tutta. Risulta problematico chi è allergico alla polvere soggiornare. Personale professionale, ma al limite della simpatia. La colazione al limite per un 4 stelle. Buono il rapporto qualità prezzo. …;Starhotels Business Palace;05/07/2019;sp;TRAINING
Worktrotter;Accoglienza cordiale, stanza ampia e pulita, ottimamente insonorizzata, letto comodo. Colazione soddisfacente, personale gentile. Rapporto qualità/prezzo ottimo. Certamente un hotel che ha bisogno di una ristrutturazione, ma mi aspettavo dalle recensioni lette una catastrofe. Invece, ho trovato un ambiente accogliente e piacevole.;Starhotels Business Palace;05/07/2019;sp;TEST
france600;Una trasferta di lavoro impone una notte a Civitanova. Arrivo in tarda serata. Check in veloce ed efficiente. Assegnano una camera particolarmente spaziosa (tre letti) anche se per uso singolo. Aria condizionata eccessiva con display che indica temperatura maggiore rispetto al reale. Ambiente pulito ed essenziale. Camera silenziosa e ben isolata anche rispetto a quelle contigue. Colazione a buffet con sezione dolce e salata ricca ma non sorprendente. Ottimo rapporto qualità prezzo. Comodissimo autostrada e tangenziale per Macerata. Logisticamente ottimale per trasferte di lavoro. Consigliabile…;Cosmopolitan Business Hotel;05/07/2019;sp;TEST
