"utente"|"commento"|"hotel"|"dataIns"|"labelpers"|"tipo_lista"
"Roberto Galeottti"|"Da evidenziare la gentilezza e la disponibilità di Luca e Veronika. Colazioni fantastiche. B&B pulito ed ordinato;situato in pieno centro;in un punto nevralgico per visitare sia la Costiera Amalfitana;che la Costiera del Cilento. Titolari sempre disponibili ad ogni informazione su luoghi da visitare o ristoranti in cui mangiar bene. Lo consiglio senz’altro. …"|"Salerno in Alto Mare B&B"|"05/07/2019"|"so"|"TRAINING"
"marcolino886"|"È proprio il caso di dire “fai come se fossi a casa tua” .Pulizia e ordine sono le prime cose che saltano agli occhi oltre all’accoglienza da parte di Gianluca il titolare;ragazzo giovane e attento alle esigenze degli ospiti . 4 stanze accoglienti;2 bagni sempre puliti e una cucina dotata di ogni comfort. Segnarlo tra i preferiti ....fatto ??"|"Rooms Rent Vesuvio Bed & Breakfast"|"05/07/2019"|"so"|"TRAINING"
"Antonio N"|"Fantastica residenza!! Il titolare gentilissimo accoglie con professionalità e cortesia!La stanza in cui siamo stati è a dir poco da sogno! All'ultimo piano con tanto di terrazzino con vista sul corso e sul mare in lontananza! Tutto curatissimo..ogni minimo dettaglio!! Sembra di stare in una conchiglia! Super consigliato!!"|"Residenza Donna Giovanna"|"05/07/2019"|"so"|"TEST"
"Stefano V"|"Fantastico il posto;fantastici i ragazzi Marta Margherita Chiara con i nostri bimbi molto carine e simpatiche e poi Antonio Michele e Samuele fantastici per la loro stravaganza e simpatia e superbrava carlotta con la sua determinazione e simpatia e continua così valorizza i tuoi ragazzi che ne hanno bisogno. Famiglia Versace…"|"New Camping Le Tamerici"|"05/07/2019"|"so"|"TEST"
"Giovanni Z"|"Gentilezza professionalità leggerezza fanno apparire in secondo piano il rapporto qualità prezzo (imbattibile).... Gabriele ed il suo staff sono veramente unici;la cucina a colazione sforna cose buonissime e freschissime. ... e da non ultima tutti dico tutti lavorano con il sorriso sulle labbra..."|"Hotel Stresa"|"05/07/2019"|"so"|"TEST"
"guidobormolini"|"Ho alloggiato in questa struttura nel mese di maggio;la cortesia e la professionalità delle ragazze che gestiscono la villa dona al soggiorno in atmosfera speciale... qui il sorriso non manca mai... grazie mille arrivederci a presto ??"|"Villa del Cigno"|"05/07/2019"|"so"|"TRAINING"
"Andrea C"|"Ho passato un weekend nell'appartamento Duomo 2 e devo dire di essermi trovato bene. L'appartamento è confortevole;dotato di tutti i servizi descritti e la posizione invidiabile. Unico neo è che la sera la piazza è abbastanza rumorosa e gli infissi non isolano bene acusticamente;considerando che per una bimba piccola il sonno è davvero importante. Lo staff è stato molto accogliente."|"Family Apartments"|"05/07/2019"|"so"|"TEST"
"arbitercibor"|"Ho soggiornato con la mia compagna in questo affittacamere per una sola notte ma il ricordo piacevole resterà a lungo.Camere spaziose;confortevoli;rifinite in ogni minimo dettaglio. Colazione ottima e di qualità. Ambiente molto discreto e famigliare. Ho apprezzato inoltre moltissimo la disponibilità del proprietario che si è preso cura di noi in ogni modo possibile. Ben oltre la semplice ospitality;un vero ed egregio padrone di casa.Tutto molto positivo. Non posso che consigliarlo."|"Polvara Trentuno Bed & Breakfast"|"05/07/2019"|"so"|"TRAINING"
"marybolz"|"Ho trascorso un weekend di maggio all'Hotel Marina con un'amica . Ci siamo trovate benissimo ! Relax totale in questa struttura dalla posizione meravigliosa;direttamente sulla spiaggia . La disponibilità e la gentilezza del titolare e dei suoi dipendenti;che va oltre il semplice rapporto coi clienti;ci ha fatte sentire a casa;supportate in tutto ciò di cui potessimo aver bisogno e ci ha permesso un soggiorno piacevole e sereno. La location dell'hotel è spettacolare;sia frontemare;con la terrazza e la piscina direttamente sulla spiaggia;sia sul giardino interno molto curato e da cui si esce per lo shopping sulla via pedonale. Ottima la colazione;come qualità e quantità;varia sia nel dolce che nel salato e ottime tutte le pietanze che abbiamo gustato con piacere;con una grande varietà di primi e di secondi. Tutto è stato perfetto;nulla ci ha deluso e sicuramente ci ritorneremo con piacere. Questo hotel lo consigliamo vivamente a tutti perché merita…"|"Hotel Marina"|"05/07/2019"|"so"|"TRAINING"
"Davide P"|"Ho trascorso una serie la notte nella villa ma mi ritengo molto soddisfatto. La stanza da letto era molto carina con vista sul lago;il bagno spazioso e bello il salone padronale della colazione (colazione buona e completa) stupendo e da non tralasciare la padrona Cristina molto simpatica e disponibile. Unica cosa un pò complicata è il parcheggio;ma la padrona è disponibilissima ad aiutare"|"Villa Puccini B&B"|"05/07/2019"|"so"|"TRAINING"
"Michele S"|"Hotel complessivamente ottimoPersonale gentilissimo;efficace e accoglienteCena squisita con pietanze locali;colazione ricca e abbondante.Parcheggio gratuito;vista super sul lago e Dolomiti.Camera ok tenendo presente che serve solo per dormire con l'ampissima scelta di escursioni da fare;forse bagno un po' piccolo.Punto strategico per muoversi a piedi o prendere il dolomitibus.Prezzo bene o male in linea con gli hotel circostanti...Misurina perla da non perdere"|"Hotel Sorapiss"|"05/07/2019"|"so"|"TEST"
"Antonio D"|"Hotel in zona centrale (accesso in zona ZTL);tra le mura storiche di Bergamo. Camere ampie e confortevoli;ma il gioiello è il ristorante/bar;dove il moderno incontra la storia;dando agli avventori emozioni forti in una atmosfera unica.Per chi ne avesse l’occasione è un’esperienza esclusiva e unica;in ambiente di eccellenza."|"Hotel Relais San Lorenzo"|"05/07/2019"|"so"|"TRAINING"
"Simona M"|"Il posto è delizioso;immerso nel verde;struttura in pietra;silenzioso e rigenerante.I proprietari;Andrea e Massimiliano;sono gentilissimi sempre con il sorriso e pronti a raccontare i loro prodotti con passione ed a dare suggerimenti turistici. Abbiamo mangiato salumi;affettati e formaggi davvero degni di nota;primi piatti semplici e deliziosi perché cucinati con materie prime di qualità;secondi di carne davvero buoni. La prima colazione sempre diversa con dolci fatti in casa......insomma ve lo consigliamo di cuore!"|"Agriturismo La Corte del Lupo"|"05/07/2019"|"so"|"TRAINING"
"Davide P"|"il soggiorno è stato perfetto;ideale per le coppie;con una camera molto carina con tutti i confort;bagno e vasca da bagno in camera;vista mare. Luca e Veronika sono molto gentili e disponibili;hanno soddisfatto tutte le nostre esigenze inclusi consigli per mete turistiche e colazione vegana. Consigliatissimo!!!…"|"Salerno in Alto Mare B&B"|"05/07/2019"|"so"|"TRAINING"
"Loretta"|"In tre amiche abbiamo soggiornato un week end in giugno. A due minuti a piedi dal centro e a 25 minuti a piedi dalla stazione. Ottima l'accoglienza sia da parte della titolare che di Andrea. Alla sera è piacevolissimo bersi l'ultimo in terrazzo. Il posto è datato ma molto accogliente e gradevole viene voglia di fermarsi. In bagno c'è tutto l'occorrente. Andrea è dolcissimo e ci ha preparato la colazione. La signora è strepitosa e ci ha intrattenuto con le sue storie di vita vissuta. Complimenti.…"|"B&B Della Rocca"|"05/07/2019"|"so"|"TEST"
"Deborah C"|"Io;mio marito e i nostri bimbi di 2 anni e un mese e mezzo abbiamo passato un bel week end lungo;coccolati e comodi.La struttura è moderna;le camere non enormi ma ok;molto pulite e soprattutto insonorizzate (difficile trovare il silenzio;i vari hotel che ho provato in riviera sono degli anni '70 con pareti di carta).Colazione buonissima! Torte fatte in casa dalla mamma del ragazzo che gestisce la struttura;sublimi. Non ci sono punti sui quali lamentarsi ma la ciliegina sulla torta è la gentilezza di tutto lo staff. Sempre col sorriso sulle labbra e molto disponibili. Torneremo sicuramente.Consigliatissimo!"|"Gimmi Hotel"|"05/07/2019"|"so"|"TRAINING"
"Guybrush_Treepwood4"|"La posizione;il parcheggio privato compreso nel costo della camera e la gentilezza la disponibilita' del titolare sono gli aspetti particolarmente positivi di questo hotel. Camere pulite e semplici. Colazione buona."|"Locanda del Sole"|"05/07/2019"|"so"|"TRAINING"
"viaggi_12"|"Là vacanza in questo resort è stata ottima;a partire dal momento dell'accoglienza all'arrivo: sì è percepita subito là serietà e là professionalità. Là struttura di nuova costruzione;disposta su più livelli;si apre verso il mare. Là scelta della camera disposta al piano più alto della struttura non poteva che essere quella con là vista migliore. Tutto speciale;dalla cucina ottima non solo al palato ma anche agli occhi;al personale qualificato in particolare ai camerieri. Vacanza a dir poco perfetta. Un ringraziamento a tutti per averci fatto passare 5 giorni da favola. Purtroppo unica pecca riguarda qualche cliente maleducato;che ovviamente può capitare ovunque."|"Infinity Resort Tropea"|"05/07/2019"|"so"|"TRAINING"
"Fabio P"|"Luogo magnifico e;anche se da poco in attività;curato nei minimi particolari con la colazione speciale dove;in una vasta scelta fino al gluten free;campeggiava giornalmente un dolce appena sfornato.Siamo stati 9 giorni ma;in verità;andar via mi ha messo tristezza per la grande disponibilitù dei gestori (anche con noi si sono offerti di prenderci e riaccompagnarci alla stazione) ma soprattuto per la sinergia creatasi giorno dopo giorno in molte delle nostre scorribande nei dintorni.Una vacanza passata dal vedere una nuova realtà dei luoghi di Leonardo e in cui ha operato e dipinte le sue massime opere (chiedete di Riccardo;suo massimo conoscitore;a Marion: è lei che cura personalmente ogni dettaglio);al salire ai piani d'Erna con bus e funivia e immergersi in ritempranti passeggiate nei boschi.Da ricordare anche la possibilità di arrivare a spiagge ben attrezzate per un bagno nelle acque del lago Lario.Da consiglare a chiunque per ogni esigenza!p.s. nessun problema con le lingue"|"Villa del Cigno"|"05/07/2019"|"so"|"TEST"
"Samuel"|"Non serve scrivere una recensione lunga su questo “hotel”quando bastano poche parole per descrivere questo schifo..il peggior hotel di Rimini mai provato negli ultimi anni..partendo dal titolare;un arrogante buffone;che vuole aver ragione nonostante non ci siano i servizi che erano prestabiliti online..finché potete scappate !perchè questa è una vera e propria truffa.…"|"Hotel Cannes"|"05/07/2019"|"so"|"TRAINING"
"gregoriocomanducci"|"Ottimo hotel a due passi sia dal centro città che dal lago. Il personale è di una gentilezza unica sempre disponibili e con il sorriso in volto tipico di chi ama il proprio lavoro. Le camere non sono grandissime ma ben pulite e fornite di ogni confort.."|"Hotel Engadina"|"05/07/2019"|"so"|"TEST"
"simo78re"|"Ottimo hotelcamera comoda e spaziosa con vista sul lago misurina che è a pochi metri dalla strutturacucina di ottimo livello dove abbiamo degustato ottime specialità locali e buoni vini colazione molto varia personale accogliente;professionale e pronto a soddisfare le richieste dei clienti. Livello qualità prezzo decisamente alto.…"|"Hotel Sorapiss"|"05/07/2019"|"so"|"TEST"
"danilo m"|"per un appassionato di F1 è praticamento un parco divertimenti. Tutto a tema;tutto rosso Ferrari;una chicca per trascorrere qualche giorno immerso nella storia della mitica casa automobilistica. Assolutamente consiliabile"|"Hotel Maranello Village"|"05/07/2019"|"so"|"TEST"
"Marisa Z"|"Perfetto Posizione centralissima a due passi dal Politeama Simone ci ha subito messi a nostro agio e ci ha dato parecchie informazioni utili per il nostro breve soggiorno Stanza comoda e pulita;ci ha servito un ottima colazione"|"B&B Due Passi"|"05/07/2019"|"so"|"TRAINING"
"Fany_Viaggi"|"Posizione centrale;camere moderne;accoglienti e pulitissime...I padroni di casa: Thomas ed Agnese simpatici e sempre disponibili. L'intero staff cortese ed efficiente. Torneremo sicuramente anche il prossimo anno Livia e Riccardo"|"Genusshotel Goldene Rose"|"05/07/2019"|"so"|"TRAINING"
"Stefano M"|"Posizione strategica...gestori gentilissimi;professionali e pronti a dare consigli sui luoghi da vedere;la colazione è variegata e abbondante;la camera spaziosa con arredi semplici;anche il bagno è spaziozo;e tutto è ben pulito !!!!"|"Locanda del Sole"|"05/07/2019"|"so"|"TEST"
"Andrea C"|"Posto accogliente pulito e professionale;proprietario gentilissimo;mi sono fermato tre giorni e ho avuto l impressione di essere a casa di amici.. se tornerò a Napoli tornerò lì sicuramente.. lo Consiglio vivamente!"|"Rooms Rent Vesuvio Bed & Breakfast"|"05/07/2019"|"so"|"TRAINING"
"Roberto F"|"Prima volta a Matera e mai scelta è stata più azzeccata . Un pò difficoltoso arrivare alle 12 Lune ma già si sapeva.Ne vale sicuramente la pena;panorama;silenzio assoluto;pace......Pernottare nei Sassi è un'emozione unica.La struttura è bellissima;ordine;pulizia e cura dei particolari.Titolari e personale eccellenti. Letto comodo;non c'è la tv;almeno nella nostra stanza;Colazione ottima con molta scelta.Insomma;consigliatissimo e ci torneremo sicuramente ma....Stavolta alla suite 6;con l'idromassaggio ^_^ Ringraziamento particolare alle titolari;che si sono impegnate nel risolverci un grosso problema alla macchina"|"Le Dodici Lune Residence"|"05/07/2019"|"lx"|"TRAINING"
"Mariela"|"Pulitissimo e chic. Posizione eccezionale. Fronte spiaggia con piscina privata. Camere silenziose e molto piacevoli con letti comodissimi e con ogni confort. Colazione molto buona e con scelta sia dolce;sia salata. Accettano anche gli amici a quatro zampe. Per ultimo ma non meno importante lo STAFF gentile e preparato a ogni esigenza. Grazie Marilena;Fabio;Alice;Laura;Tania;Noemi;Lello;Sokhna e Alma che avete reso la nosta vacanza indimenticabile. A presto;Mariela…"|"You & Me Beach Hotel"|"05/07/2019"|"so"|"TEST"
"Gongolo N"|"Qualità convenienza e cortesia Michele un padrone di casa eccezionale disponibile e premuroso. Assolutamente consigliato. Con la sua esperienza ci ha saputo indicare i luoghi giusti da visitare e i ritrovi migliori dove poter mangiare le prelibatezze del posto. Massimiliano"|"Il Nespolo"|"05/07/2019"|"so"|"TRAINING"
"CarmineTalarico"|"Raggiungiamo la frazione di Gasponi e;nel cuore di quest’ultima;troviamo il Villa Garden. Tutto molto curato e accoglienza tipica calabrese. Come stare a casa propria. La struttura è in mano a giovani estremamente educati;discreti e sempre disponibili. Anche quando hai bisogno di essere accompagnato da qualche parte nelle vicinanze;loro si mettono a tua disposizione.Consiglio vivamente di trascorrere del tempo in questo angolo di paradiso;ad un passo dal centro e dalle spiagge bianche di Tropea (neanche 5 minuti in auto). Ah;dimenticavo... se non volete andare a mare;potete rilassarvi nella splendida piscina con tanto di panorama mozzafiato!"|"Villa Garden"|"05/07/2019"|"so"|"TRAINING"
"Davide P"|"Se cercate un alloggio semplice;tranquillo ma comunque a due passi dal centro di Pisa questo camping è la soluzione ideale per voi!Io e la mia famiglia abbiamo soggiornato due notti in un bungalow molto carino struttura piccolina ma dotata di tutto il necessario. Pulizia ottima e bagno dotato di tutto (unico neo;la mancanza di un bidet).Bellissima la verandina con angolo cucina.Staff del campeggio molto gentile e comodi servizi (bar;ristorante;mini market).Punto forte: in circa 15 minuti a piedi siete alla Torre di Pisa pur potendo dormire nella tranquilla campagna!"|"Camping Village Torre Pendente"|"05/07/2019"|"so"|"TRAINING"
"Raffaele"|"Siamo clienti da tanti anni. Ottima posizione per il vicino ospedale nonché per raggiungere la fermata del bus per la stazione ed il centro. Locanda carina e pulita corredata;come sempre;dalla cortesia e disponibilità dei proprietari.Fam Licheri"|"La Locanda di Giada"|"05/07/2019"|"so"|"TEST"
"gflandriscina"|"Siamo molto soddisfatti;accoglienza straordinaria;tante attenzioni;ottima pulizia e buonissima colazione;uno staff giovane;sorridente e molto attento alle esigenze degli ospiti. Grazie a tutti!!!"|"Hotel Stresa"|"05/07/2019"|"so"|"TRAINING"
"Alice B."|"Siamo stati accolti calorosamente da Susanna e Andrea;sempre disponibili e gentili. Il B&B è perfetto per visitare la città;si trova in una posizione comoda a tutto. Le stanze hanno un arredamento molto particolare ma sono veramente belle e singolari. Tutto molto soddisfacente;lo consiglio!…"|"B&B Della Rocca"|"05/07/2019"|"so"|"TRAINING"
"Capric73"|"Siamo stati ad agosto con amici e bambini. Ottima posizione difronte alla spiaggia;praticamente basta attraversare la strada. Arredamento un po datato;le camere ristrutturate descritte nelle foto del loro sito non erano più disponibili al momento della prenotazione effettuata a .. febbraio.. Personale gentilissimo e disponibile. Un ringraziamento a Valerio;cameriere di sala;per averci servito sempre col sorriso. La qualità del cibo invece a mio parere un po sotto la media;magari puntare piu sulla qualità che sulla quantità;essendo un 3 stelle ci si aspetta un piu di cura in questo. Ottimo il prezzo proposto;essendo zona Brasile di Misano;i prezzi sono piu bassi rispetto al centro del paese. Nel complesso siamo stati bene.…"|"Hotel Touring"|"05/07/2019"|"so"|"TEST"
"cenciroberto1964"|"Siamo stati in un posto molto ben curato pulito ottimo per relax veramente particolare. Una buona ed attenta ospitalità da parte dei titolari e personale L entrata dell' hotel con pratino e fiori ovunque è un bel biglietto da visita. Da tornarci volentieri i è aperto tutto l anno"|"Hotel Riviera Blu"|"05/07/2019"|"so"|"TRAINING"
"Nomad63948556207"|"Siamo stati ospiti con amici in questo hotel per una settimana e ci siamo trovati benissimo in tutti i sensi: la location sul mare;il personale giovane;gentilissimo e disponibile per qualunque esigenza. il cibo sempre ottimo;variato e curato. il personale in sala attento e premuroso;pronto a ogni richiesta. le camere spaziose;luminose;ben arredate e pulite. Per finire il servizio navetta;personalizzato e disponibile;aggiunge un valore in più a chi sceglie l'aereo e non vuole noleggiare mezzi per arrivare e muoversi nei dintorni.un grazie di cuore a tutti"|"Hotel Belvedere"|"05/07/2019"|"so"|"TRAINING"
"tiziana o"|"Siamo tornati due giorni fa;dopo aver trascorso altri tre giorni a Casa Tonia. Che dire....anche stavolta siamo stati benissimo.Come al solito ottima pulizia;posizione;bel quartiere e ottima padrona di casa.La Sig.ra Federica è sempre disponibile nei confronti degli ospiti;per spostamenti;spiegazioni e consigli di ogni sorta.Siamo stati trattati come amici.Avendo la possibilità di tornare a Napoli;città che io amo profondamente;ci rivedremo. Grazie di tutto Federica."|"NapoliCentro Mare"|"05/07/2019"|"so"|"TEST"
"zucchiiii"|"Soggiorno in questo hotel da almeno 4 anni. Una piccola vacanza con mia mamma all inizio dell estate. Maria e Marco sono due splendidi padroni di casa. Cortesi;disponibili nei confronti degli ospiti. Lo staff ( nessuno escluso ) sempre cordiale. Pulizia al top e colazione strepitosa ( sia per qualità sia per varietà ). Vi ringrazio per rendere questi pochi giorni davvero super!!!"|"Hotel Central Park"|"05/07/2019"|"so"|"TEST"
"carloflaviaBrescia"|"Sono ritornato in Puglia per una vacanza e posso dire di averla fatta in un Hotel sublime;per innumerevoli ragioni;a partire dalla serietà competenza e disponibilità nel curare i clienti da parte del Direttore Francesco (persona che ogni titolare di azienda vorrebbe alle proprie dipendenze);per non parlare dell' eccellente biglietto da visita della Reception gestita da due ragazze splendide;competenti e disponibili di nome Sara e Giusy;per passare poi al meitre Maurizio persona simpatica e professionalmente molto preparata;nel consigliare i vini e i piatti sublimi cucinati nel ristorante dell'Hotel da un eccezionale Chef e serviti da una squadra di validissimi e preparati collaboratori di nome Andrea;Antonio;Erika e Pierpaolo. Un plauso è dedicato anche al Barman Roberto per la gentilezza e cortesia dimostrata in ogni momento.Nel dirvi ancora una volta BRAVI Vorrei ringraziarvi tutti per la bellissima vacanza che ci avete fatto trascorrere;con il vostro impegno !!!!!!"|"Hotel Belvedere"|"05/07/2019"|"so"|"TRAINING"
"Poccia74"|"Sono stato ospite con la famiglia a Misano Brasile per un fine settimana. Prenotato tramite booking presso hotel aquila d oro. Bella struttura;belle camere;bravi personale beccato per un signore anzianotto (forse il titolare) che come una guardia svizzera controlla che i clienti prendano le giuste dosi della colazione. Amici abbiamo pagato per quelli che ci offri."|"Hotel Aquila D'Oro"|"05/07/2019"|"so"|"TEST"
"Ivano G"|"Sono stato ospite di questa bellissima struttura per due notti;la mia esperienza è stata senza alcun dubbio tra le migliori fatte in assoluto.Cominciando dalla magnifica accoglienza di Vincenzo al ricevimento;il suo sorriso;la sua gentilezza e la sua professionalità sono stati un fantastico benvenuto.Ottimo buffet colazione con tanti prodotti e molto curato nella presentazione;il tutto reso ancora più piacevole grazie al sorriso di Ramona;cameriera del breakfast sempre attenta e molto disponibile.Grazie anche a Solange;per il piacevole aperitivo al bar e a Marco per la cena al ristorante.Camera splendida e hotel con posizione davvero comodissima.So di aver dimenticato qualche nome;non è facile ricordarli tutti;ma il mio ringraziamento;va a tutto lo staff dell’hotel..È stato come sentirsi a casa .. ci vedremo presto .. continuate cosi!!!Ivano"|"NH Torino Santo Stefano"|"05/07/2019"|"so"|"TRAINING"
"stefano m"|"Sono stato una notte in questo B&B con la mia famiglia e devo dire che siamo rimasti molto soddisfatti!La camera è spaziosa e pulita;così come anche il bagno.C'è una sala da pranzo comune in cui si può fare una colazione fai-da-te insieme agli altri ospiti. La proprietaria è molto gentile e disponibile.Ottima la posizione che permette di raggiungere in pochi minuti il centro storico a piedi!Nelle vicinanze ci sono molti parcheggi a pagamento.Lo consiglio anche per l'ottimo rapporto qualità-prezzo!Unico neo sono i materassi dei letti che risultano troppo molli."|"B&B Il Pane e le Rose"|"05/07/2019"|"so"|"TEST"
"Seila S"|"Sono tornata in questo hotel con il mio compagno;dopo aver soggiornato con mio figlio la prima settimana di luglio. Una vera e propria conferma di gentilezza;educazione;disponibilità e PULIZIA. La proprietaria;insieme alla figlia;cercano sempre di trovare una soluzione per ogni necessità;la ragazza alla reception Sara;ti accoglie sempre con il sorriso e;per ultima;ma non certamente di importanza;la dolcissima e disponibilissima ANDREINA;che con il suo sorriso e il suo modo di fare;rende la colazione un momento davvero speciale….quando si dice…chi ben comincia... Quindi che dire....quattro giorni da ripetere assolutamente alla primissima occasione e;assolutamente;un arrivederci per la prossima estate. Grazie davvero di cuore. Seila e Alex di Bergamo…"|"Tilly"|"05/07/2019"|"so"|"TEST"
"ivano"|"Staff straordinario;chef e food favolosi;mai trovati altrove per lo stesso livello di stelle .Accoglienza favolosa veramente nonostante eravamo un gruppo di 70 persone . da consigliare non siamo mai riusciti a mettere in difficoltà lo staff e l'organizzazione ."|"Park Hotel Serena"|"05/07/2019"|"so"|"TRAINING"
"ROBERTO F"|"Struttura bella;con un bel panorama;con terrazza;giardino e parcheggio privato. Molto silenziosa riposante adatta a trascorrerci una lunga vacanz.Colpisce la gentilezza dei gestori;molto attenti a qualsiasi richiesta e pronti a suggerimenti di ogni tipo;cortesemente ci hanno fornito i pass per la ZTL e per i parcheggi dei residenti. Colazione ottima;Stanze semplici ma funzionali. Frigobar a prezzi familiari. Grazie di tutto. Roberto"|"La Valletta Relais"|"05/07/2019"|"so"|"TEST"
"Leone1970"|"Struttura confortevole e pulita;situata nel centro storico della città in una piazza protagonista delle luci d'artista. Colazione abbondante e soddisfacente anche per chi ha problemi di intolleranze alimentari (glutine e lattosio). I padroni di casa;Luca e Veronika;sono persone splendide;molto gentili e attenti alle esigenze dei loro ospiti.Grazie mille avete contribuito;insieme alle luci;a rendere magica la nostra vacanza. A prestoGrazia;Giovanni e Erica"|"Salerno in Alto Mare B&B"|"05/07/2019"|"so"|"TRAINING"
"Barbara M"|"Struttura suggestiva all’ interno del sasso caveoso.Solo 4 camere sapientemente ristrutturate in chiave moderna.Pulizia ai massimi livelli.Colazione eccellente e varia.Ottima accoglienza da parte del proprietario e di sua moglie estremamente disponibili a fornire indicazioni circa ristoranti e luoghi da visitare.In definitiva una struttura da consigliare senza alcun dubbio per vivere una magica esperienza nell’incantevole città di Matera."|"B&B Al Convento"|"05/07/2019"|"so"|"TEST"
"Luciofesta"|"Superlativo il soggiorno in questa struttura;gestita alla grande da un cortese;premuroso;accogliente;gentilissimo;disponibile e chi più ne ha più ne metta Michele con sua moglie. Abbiamo trascorso;mia moglie ed io;una vacanza straordinaria;ci siamo sentiti coccolati in un ambiente familiare. Non sono solito fare lodi sperticate;ma in questo caso le merita tutte. Il posto è carino;senza grosse pretese ma è pulito;con camere fresche visto il gran caldo e comodo per le varie escursioni trovandosi a pochi metri dall'isola pedonale e vicino ai Sassi Caveoso. Michele ci ha dato anche buone indicazioni sulle visite guidate da fare. Lo consiglierò a chi ha intenzione di andare a Matera;in questa splendida realtà meridionale.…"|"Il Nespolo"|"05/07/2019"|"so"|"TRAINING"
"mattesim"|"Titolare per niente ospitale;maleducata e scontrosa. Accoglienza nulla;pretesa di pagamento immediato e informazioni frettolose e scarse. Il tutto fatto senza guardarti neanche in faccia. Nessuna disponibilità ad andare incontro alle esigenze dei clienti. O ti mangi sta minestra (per altro indigesta) o ti butti dalla finestra. Da una persona che fa dell'accoglienza il proprio mestiere è un atteggiamento inaccettabile!! Siamo stati trattati senza nessun tipo di rispetto. Posso accettare tranquillamente le regole della struttura ma mi deve essere spiegato con modi educati e trovando un'alternativa valida. Albergo rumoroso per presenza di bar-pizzeria;bagno in comune;niente aria condizionata;no ascensore. Mi pare che di spirito di adattamento ne abbiamo dimostrato abbastanza e fin da subito e il trattamento ricevuto è stato;ripeto;inaccettabile. Bar e pizzeria dell'hotel;ma il cappuccino a colazione lo paghi come extra a dimostrazione del trattamento riservato ai clienti dell'hotel. Rapporto qualità - prezzok assolutamente non adeguato rispetto ai servizi forniti …"|"Hotel La Perla"|"05/07/2019"|"so"|"TRAINING"
"Debora T"|"un albergo dove si diventa immediatamente parte della famiglia...Roberta e Alessandro ti accolgono con eleganza e simpatia;l'equipe che sono riusciti a creare in hotel è davvero eccezionale...tutto il personale molto qualificato e sempre pronto a qualsiasi esigenza...cucina molto curata e per finire in bellezza...PULITISSIMO (cosa x me FONDAMENTALE avendo una bimba piccola!)Davvero un plauso ai titolari che si danno un gran da fare...sono in hotel a qualsiasi ora in qualsiasi giorno e sempre con il sorriso...nemmeno i super eroi....Consigliatissimo davvero...."|"Hotel Stockholm"|"05/07/2019"|"so"|"TRAINING"
"Franco P"|"Un B&b particolare;è ubicato in un bel palazzotto nel cuore del centro storico di Vasto. La nostra stanza aveva il balconcino che affacciava sulla piazza . Complimenti alla padrona di casa per l’impostazione e per la gestione del B&b;ma complimenti specialmente alla Sig.ra Annamaria;sostituisce degnamente la proprietaria e soprattutto si occupa del check-in e check out;oltre che della fantastica colazione che si svolge al secondo piano del palazzo;in un grande stanzone con un tavolo lungo lungo;con 20 posti circa. La colazione è un festival di dolci preparati dalle donne della casa;ingredienti salati;estratti di frutta e verdura e tanto altro. Stanza e tutto il resto del B&B;appena arrivato;dopo la mia solita ricognizione ho notato che era abbastanza pulito e funzionale. È un po’ più caro rispetto alla media degli altri B&b;ma nè vale la pena. Straconsigliato;ci torneremo sicuramente...…"|"Corte Rossetti Le Dimore B&B"|"05/07/2019"|"so"|"TEST"
"Gabriele G"|"Una notte a inizio ottobre 2018;hotel panoramico a circa 150m dal mare in zona tranquilla;eravamo al sesto piano con ascensore;balcone vista mare;colazione ottima;servizio bici gratuito e wifi. Potendo sarei rimasto qualche giorno in più ...... Consigliato."|"L'Alba Hotel"|"05/07/2019"|"so"|"TRAINING"
"Cristina S"|"Una struttura davvero panoramica che ti regala da ogni punto in cui ti trovi una vista incantevole .Le camere sono semplici;spaziose e pulite.Lo staff davvero disponibile e premuroso;specialmente Marilena e Ivan sono stati davvero squisiti e ci hanno fatto sentire ancora più coccolati;con passione e cura amano il loro lavoro .Consiglio vivamente questo Hotel !Cristina"|"UNAHOTELS Capotaormina"|"05/07/2019"|"so"|"TEST"
"Giulia C"|"Vacanza all’ insegna di degustazioni di piatti tipici romagnoli;i consigli di Davide sono una garanzia! Oltre ai diversi consigli è stato molto premuroso durante tutto il nostro soggiorno. La camera vista mare era perfetta;sempre pulita e ordinata;dotata di tutto il necessario. La colazione con la frutta fresca e le torte fatte in casa sono una vera delizia;consigliatissimo per chi ama mangiare sano."|"Gimmi Hotel"|"05/07/2019"|"so"|"TRAINING"
"Fabio P"|"Vengo qui da anni ormai;la struttura è grande;un po' datata;le camere hanno tutti i confort di cui si necessita;la colazione sempre ricca e buona;ma la cosa più importante è l'accoglienza e il sentirsi a proprio agio;il titolare e i figli in questo sono veramente il top;da veri Romagnoli veraci! …"|"Locanda San Biagio"|"05/07/2019"|"so"|"TRAINING"
"andrea c"|"Vogliamo complimentarci nuovamente con tutto lo staff dell'albergo per la gentilezza;la disponibilità e la cortesia dimostrata. Ottima la pulizia delle camere e la varietà dei pasti proposti a pranzo e a cena. Per noi è stato un piacevole ritorno;che ha confermato tutte le buone impressioni che avevamo avuto la prima volta.…"|"Hotel Venezia"|"05/07/2019"|"so"|"TRAINING"
