"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"nonnamoro"|"L'hotel ci è piaciuto, pulito ed efficiente, gentilissimo e disponibile il personale, ottima e con amplissima scelta dolce e salata, la colazione a buffet, ben servito da autobus x raggiungere il centro"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"NoraMor1988"|"Ci siamo presi 2 giorni per poter staccare dalla solita vita d'ufficio e devo ammettere che non pensavo sarebbe stato tanto bello. L'agriturismo è superlativo: pulito, il mangiare ottimo, personale molto gentile, le stanze belle, pulite e accoglienti. L'area esterna meravigliosa con una molteplice quantità di animali. Le attività sono belle da fare fare ai bambini o da fare in famiglia come abbiamo fatto noi. Peccato per il tempo poco clemente ma che fortunatamente non ci ha impedito di fare le tre attivitá: battesimo del guanto, trekking con i lama e passeggiata a cavallo. Tutto davvero meraviglioso. I titolari come i collaboratori sono persone incantevoli. Ci torneremo sicuramente."|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"so"
"Paolo"|"Ci siamo ritornati e confermiamo pienamente quanto precedentemente detto con un nuovo plauso e ringraziamento al personale disponibile e gentilissimo: in particolare ringraziamo il Sig. Cristian che si è prodigato per trovarci una soluzione adatta alla ns. esigenze."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
"Patatosters"|"E' un B&B comodissimo all'Auditorio Parco della Musica, nel quartiere residenziale dei Parioli. L'ho apprezzato per la cortesia e la disponibilità del gestore e per il fatto di essermi sentito a casa. Mi è piaciuta molto la sala da pranzo nella quale si può mangiare qualcosa o farsi il caffè a tutte le ore. Prezzi non economicissimi ma bisogna considerare la zona."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Pathworth"|"Ho soggiornato qui per una notte.Un plauso particolare va alle ragazze alla reception, disponibili e sorridenti, e al barman, ottimo servizio.La struttura ha una grossa lacuna che è il parcheggio. È presente ma è a pagamento. Invece le stanze sono pulite, una pecca è che nella mia il bidet perdeva acqua. Per il resto non ci si può lamentare. Forse 4 stelle è un po’ troppo"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"sp"
"Patrizia P"|"È la seconda volta che visito Milano e per la seconda volta ho deciso di alloggiare in questo hotel. Vicinissimo alla fermata metro offre tutti i servizi essenziali. Camere molto ampie e pulite, bagni pulitissimi e grandi con tutti i servizi necessari. Colazione internazionale super abbondante, ci sono torte, crostate, croissant, cereali, frutta, ma anche uova, bacon, e chi più ne ha più ne metta. Personale gentilissimo e sempre disponibile per qualsiasi problema e necessità. La prima volta che ho alloggiato qui mi è subito piaciuto, la seconda volta è stata la conferma."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Patrizia T"|"Attratta dal programma la mela verde con un bel servizio su questo agriturismo ho prenotato per oggi primo giorno di vacanza a cogne arrivo in ritardo per colpa mia... Ma ho telefonato per avvisare... Tutto nella norma... Ma all'arrivo mi vien da piangere!! Il posto sporco e puzzolente va be che ci sono le mucche.... Ma proprio l'odore di cacca sotto il naso mentre mangi... Anche no!! Un centinaio di mosche che si posano ovunque cibo compreso! Ho dovuto spostare la bimba perche' gli bruciavano le gambe per le sedie di ferro arroventate dal sole al mio chiedere se potevamo entrare.. Sapendo che dovevo aspettare ed era già tardi ho declinato... La titolare ha cominciato a far polemica dicendo che in fin dei conti io ero arrivata tardi... Parlando a voce alta e mettendomi in imbarazzo davanti agli altri commensali (impegnati a mandar via le miriadi di mosche) morale della favola: 4 piatti di gnocchetti alla fonduta 1 acqua minerale 2 birre piccole.... Ma proprio piccole!!! 62 euro!! ???????????? Ehh no!! Se vuoi tenere un menu da stelle Michelin (ho speso meno da cannavacciuolo al bistro) tieni anche alto tutto il resto! Non mi dai mangiare tra le mosche e la puzza della cacca!!! Mai più!!!!!!!!"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"Paury"|"Ho soggiornato una notte in questa struttura e devo dire che mi sono trovato bene.la stanza era in ordine e pulita, il set bagno completo e alla mattina la sala colazioni risultava essere ricca di cibo dolce e salato. Un solo piccolo neo riguarda la reception che ha fatto storie per accettare un tipo di pagamento tramite carta (che utilizzo da almeno 5 anni in tutta Italia basta vedere le mie altre recensioni), abbiamo impiegato più di mezz’ora per far passare un pagamento per “autorizzazioni mancanti” ma che ripeto negli ultimi 5 anni ovunque in Italia non mi sino mai state chieste. Del resto tutto ok"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"PedE5852"|"Tipico albergo business, cortesi al check-in. Parcheggio sotterraneo a pagamento e wifi gratuito. Buona la colazione, camera ampia e silenziosa con tutti i confort standard per queste strutture. Mi è stato permesso di lasciare la macchina in garage anche per la giornata e non solo per la notte."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"pedeluca"|"Vacanze a luglio con famiglia  in bella casetta con ogni comfort..ottima sistemazione...ottimi servizi..pulizia ok! Zona piscine bellissima e pulitissima ...spiaggia attrezzata, pulita e bel mare...unica nota negativa: materassi rigidissimi! Tante zanzare!!!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"pedergnanamara"|"Ho pernottato al rifugio per una sola notte e devo dire che il servizio è stato veramente ottimo: personale cordiale e attento, camere e bagni puliti. Ho dormito in una camerata ed è stata un'esperienza del tutto nuova e piacevole. Per quanto riguarda i pasti ho mangiato bene e in abbondanza, assaggiando i piatti tipici del luogo. Non mi aspettavo di certo un servizio così eccellente in un luogo così incantevole, visto il prezzo molto conveniente. Sicuramente ci tornerò d'estate!In conclusione lo consiglio vivamente per il rapporto qualità prezzo e per il paesaggio mozzafiato che si può ammirare anche direttamente dalla finestra della camera."|"Rifugio Lagazuoi"|"05/07/2019"|"TRAINING"|"sp"
"PierluigiBalbi"|"Location ottima ( spiaggia e pineta al top ), pulito, ordinato, accogliente la direzione ma un po’ troppo chiassoso per i nostri gusti ( ammetto di essere un orso e gradire il massimo relax e silenzio. Quindi giudizio soggettivo ). Mare fantastico, vale un giro."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"ce"
"Pimpumpamy"|"Siamo stati in questo campeggio per il secondo anno consegutivo e l'esperienza è stata nuovamente molto positiva. Entrambi gli anni abbiamo soggiornato nelle casette che si presentano pulite,confortevoli e ben organizzate. Anche i bagni pubblici sempre puliti e in ordine. Sicuramente la voglia di tornarci nuovamente c'è!!…"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"princess2400"|"Premetto che eravamo alla nostra prima esperienza in campeggio, dunque non ho termini di paragone. Cominciamo dai lati positivi: il principale, mia figlia si è divertita tantissimo! Abbiamo affittato un caravan special per le prime 2 settimane di agosto, diciamo che dentro la roulotte si sta stretti, ma la veranda è molto bella e ben attrezzata. Ottima la location con una splendida pineta. La spiaggia non è enorme ma molto bella (peccato per gli avventori che per la maggioranza fumava in continuazione incurante di tutti gli altri). Il mare è bellissimo ma non degrada dolcemente, comunque i bambini si divertono un sacco. Il market e' ben fornito ed i prezzi sono equi. Non male anche il ristorante, mentre sui cocktail si potrebbe migliorare parecchio. Deludenti (in abbondanza) le serate a tema. Ottima la pulizia dei bagni e delle docce. Peccato che queste siano a pagamento con la gettoniera all'esterno. Il vero lato negativo è stata l'animazione: prima settimana, caldo torrido e i piccoli venivano portati all'interno del campeggio a fare lavoretti da asilo. La seconda settimana qualcosa facevano anche in pineta. Qualche animatore (per lo più i due ragazzi) facevano il possibile, le ragazze svogliate e più propense a chiedere recensioni positive che altro. Sull'acquagym stendiamo un velo pietoso. Gli spettacoli serali senza microfono erano veramente tremendi. Ho notato che i moderni camper facevano molta fatica ad entrare ed uscire dalle piazzole. Meglio avere un mezzo di trasporto per visitare i dintorni che sono spettacolari!"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"Priscilla4788"|"Sono stata proprio la scorsa notte in questo B&B e personalmente l'ho trovata un'esperienza davvero piacevole. Avevo scelto la struttura per la vicinanza con l'Auditorium e fortunatamente si è confermata tale (in 5 minuti a piedi lo si raggiunge e la zona di sera è comunque viva per la presenza di un ristorante e di un chiosco di fiori). Governante gentilissima al mio arrivo, nell'attesa di sapere quale fosse la stanza da assegnarmi, mi ha offerto un caffé idem il proprietario Edoardo, anche se con lui ho parlato solo al telefono. Camera ben arredata e spaziosa: un ampio armadio doppio con cassaforte, scrivania, specchio, comodini grandi, frigobar, ciotola con caramelline, TV 32, numerose prese elettriche. Idem il bagno, ci si poteva muovere agilmente! (un consiglio per i viaggiatori: portatevi una cuffietta da doccia se non volete bagnarvi i capelli perché, la mia stanza N° 3 quantomeno, aveva il piatto doccia per cui il getto non si poteva indirizzare...). Ad onor del vero ho dormito di fila fino al mattino successivo e per me è abbastanza raro quando mi trovo in hotel, inoltre il materasso matrimoniale era unico e non due uniti... Nota di merito!Vorrei poi spezzare una lancia in favore della colazione, io l'ho trovata assolutamente degna. C'era, a parte la macchinetta del caffé, cacao tipo Nesquik, Nescafé, tisane, the e camomilla, spremiagrumi ed arance, frutta fresca, marmellatine Rigoni d'Asiago, succhi di frutta, miele, sciroppo d'agave, latte, ciambellone, rotolo al cioccolato, corn flakes, crostata, fette biscottate normali ed integrali, croissant e nastrine (questi ultimi confezionati naturalmente). Sinceramente per il prezzo pagato (colazione inclusa nel costo della camera) e per la struttura (B&B e non albergo 5*!) sono rimasta davvero soddisfatta. In molti hotel ho mangiato decisamente peggio e pagato di più!Quando mi ricapiterà di tornare in Auditorium (da amante della musica non lo escludo...), di sicuro so dove prenotare."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Pupinetti"|"Veramente perfetto. In una location unica, a un passo dal centro di Città Alta, si trova questo gioiello di architettura e design, in cui si fondono lusso, cortesia ed esclusività. Appena si arriva, il personale si prodiga per parcheggiare l’auto e sistemare i bagagli. La suite è ben arredata, molto ampia ed ogni spazio è ottimizzato (perfetto il bagno dietro la camera da letto). Colazione eccellente in una grotta romanica indimenticabile. Molto gradite le attenzioni per le bimbe: accappatoi, ciabattine e peluche sui loro lettini. Alla prossima sortita a Leolandia, sicuramente torneremo"|"Hotel Relais San Lorenzo"|"05/07/2019"|"TRAINING"|"lx"
"raffaellamisserini"|"Ho alloggiato in un caravan semplice per 15 gg con la mia famiglia. Pienamente condivisa la scelta di mettere le docce a gettoni in quanto, bensì l'acqua sia un bene prezioso per tutti, non sembra lo sia per molti turisti soprattutto del NORD (noi siamo di Brescia per sfatare ogni pregiudizio), che abbiamo visto in questo Campeggio.Padri e madri che usavano le docce fredde per lavare i piedi o le mani ai loro figli, lasciando scorrere a vuoto il resto dell'acqua. Bambini che poi scorrazzavano sulle loro biciclette, senza alcun controllo da parte dei suddetti genitori, all'interno del campeggio come schegge impazzite!!!  Questo appunto per dimostrare che l'educazione non deve essere solo pretesa dal personale della struttura nel quale si alloggia, ma si deve anche mettere in atto se la si possiede! Un particolare ringraziamento da parte nostra, alle Signore addette alle pulizie dei bagni, sempre puntuali e molto gentili. I ragazzi dell'animazione simpatici, educati e coinvolgenti. Che dire poi della spiaggia….piccola sì e un po' affollata in agosto, ma con un mare da favola. Il market però è effettivamente un po' caro. Noi abbiamo trascorso  una bellissima vacanza, ci siamo trovati molto bene e spero torneremo..."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"Roberto P"|"Per il secondo anno siamo tornati in questo campeggio bellissimo. Ci piace la comodità di avere l'accesso al mare diretto con la possibilità di scegliere tra lido attrezzato o spiaggia libera. Certo, un piccolo chiosco in spiaggia sarebbe il massimo anche solo x un gelato. Ottimo il ristorante con un corretto rapporto qualità prezzo. Il Bar una sera ha organizzato la sagra del purpu alla pignata e cozze, tutto buonissimo e serata riuscita.Torneremo sicuramente.. questo campeggio merita!"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"RobertoElenaFederico"|"Sono stato con alcuni colleghi in questo camping poco fuori Firenze, zona Lungarno: chalet per 4 posti letto, 2 bagni, cucinino attrezzato, climatizzato, veranda esterna e posto auto. Segnalo solo l'assenza della tv. Mi ha sorpreso la pulizia e la cura dell'intero complesso. Doppia piscina, campetto in sabbia (forse la cosa meno curata, cemento che affiora e pietre), mini market, lavatrici self service, bar e ristorante - birreria. Peccato per la presenza di zanzare dal tardo pomeriggio, ma rapporto qualità-prezzo impareggiabile."|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"sp"
"RomaDado"|"Soggiorno di soli due giorni presso questa struttura che abbiamo prenotato non conoscendola. E' stata una buona rivelazione perché risulta essere vicina al luogo di interesse che nella fattispecie è Firenze.  E' ben organizzata in tutto, a partire dalla reception,  alle casette che sono complete di tutto e soprattutto ben pulite. Anche le stoviglie sono assolutamente utilizzabili. Noi siamo in tre ed avevamo due camere e due bagni con docce comodissime nello stesso chalet. L'unica pecca è l'assenza del bidet che a noi italiani piace tanto. Buono il market, il ristorante birreria e il servizio navetta che porta a Firenze (forse da estendere l'ultimo orario di ritorno serale che è alle ore 19.15)"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"Ros"|"Siamo al 18 giugno del 2019 e con tutta la propaganda di non abbandonare i cani, oggi mi è stato vietato con il camper l'accesso ed il soggiorno in questa struttura perché ho un cane giuro dalle loro misure, in quanto accettano cani solo dopo valutazione della proprietà.Mi era già stata impostata la scheda per accedere, quando è arrivata una signora che presumo fosse la proprietaria e non mi ha dato il consenso all'accesso alla struttura adducendo futili motivi.Da tenere presente che siamo al 18 giugno e vi era scarsa presenza di ospiti quindi a mio avviso avrei dato poco fastidio.Secondo me nel Salento se la stanno tirando un po' troppo, perché l'Italia è piena di zone altrettanto belle se non addirittura favolose ed a prezzi anche più accessibili con servizi di qualità.Questo è solo la mia esperienza odierna ed una stella è  anche  troppo"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"Rosy f"|"Sono rimasta molto delusa da questo rifugio perché l’ho trovato una trappola per turisti e credo che la sua storia sia poco valorizzata. Ho dormito qui una notte e mangiato a cena la sera con la mia famiglia , cibo  normale e conto salAtissimo, per quello che abbiamo mangiato secondo me conto esagerato. Voto 3 perché comunque il Rifugio ha la sua storia che valorizzerei di più con foto della storia del rifugio e del monte Etna e non le  foto di Catania che si trovano appese ai muri del ristorante. Una nota positiva la colazione, buona fresca ed abbondante.…"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"sp"
"Sabry2708"|"Pranzo domenicale, locale affollato ma comunque veloci. Tutto buono un antipasto abbondante in due, due primi, un secondo in due e due dolci. Con aggiunta di cortesia e gentilezza, unica pecca il conto, €91, scontato €88 ??"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"sp"
"SailSKIp"|"Camera in stile contemporaneo, spazio nella media, purtroppo il materasso era un po’ sformato nonostante penso fosse recente e cosa super negativa la temperatura eccessivamente alta impossibile da regolare e per questo ho dormito solo 3 ore! impossibile anche tenere la finestra socchiusa per compensare il caldo.. Wifi gratuito molto lento, quasi inutilizzabile.Colazione basic ma di buona qualità.Personale molto disponibile e gentile."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"salvo"|"Struttura e camere nuove, comode e dotate di tutti i comfort. Ottimo il ristorante con ampia possibilità di scelta, piatti per tutti i gusti. Di qualità e ricca anche la colazione, con in più dolci casarecci che fanno sentire aria di casa. Personale molto cordiale e disponibile, persino una lieve scossa dell'Etna...assolutamente da rifare!"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"scoco793"|"Sono molto spesso in giro e non ho mai trovato una camera così, attaccata al mio letto c’era il bagno della camera accanto e si sentiva di tutto dalla pipì alla sciacquone  e’ stato un incubo per tutta la notte non ho chiuso un occhio. Per non parlare della pulizia mia figlia di due anni si è seduta per terra  appena arrivati quando si è alzata aveva il pantalone pieno di polvere! Che schifo e ci hanno fatto aspettare perché la camera non era pulita! Per la colazione non saprei devo ancora scendere ma ve lo sconsiglio"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"Ser1956"|"Ci siamo stati in camper ed abbiamo apprezzato la piazzola maxi :  dimensioni adeguate , buona ombreggiatura , carico acqua in piazzola ,   unico neo il non perfetto livellamento del terreno e nemmeno utilizzando i cunei al massimo livello non si riesce a mettere il mezzo in bolla ..    per il resto tutto perfetto : ottimi e pulitissimi i servizi ,  gentilissimi i ragazzi della reception e della cassa  , ben fornito il market , posizione centrale ed abbastanza vicina al mare , prezzo adeguato ai servizi offerti . Finalmente un campeggio che accetta i cani e non ti fanno pagare il supplemento ."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Serena B"|"Siamo capitati per caso non avendo prenotato, la titolare molto gentilmente è riuscita a sistemarci. Il posto è piccolo e noi eravamo sette. Abbiamo mangiato veramente bene, con prodotti di ottima qualità. Complimenti"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"so"
"Serena G"|"Abbiamo soggiornato nella struttura nel mese di giugno 2019 in Maxicaravan MOBILHOME BURSTNER. Buona la cucina del ristorante pizzeria, mini market ben fornito ed entrambi gestiti da persone simpatiche e molto disponibili. Ottima la pulizia in tutte le strutture. Il personale controlla giornalmente tutte le aree del campeggio con discrezione ma dando comunque una sensazione di tranquillità. Bellissimo il mare e spiaggia ben curata con presenza costante del personale di salvataggio. Adiacente alla spiaggia è presente un'ampia area attrezzata con panchine e tavolini all'ombra naturale della pineta. (stavano predisponendo anche l'installazione di un chiosco bar). Molto buona l'animazione coinvolgente ma non invadente che organizza numerosi giochi e attività nell'arco della giornata per adulti e bambini. Gli animatori si sono dimostrati preparati e di compagnia anche al di fuori delle singole attività. …"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"Silvia Colantonio"|"Ho soggiornato con il mio compagno in questa meravigliosa struttura (pacchetto suite e spa). Personale gentilissimo, suite pulita ed accogliente. La spa privata è eccezionale e presenta Tutto per rendere speciale un'ora. Colazione abbondante. Che dire....il Paradiso in Terra!"|"Halanus Hotel & Resort"|"05/07/2019"|"TRAINING"|"lx"
"Silvia P"|"Arrivati il sabato per il primo fine settimana in campeggio. Ci fanno notare che hanno fatto un eccezione ad accoglierci in quanto chiedono permanenza per almeno due notti.. l'osservazione con tono scortese è stata 'siamo un villaggio non uno stabilimento balneare.....eppure l.insegna allesterno indica un camping... La domenica, con il campeggio quasi vuoto, ci dicono di smontare e lasciare il campeggio entro le 10! Chiediamo di lasciare la macchina nel parcheggio e restare in spiaggia per qualche ora ed inizialmente ci fanno una concessione eccezionale, poi ci dicono che non è possibile.. Volevamo pranzare al ristorante, ma non ci è stato possibile... Animazione...questa sconosciuta...Pulizia della nostra piazzola dagli aghi di pino effettuata durante le operazioni di smontaggio della tenda ( con tutto il campeggio libero..)Docce calde a pagamento. Unici punti a favore: - accesso diretto alla bellissima spiaggia non privata (piccola ma vivibile a giugno).- personale del bar e del market gentile.  Conclusioni: mi dispiace per il posto ma non ci torneremo la gentilezza è per noi requisito fondamentale di qualsiasi struttura ricettiva. con alle spalle quarant'anni di campeggio, risposte di questo tipo, soprattutto nei primi giorni di giugno, a camping deserto, non ne abbiamo mai ricevute..."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"silvie1976"|"Abbiamo soggiornato in questo hotel per festeggiare il nostro anniversario. Dire perfetto è il minimo. La camera, una suite, era spaziosa, pulita e il letto tra i più comodi! In camera all’arrivo ci aspettava un vassoio di fragole e bollicine per festeggiare. Magico! Abbiamo cenato al ristorante dell’hotel e anche in questo caso la cena è stata squisita e il personale educato, professionale e preparato.  Consigliato e speriamo di ripetere questa magnifica esperienza quanto prima. …"|"Enterprise Hotel"|"05/07/2019"|"TRAINING"|"lx"
"Simona B"|"Ho scelto questo campeggio per caso. Ottimo posto, tranquillo e molto pulito. Noi eravamo in camper e siamoo stati benissimo. se dovessi ritornare in val pusteria ritornerei in questo campeggio. Lo consiglio vivamente."|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Sofia P"|"Posto bellissimo, molto organizzato, ordinato e pulito. Lo staff gentilissimo e disponibile. Piscine e mare a due passi dalle ecounit in cui abbiamo alloggiato in 5 persone, pulite e accoglienti. All’interno del Camping sono presenti bar, ristorante, gastronomia e qualche negozietto di abbiglimento e un negozio che vende un po’ di tutto, dalle ciabatte ai giornali, agli articoli per la casa. Animazione per tutte le età oppure, per una serata diversa consiglio un giro nella vicina Lido di Jesolo (10-15 minuti di macchina). Qualità prezzo ottima , super consigliato!!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"sp"
"stefaniabonini"|"Siamo stati in camper due notti in occasione della Cortina-Dobbiaco Run: splendida accoglienza e disponibilità ad ogni richiesta, personale gentilissimo è sempre presente. Il campeggio è organizzato, pulito , silenzioso e curato...è e rimarrà la nostra tappa in Val Pusteria!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"Stefano B"|"Siamo stati una notte, ci torneremo a breve, personale gentile, stanze pulite e ristorante interessante. La posizione è strategica a pochi metri dalla funivia. Panorama da cartolina. Le stanze sono un po' piccole ma plausibile vista ?altitufine."|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"Stefano C"|"Situato al confine con il Parco è in una posizione invidiabile. Si presenta come un vero agriturismo completo di tutti gli animali del contesto.Note negative i materassi di cui si sentono le molle e le mosche che anche se scontate per un posto simile imperversano accanite.Di positivo si mangia bene e la signora è molto gentile e disponibile.Il prezzo però è alto 270 € per camera mezza pensione due adulti e due bambini menù fisso."|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"sterobigre"|"Scegliamo questo hotel per weekend a Bologna. Preferiamo essere a 1-1,5 km dal centro ma con la possibilità di parcheggio per auto (gratuito all'aperto per una decina d'auto, e sotterraneo per 5 Eur al giorno) sopratutto considerato che Bologna ha ZTL praticamente in tutto il centro storico e parcheggi solo a pagamento. Al momento della prenotazione troviamo conveniente il prezzo di 90 Eur con colazione per un 4 stelle. Struttura abbastanza nuova, camere ampie e confortevoli, con bagno grande e doccia molto ampia. Buone le rifiniture, incluso il parquet per terra. Qualche intoppo con la climatizzatine, risolto in una decina di minuti. Abbiamo trovato il materasso (Dorelan) un pò duro, ma ovviamente è  nostra valutazione personale perché abituati a casa con un memory. Colazione buona alla quale a mio avviso manca ancora qualcosa per avere pieni voti, considerato che siamo in un 4 stelle. Personale gentilissimo.  Rapporto qualità prezzo molto positivo…"|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"sunriseb38"|"Camping delizioso per una bella vacanza in Val Pusteria. Posizione ottimale sia per la ciclabile, che passa appena fuori il campeggio, sia per i bus con fermata dedicata (e il camping offre compresa nel prezzo la card Alta Pusteria per girare con treno e bus in tutta la valle gratuitamente).Pulitissimi i servizi e le varie aree di sosta, e tanta cortesia e professionalità Torneremo sicuramente"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"sp"
"tata1981"|"Posto trovato praticamente per caso che si è rivelato una bellissima sorpresa.Curatissimo, personale molto gentile e capace di farti sentire a casa.Cibo squisito.Peccato per la giornata di mal tempo ma questo non ci ha impedito di goderci appieno l'area esterna.Pareva d essere all'interno di un parco faunistico.numerose specie, alcune davvero particolari, interessante soprattutto l'allevamento di lama e di alpaca.numerose le possibilità di organizzare escursioni nei dintorni, trekking, passeggiate con i lama, attività per adulti e per bambini.Noi abbiamo solamente pranzato pertanto non possiamo dare informazioni in merito alle stanze.Ci torneremo di sicuro!!!!!!Davvero una bellissima scoperta immersa nella natura."|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"so"
"TERESA"|"Ottima struttura,  nn da meno la pulizia ,ideale per vacanze di famiglia , ma anche in coppia ! Siamo stati ottimamente, ideale per stare tranquilli e godersi le vacanze ... penso che ritorneremo molto volentieri"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"Thuy Dotti"|"Da subito ci siamo trovati benissimo, animazione eccellente sempre molto gentili e cortesi. I nuovi bagni sono eccezionali in quanto per ogni doccia hanno anche all'interno il water e il lavandino. L'unica pecca è la spiaggia che non è molto grande e in alcuni punti ci sono gli scogli per andare in mare."|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"so"
"Tiberio S. d"|"Perfetto nel complesso.Colazione abbondante , personale gentile , tv con sky,  letti comodi e spaziosi.Igiene perfetta.Collegata perfettamente con tutti i punti della città usando la metro che si trova dietro l' angolo della strada dell' hotel.Da ritornarci"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Tiziana_Sanz"|"Abbiamo soggiornato presso il camping capo d'orso dal 4 al 18 agosto 2018 in soluzione bungalow family insieme ad un'altra famiglia. Il camping è in via di miglioramento ma a parte l'aspetto strutturale ci sono altre cose da migliorare subito. Iniziamo dagli aspetti positivi: la posizione dei bungalow ottima perché vicina ai giochi per bambini, animazione, market, bar, reception e ristorante i bambini (di 3 e 4 anni) si sono divertiti tantissimo ed erano liberi di andare e venire dai giochi in libertà, insomma una bella autonomia l'animazione per i bambini molto coinvolgente. Veniamo agli aspetti diciamo da migliorare: l'Accoglienza. Abbiamo prenotato in 2 famiglie facendo presente di stare con i bungalow vicini e alla fine secondo il camping vicini vuol dire avere il muro della cucina in comune (ma non posso sfondare la cucina per andare dall'altra parte, non si sono porte comunicanti) con le due terrazze una all'opposto dell'altra, quindi per raggiungerci a vicenda dovevamo uscire dalla casa, superare due bungalow, girare a destra e superare un altro bungalow. E alla richiesta di spostarci, ovviamente non c'erano disponibilità... Peccato che abbiamo prenotato a marzo 2018. Va bhe passi... Ci adattiamo, siamo in vacanza. Ulteriore miglioria: le spiagge non sono sempre al massimo della bellezza, ma è il mare si sa. Però dai bungalow family per raggiungere la spiaggia è tutta un saliscendi non indifferenti che con il sole delle 14 ti sciogli al solo guardare l'asfalto. Per un po' d'ombra con le piante non si può fare molto, la natura deve fare il suo corso ... Ma un servizio navetta interno che aiuti le famiglie che hanno bisogno a ritornare al bungalow o casa o piazzola, dovrebbe esserci. Ultimo aspetto negativo: il ristorante. La parte da asporto è molto da potenziare. Noi ogni volta che abbiamo chiesto sughi da portare via o altri piatti dovevano consultarsi in 2/3 persone per dirci se si poteva fare e il costo. Questo dovrebbe essere un servizio standard in un camping. Inoltre abbiamo mangiato solo 1 volta al ristorante dopo aver pregato di avere un tavolo visto che il giorno dopo saremmo partiti. Noi avremmo anche prenotato alle 18 (in realtà sono andata alle 16 e mi hanno detto di tornare alle 18), ma se il campeggio è grande e il ristorante è piccolo non puoi dirmi che non c'è posto. Ti velocizzi, fai più turni per mangiare, allestisci altri posti, insomma siamo in alta stagione. Però poi non mi fai aspettare più di 1 ora per fare uscire i primi. Sarà che sono di Milano e qui se non sei veloce ed efficiente sei fuori dal mercato. Ad ogni modo la vacanza è stata piacevole, non fraintendete... Abbiamo girato diverse spiagge e ci siamo divertiti. Questi sono solo suggerimenti sia per il camping sia per chi è in procinto di prenotare... Noi per il momento proveremo qualche altro posto."|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"so"
"tommaso p"|"Bellissimo villaggio, curato e molto pulito, con uno splendido piccolo parco acquatico per bambini e adulti e piscina riscaldata all'aperto .Ben tenuta ed attrezzata la spiaggia, il nuovo ristorante da verso il mare, si mangia di tutto e molto bene.Abbiamo alloggiato in una Ecolife unit, casetta per 4/5 persone con un bel terrazzo e dotata di tutti gli accessori.Siamo stati benissimo, ci siamo divertiti e rilassati.L' animazione è presente ma molto discreta e sono veramente tutti gentili.La sera se si vuole passeggiare e fare  shopping, molto carino e vicino il lido di Jesolo.Ci torneremo sicuramente l' anno prossimo."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
