"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"Serena G"|"Abbiamo soggiornato nella struttura nel mese di giugno 2019 in Maxicaravan MOBILHOME BURSTNER. Buona la cucina del ristorante pizzeria, mini market ben fornito ed entrambi gestiti da persone simpatiche e molto disponibili. Ottima la pulizia in tutte le strutture. Il personale controlla giornalmente tutte le aree del campeggio con discrezione ma dando comunque una sensazione di tranquillità. Bellissimo il mare e spiaggia ben curata con presenza costante del personale di salvataggio. Adiacente alla spiaggia è presente un'ampia area attrezzata con panchine e tavolini all'ombra naturale della pineta. (stavano predisponendo anche l'installazione di un chiosco bar). Molto buona l'animazione coinvolgente ma non invadente che organizza numerosi giochi e attività nell'arco della giornata per adulti e bambini. Gli animatori si sono dimostrati preparati e di compagnia anche al di fuori delle singole attività. …"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"Davide Bergamo"|"Bellissimo posto, diciamolo incantevole  Bravissimi lo staff sempre molto disponibili a risolvere ogni problematica.   In più SUPER l'animazione  bravissimi i ragazzi e le ragazze CHE CI LAVORANO  sanno coinvolgere tutti  Dai bimbi a noi adulti"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"MarianoCavuoto"|"abbiamo sostato in questo camping iniziando la nostra vita da camperisti e onestamente come prima esperienza non mi poteva capitare camping migliore, cordialità e ottima organizzazione gia dall'arrivo, siamo stati accompagnati alla nostra piazzola e ci hanno lasciato sceglierre la soluzione migliore per noi, ottimi tutti i servizi e facile gli spostamenti per bagni e mare. animazione non male,  minimarket un po caro ma ben fornito. consiglio una visita nel camping torre castiglione"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"raffaellamisserini"|"Ho alloggiato in un caravan semplice per 15 gg con la mia famiglia. Pienamente condivisa la scelta di mettere le docce a gettoni in quanto, bensì l'acqua sia un bene prezioso per tutti, non sembra lo sia per molti turisti soprattutto del NORD (noi siamo di Brescia per sfatare ogni pregiudizio), che abbiamo visto in questo Campeggio.Padri e madri che usavano le docce fredde per lavare i piedi o le mani ai loro figli, lasciando scorrere a vuoto il resto dell'acqua. Bambini che poi scorrazzavano sulle loro biciclette, senza alcun controllo da parte dei suddetti genitori, all'interno del campeggio come schegge impazzite!!!  Questo appunto per dimostrare che l'educazione non deve essere solo pretesa dal personale della struttura nel quale si alloggia, ma si deve anche mettere in atto se la si possiede! Un particolare ringraziamento da parte nostra, alle Signore addette alle pulizie dei bagni, sempre puntuali e molto gentili. I ragazzi dell'animazione simpatici, educati e coinvolgenti. Che dire poi della spiaggia….piccola sì e un po' affollata in agosto, ma con un mare da favola. Il market però è effettivamente un po' caro. Noi abbiamo trascorso  una bellissima vacanza, ci siamo trovati molto bene e spero torneremo..."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
"marcella805"|"Camping ben organizzato sia per le casette mobili che per i campeggiatori. Animazione quasi inesistente... Sicuramente per bambini che si sanno gestire da soli.... Serata piscina molto carina Il campeggio è pulito e tutto il personale cortese"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"so"
"luca v"|"sono stato in camper per 2 notti, quindi un esperienza forse limitata ma: accoglienza e disponibilità notevoli (siamo arrivati di notte, ci hanno riservato uno spazio esterno e permesso l'utilizzo di tutti i servizi alle 00.45), piazzole in pineta ben ombreggiate e pulite, servizi (docce - spaziose e funzionali, wc) notevolissimi (tanti, pulitissimi, con phon, carta igienica, sapone per le mani). Personale molto cordiale.Assolutamente consigliato"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"so"
"Alessio M"|"Abbiamo soggiornato nella casa mobile “L”, con tutto il necessario per trascorrere la vacanza. Tempestivi i tecnici per sistemazione perdita lavandino e sostituzione cappa, complimenti. Disponibile anche il personale alla reception. Delusione totale per quanto riguarda l’animazione che è incentrata esclusivamente per intrattenere bambini, diciamo inferiori ai 10 anni, e in ogni caso con attività ripetitive. Le piscine non sono male anche se si fatica a trovare una sdraio libera se si arriva dopo l’apertura. Infine la rete Wi-Fi è molto scadente, quando si riesce a prendere il segnale è intermittente e si perde in continuazione. Nel complesso valuto tre stelle come quelle che sono state assegnate al camping."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"so"
"Paolo"|"Ci siamo ritornati e confermiamo pienamente quanto precedentemente detto con un nuovo plauso e ringraziamento al personale disponibile e gentilissimo: in particolare ringraziamo il Sig. Cristian che si è prodigato per trovarci una soluzione adatta alla ns. esigenze."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
"tommaso p"|"Bellissimo villaggio, curato e molto pulito, con uno splendido piccolo parco acquatico per bambini e adulti e piscina riscaldata all'aperto .Ben tenuta ed attrezzata la spiaggia, il nuovo ristorante da verso il mare, si mangia di tutto e molto bene.Abbiamo alloggiato in una Ecolife unit, casetta per 4/5 persone con un bel terrazzo e dotata di tutti gli accessori.Siamo stati benissimo, ci siamo divertiti e rilassati.L' animazione è presente ma molto discreta e sono veramente tutti gentili.La sera se si vuole passeggiare e fare  shopping, molto carino e vicino il lido di Jesolo.Ci torneremo sicuramente l' anno prossimo."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
"Gianlucapreco"|"5° anno presso questa struttura. Ma questa volta non posso mettere 5 stelle per due motivi. Il primo: ANIMAZIONE PATETICA , quest'anno veramente pessima, organizzati male e soprattutto con musi lunghi  quasi scocciati. Non educatissimi e soprattutto mai sorridenti o poco . Qualcuno ha scritto non invadenti... e grazie non si vedono mai. In spiaggia non si capisce mai quando iniziavano, con una piccola cassa da cui usciva della musica. Insomma una tristezza unica. Secondo aspetto negativo , nonostante la gentilezza del beach service la spiaggia non spiccava per pulizia . In 15 gg  penso di avere visto la buca vicino al mio ombrellone mai coperta, la sabbia non viene mai tirata e pulita veramente poco, il posacenere passavano anche 2/3 gg prima di essere svuotato.  Lodi invece allo staff delle pulizie, le casette erano igienizzate, pulite e profumate.. ma questa è ed  è sempre stato un punto forza dell'europa. Il solito Chirstian , colonna portante del villaggio , gentile e disponibile.  Ma tutto lo staff in generale è molto cortese. Ritornerò??? Certo che ritornerò sperando che il prossimo anno ci sia una scelta migliore per il gruppo di animazione"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
"maisenza13"|"Sono stato con la famiglia( mia moglie e due bimbi) nelle settimane centrali di ferragosto per il 5 anno consecutivo.Staff del campeggio impeccabile. Piazzola spaziosa pulita e all'ombra. Grande rispetto degli orari del silenzio. Beach service sempre sorridente e disponibile. Spiaggia pulita e spaziosa.Fiore all'occhiello l'animazione, mai invadenti e con un fitto programma per tutte le età. Corsi di tennis e calcio con istruttori preparati e non improvvisati per gli under 14, programma di Fitness che copre tutta la giornata molto vario: si apre con il risveglio muscolare, e si trovano attività di vario genere come zumba, spinning, step ad arrivare perfino allo yoga. Menzione particolare per Aurelio preparatissimo nelle sue attività, tant'è che per l'acqua gym bisognava ritrovarsi 5 minuti prima in piscina per assicurarsi il posto.Spettacoli serali esterni validissimi con grandi professionisti provenienti da tutta Italia. Programma serale interno vario e divertente grazie alle capacità del capo animazione Luca e alle coreografie di Aurelio, disegnato ad hoc per la tipologia di clientela proveniente da tutta Europa. Menzione particolare per la giornata di ferragosto coordinata magistralmente Luca con giochi divertentissimi con abbondante aperitivo offerto dalla direzione e dal supermercato della struttura e chiusura con uno spettacolo danzante organizzato dall'animazione. Personalmente ho trovato lo staff molto professionale, non la vecchia animazione all'italiana ma molto preparati sulle attività proposte, considerati anche i limiti di spazio per alcune attività.Mini club attivo, ho trovato particolarmente interessante l'attività di masterchef per bambini.A proposito di masterchef, mi collego al ristorante Le Bricole: qualità prezzo ottima, menu vario e personale di sala molto gentile menzione particolare per Raffaele, posizione super ed appena rinnovato.Che dire il campeggio come servizi è sempre stato a mio parere un 5 stelle, una garanzia su tutto. quest'anno sono stato piacevolmente sorpreso dall'animazione. Rinnovo i miei complimenti alla direzione, all'anno prossimo!!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"so"
"Carmine D"|"Il campeggio si trova in una posizione strategica per scoprire la Sardegna siamo stati in un bungalow confortevole pulito vicino al corpo centrale ,l'animazione piacevole e divertente un saluto particolare a Marcello e Marta ....ma anche a tutti gli altri .il personale molto disponibile ....sicuramente ci torneremo"|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"so"
"Giorgio F"|"Aspetti positivi: campeggio tranquillo, anche la settimana di ferragosto. Immerso nel verde senza altre strutture nell'immediata vicinanza. Case mobili (perlomeno la nostra) pulita e recente. Animazione molto brava e non invadente. Complimenti davvero ai ragazzi!!!Aspetti negativi: la spiaggia attrezzata del campeggio, sul catalogo, non è quella della foto! Sulla foto è rappresentato lo stabilimento(ombrelloni blu) del residence figo... Spiaggia di ghiaia e non di sabbia, come invece descritto sul dépliant. In mare poi, ci sono rocce ovunque rendendo difficoltoso il solo entrare in acqua. Non adatto ai bambini. Mare che diventa profondo dopo qualche metri.Ristorante imbarazzante per i tempi di attesa e la disorganizzazione. Personale a volte scortese. Market carissimo e con prodotti nella media se non scadenti. Comprata anguria marcia, sostituita gentilmente, ma quella nuova era prossima a marcire.. Nel complesso il personale sembra sempre svogliato e non motivato. L'impressione che ho avuto è di un ambiente dove ognuno guarda il suo orticello. Infatti ogni decisione doveva essere dirottata ad un responsabile e i tempi si allungano parecchio, per ogni cosa.Vespe ovunque! Non si riesce a mangiare in pace! Formiche ovunque, abbiamo dovuto sigillare il cibo perché entravano dappertutto! Non ci ritornerò."|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"so"
"Thuy Dotti"|"Da subito ci siamo trovati benissimo, animazione eccellente sempre molto gentili e cortesi. I nuovi bagni sono eccezionali in quanto per ogni doccia hanno anche all'interno il water e il lavandino. L'unica pecca è la spiaggia che non è molto grande e in alcuni punti ci sono gli scogli per andare in mare."|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"so"
"touchand"|"Sempre piacevole tornare in questo rifugio. Nonostante l’ambiente risultati un po’ datato lo staff è accogliente e questo basta e avanza. Buono il ristorante ed eccellente ovviamente la posizione. Ottimo punto di partenza per le escursioni sull’Etna."|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"so"
"Guido P"|"Ero da solo e ho trovato una calorosa accoglienza dal personale e a cena la piacevole atmosfera si è diffusa tra i commensali: ho fatto conoscenza coi compagni olandesi di tavolo e ci siamo incontrati piu' volte nei gironi successivi sulle piste"|"Rifugio Lagazuoi"|"05/07/2019"|"TRAINING"|"so"
"Alessandro Z."|"La nostra permanenza è durata forse un ora.Volevo trascorre con la mia famiglia una giornata in pieno relax,ma purtroppo l'educazione di un addetta alla scuderia non è stata affatto amichevole e coinvolgente e abbiamo deciso di togliere subito il disturbo.. La signora e stata sgorbutica e burbera, non ci ha degnato di una parola ed e stata maleducata con mio figlio.Persona non all'altezza ad avere un approccio armonioso con i clienti. Mi dispiace per i titolari dell'agriturismo che si sono dimostrati gentili con noi, ma se alla signora davamo fastidio bastava dirlo subito.Fossi in loro la licenzierei in tronco. A mai più"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"so"
"Marco M"|"Esperienza positiva alla scuderia soprattutto per tutto ciò che è attorno all'agriturismo! Non solo cavalli ma tantissimi animali (lama alpaca, maiali, mucche, dromedari, ecc ecc) tenuti bene per chi vuole semplicemente farsi un giro tra i monti o per i bimbi che vogliono usufruire della fattoria didattica. Il cibo è abbondante e la qualità nella media. Bella esperienza!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"so"
"Serena B"|"Siamo capitati per caso non avendo prenotato, la titolare molto gentilmente è riuscita a sistemarci. Il posto è piccolo e noi eravamo sette. Abbiamo mangiato veramente bene, con prodotti di ottima qualità. Complimenti"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"so"
"luciovizioli"|"Buona l’ubicazione,ma purtroppo il proprietario ( forse gestore) è una persona sgarbata La professionalità e la serietà sono evidentemente un optional in questa struttura nel cuore dei Parioli.Peccato!!!"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"so"
"Fabio R"|"Qui in camper con la famiglia, prezzi corretti, gentilezza, disponibilità, pulizia e spazi a disposizione per tutti. Buono il ristorante, simpatico il parco giochi e il piccolo bioparco con gli animali di montagna, in cui i bambini si sono divertiti tantissimo. La posizione poi è fantastica, a due passi da Dobbiaco e San Candido, è la base perfetta per esplorare tutta la zona!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"sp"
"sunriseb38"|"Camping delizioso per una bella vacanza in Val Pusteria. Posizione ottimale sia per la ciclabile, che passa appena fuori il campeggio, sia per i bus con fermata dedicata (e il camping offre compresa nel prezzo la card Alta Pusteria per girare con treno e bus in tutta la valle gratuitamente).Pulitissimi i servizi e le varie aree di sosta, e tanta cortesia e professionalità Torneremo sicuramente"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"sp"
"Matteo T"|"Piscina perfetta per bambini piccoli, con giochi d'acqua, cascate, e ingresso simil spiaggia.spesa 28€ due adulti ed un bambino sotto i 3anni, ombrellone e sdraio gratis fino ad esaurimento.La piscina per i grandi è abbastanza piccola.Presente anche un area relax con prato ed alberi, bar e ristorante. Per la mia esperienza una delle piscine più comode/carine a firenze.…"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"sp"
"Camillabuccia"|"Io insieme alla mia famiglia abbiamo dormito in questo Villaggio in un piccolo boungalow. Aria condizionata funzionante, acqua calda immediata nella doccia. Piscine pulite e carine. Personale cordiale, prezzi per la colazione modici. Ci riandrei!"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"sp"
"Ros"|"Siamo al 18 giugno del 2019 e con tutta la propaganda di non abbandonare i cani, oggi mi è stato vietato con il camper l'accesso ed il soggiorno in questa struttura perché ho un cane giuro dalle loro misure, in quanto accettano cani solo dopo valutazione della proprietà.Mi era già stata impostata la scheda per accedere, quando è arrivata una signora che presumo fosse la proprietaria e non mi ha dato il consenso all'accesso alla struttura adducendo futili motivi.Da tenere presente che siamo al 18 giugno e vi era scarsa presenza di ospiti quindi a mio avviso avrei dato poco fastidio.Secondo me nel Salento se la stanno tirando un po' troppo, perché l'Italia è piena di zone altrettanto belle se non addirittura favolose ed a prezzi anche più accessibili con servizi di qualità.Questo è solo la mia esperienza odierna ed una stella è  anche  troppo"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"milena r"|"La pineta in cui è collocata la spiaggia è sicuramente incantevole, ma certo non è sufficiente per il costo di una struttura, il caravan, che anche se nuovo, è scomodo è attrezzato in modo indecente( parlo di stoviglie di plastica e accessori per la cucina) Per il resto posso sottolineare come la spiaggerà è carina ma piccola, nel mese di agosto la gente è tanta ed anche il ristorante non è assolutamente capace di soddisfare le richieste."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"princess2400"|"Premetto che eravamo alla nostra prima esperienza in campeggio, dunque non ho termini di paragone. Cominciamo dai lati positivi: il principale, mia figlia si è divertita tantissimo! Abbiamo affittato un caravan special per le prime 2 settimane di agosto, diciamo che dentro la roulotte si sta stretti, ma la veranda è molto bella e ben attrezzata. Ottima la location con una splendida pineta. La spiaggia non è enorme ma molto bella (peccato per gli avventori che per la maggioranza fumava in continuazione incurante di tutti gli altri). Il mare è bellissimo ma non degrada dolcemente, comunque i bambini si divertono un sacco. Il market e' ben fornito ed i prezzi sono equi. Non male anche il ristorante, mentre sui cocktail si potrebbe migliorare parecchio. Deludenti (in abbondanza) le serate a tema. Ottima la pulizia dei bagni e delle docce. Peccato che queste siano a pagamento con la gettoniera all'esterno. Il vero lato negativo è stata l'animazione: prima settimana, caldo torrido e i piccoli venivano portati all'interno del campeggio a fare lavoretti da asilo. La seconda settimana qualcosa facevano anche in pineta. Qualche animatore (per lo più i due ragazzi) facevano il possibile, le ragazze svogliate e più propense a chiedere recensioni positive che altro. Sull'acquagym stendiamo un velo pietoso. Gli spettacoli serali senza microfono erano veramente tremendi. Ho notato che i moderni camper facevano molta fatica ad entrare ed uscire dalle piazzole. Meglio avere un mezzo di trasporto per visitare i dintorni che sono spettacolari!"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"Fanky76"|"Unico lato positivo la pulizia dei bagni e la vicinanza alla spiaggia. Per la prima volta abbiamo deciso di prenotare un caravan (dopo anni passati in tenda) ma la delusione è stata grande: Caravan sporco e parti rotte e mal conservate, veranda esterna con cerniere rotte, zona cucina coperta ma con fornelli arrugginiti e sporchi, pentole inutilizzabili. Prezzo troppo alto per la scarsa qualità! Rispetto ad altri camping a 4 stelle i bagni sono puliti ma sprovvisti di ciambelle e senza carta igienicale docce con acqua calda sono a pagamento con gettoni al costo di 50 cent. e con un solo gettone non riesci nemmeno a toglierti il sale dai capelli!Il bar ha prezzi un po' alti se si considera che per due cappuccini più due brioches si spende 6,00 €.Al ristorante abbiamo cenato due sere con scarsi risultati: la prima volta abbiamo preso una pessima tagliata (rimasta nel piatto) e un guazzetto di pesce poco saporito la volta successiva abbiamo ordinato due pizze (gamberetti, prosciutto e funghi) un pochino bruciate e di scarsa qualità, con un'attesa di più di un'ora.La spiaggia è piccola ma con un bel mare, purtroppo sprovvista di servizi igienici e bar. Non credo che ci torneremo."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"Marco C"|"Posto bello sul mare, ma ad agosto non c'è posto nella piccola spiaggia. Market e ristorante carissimi perché a meno di 2km non c'è altro. La cosa peggiore è il caos che regna tra roulotte e tende, nessuno fa rispetta re gli orari di silenzio anche di notte. Bravi i ragazzi dell'animazione che hanno regalato un po' di spensieratezza e aggregazione"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"AleAnto16"|"Camping caro, troppo caro per quello che offre.Pro:- pineta e spiaggia sabbiosa all'interno del camping - bagni pulitiContro:- prezzi di alloggio elevati - piazzole piccole- prezzi di bar/minimarket/pizzeria esagerati- si pagano a parte wi-fi e docce calde (nonostante le tariffe già elevate)- area giochi per bambini non illuminata di sera- animazione mediocre e per nulla simpatica- spiaggia piccola e sovraffollata- c'è una seconda spiaggia nel campeggio molto bella accessibile attraverso un breve sentiero, che è quella che si vede nella foto del profilo del camping: quest'estate presentava almeno due metri di alga, non risultando dunque accessibile. Pulirla no??- poca cortesia da parte degli operatori del campeggio- scarsa qualità del sonno dovuta al mancato rispetto degli orari del silenzio, sia di pomeriggio che di notte- pizzeria/ristorante di scarsa qualità (una sera abbiamo mangiato delle pizze crude e in un'altra occasione abbiamo super-pagato una spigola di appena 250 gr.), oltre che tempi di attesa lunghissimi nonostante non fosse pieno.A prova di tutto ciò vi è la constatazione che ad agosto erano presenti molte piazzole vuote. 3 anni fa ricordo che si faceva la coda per entrare.Dopo un anno di lavoro avevo aspettative elevate per le tanto meritate ferie e sono rammaricato per non essermi trovato bene.Di sicuro non ci ritornerò."|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"Roberto P"|"Per il secondo anno siamo tornati in questo campeggio bellissimo. Ci piace la comodità di avere l'accesso al mare diretto con la possibilità di scegliere tra lido attrezzato o spiaggia libera. Certo, un piccolo chiosco in spiaggia sarebbe il massimo anche solo x un gelato. Ottimo il ristorante con un corretto rapporto qualità prezzo. Il Bar una sera ha organizzato la sagra del purpu alla pignata e cozze, tutto buonissimo e serata riuscita.Torneremo sicuramente.. questo campeggio merita!"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"sp"
"arianna s"|"Seconda volta che torno in questo campeggio in tenda, e di nuovo sono davvero soddisfatta. Spesso nei campeggi si tende a rinunciare agli alberi per fare più posto possibile, qui non è così, mai visto un campeggio così verde, sembra di stare in un bosco! Oltre a questo, bagni puliti, e prezzo conveniente. Personale disponibilissimo dato che ci hanno lasciato stare in piazzola fino al pomeriggio. Spero di tornare presto.…"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Nicol Zorzini"|"Ho soggiornato in un bungalow per due persone nella stagione di maggio 2018. Pulizia ottima e prezzo adeguato. Bagno con doccia grande, letto matrimoniale, cucinino con frigo e tutti gli utensili (bicchieri, posate, padelle,...). Piscine pulite e adeguate anche per bambini di tutte le età."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Ser1956"|"Ci siamo stati in camper ed abbiamo apprezzato la piazzola maxi :  dimensioni adeguate , buona ombreggiatura , carico acqua in piazzola ,   unico neo il non perfetto livellamento del terreno e nemmeno utilizzando i cunei al massimo livello non si riesce a mettere il mezzo in bolla ..    per il resto tutto perfetto : ottimi e pulitissimi i servizi ,  gentilissimi i ragazzi della reception e della cassa  , ben fornito il market , posizione centrale ed abbastanza vicina al mare , prezzo adeguato ai servizi offerti . Finalmente un campeggio che accetta i cani e non ti fanno pagare il supplemento ."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Marco T"|"Camping centrale e vicino al mare (non direttamente sulla spiaggia ma a 5 minuti a piedi tramite un comodo e ampio marciapiede).Ottima la copertura data dai numerosi alberi, sia in zona bungalow che anche in zona tende.Buoni servizi e buona la pulizia del bungalow.Pentole e accessori per cucina presenti, vani della soluzione 2+2 abbastanza spaziosi (ma noi siamo in 2 adulti e un bambino di 4 anni).Ombrellone e lettini inclusi nel prezzo del bungalow non sono attaccati alla zona mini club. Animazione discreta ma direi amatoriale."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Manuela Motta"|"Siamo stati in questo campeggio dal 22 al 24 agosto. Abbiamo prenotato su Booking.com “ordina per prezzo” ed è stato il primo. Avendo l’unica esigenza di fare 2gg di mare, non ci possiamo x nulla lamentare anzi! Personale giovane ma disponibile e gentile. La ns mini casetta era pulita e fresca, la piscina bella soprattutto x gli idromassaggio ma molto affollata..ma del resto il campeggio è molto grande. La spiaggia è a pagamento e dista circa 5min a piedi, ma il tragitto è tutto all’ombra ??. Le bici sono a pagamento..e a ns avviso un po’ carette. Abbiamo optato x il camminare. Il centro è a circa 20min a piedi. Comunque x tirare le somme ci torneremo."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Lucia"|"Struttura curata nei minimi dettagli, pulita, organizzata, personale cordiale, animazione divertente ma mai invadente, ottimi i servizi (il market è fornitissimo, ottimo il ristorante, anche con possibilità di gastronomia e pizzeria da asporto). Il Camping è un'oasi di pace e tranquillità, ideale per una vacanza in famiglia, in cui i bambini possono girare autonomamente in piena sicurezza e libertà. Si può scegliere tra la spiaggia e un meraviglioso parco acquatico. Ottimo rapporto qualità-prezzo degli alloggi, quasi tutti nuovi e rinnovati di anno in anno.…"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"sp"
"Sofia P"|"Posto bellissimo, molto organizzato, ordinato e pulito. Lo staff gentilissimo e disponibile. Piscine e mare a due passi dalle ecounit in cui abbiamo alloggiato in 5 persone, pulite e accoglienti. All’interno del Camping sono presenti bar, ristorante, gastronomia e qualche negozietto di abbiglimento e un negozio che vende un po’ di tutto, dalle ciabatte ai giornali, agli articoli per la casa. Animazione per tutte le età oppure, per una serata diversa consiglio un giro nella vicina Lido di Jesolo (10-15 minuti di macchina). Qualità prezzo ottima , super consigliato!!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"sp"
"Giorgio M"|"tutto bene, piscine gia' riscaldate. forse un maggior controllo a qualche interperanza notturna ( parlare a voce alta sino alle 2 di notte...). il ristorante le briccole in notevole difficolta' per l'afflusso del sabato sera. prenotato per le 19,45, attesa di una ora e mezza......peccato.  non fanno pagare il coperto. interessante."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"sp"
"Pucci T"|"Un campeggio grande e dispersivo. Bagni sporchi e vecchi,macchine e trattori che entrano dalla mattina alla sera che non rispettano le ore di silenzio. 0 silenzio e tanta maleducazione per riposare,insomma una vacanza non molto rilassante. Reception educati e disponibili, ma il resto la gente che ci lavora all’interno da eliminare maleducati e poco comprensivi. Per quello che abbiamo pagato in una piazzola per una tenda stavo comodamente dentro un hotel!"|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"sp"
"Rosy f"|"Sono rimasta molto delusa da questo rifugio perché l’ho trovato una trappola per turisti e credo che la sua storia sia poco valorizzata. Ho dormito qui una notte e mangiato a cena la sera con la mia famiglia , cibo  normale e conto salAtissimo, per quello che abbiamo mangiato secondo me conto esagerato. Voto 3 perché comunque il Rifugio ha la sua storia che valorizzerei di più con foto della storia del rifugio e del monte Etna e non le  foto di Catania che si trovano appese ai muri del ristorante. Una nota positiva la colazione, buona fresca ed abbondante.…"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"sp"
"Jet01316768061"|"Un rifugio in senso letterale: notte e ristorante gradevoli. Vino della casa ottimo. Pasta fresca e funghi ma anche stinco di maiale. Il prezzo è adeguato e personale ben educato. Lo consiglio a coppie in cerca di angolini rimantici e a famiglie con bambini"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"sp"
"pedergnanamara"|"Ho pernottato al rifugio per una sola notte e devo dire che il servizio è stato veramente ottimo: personale cordiale e attento, camere e bagni puliti. Ho dormito in una camerata ed è stata un'esperienza del tutto nuova e piacevole. Per quanto riguarda i pasti ho mangiato bene e in abbondanza, assaggiando i piatti tipici del luogo. Non mi aspettavo di certo un servizio così eccellente in un luogo così incantevole, visto il prezzo molto conveniente. Sicuramente ci tornerò d'estate!In conclusione lo consiglio vivamente per il rapporto qualità prezzo e per il paesaggio mozzafiato che si può ammirare anche direttamente dalla finestra della camera."|"Rifugio Lagazuoi"|"05/07/2019"|"TRAINING"|"sp"
"davide d"|"Bel posto per passare una giornata in famiglia a contatto con la natura. Cucina discreta, menu fisso con prezzi in linea con la qualità. Personale gentile, locale ben curato, possibilità anche di pernottamento."|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"sp"
"wandrlst15"|"Cena in questo agriturismo che ritengo bellissimo: il luogo, immerso nel verde, È molto particolare e rilassante, tutto il parco intorno con animali e percorsi da fare a piedi sono veramente graziosi. Parlando del pasto: cibo veramente buono in porzioni abbondanti ( consigliato l'antipasto con tagliere di salumi e formaggi!) ed il prezzo è veramente conveniente. Adatto anche a vegetariani ( avvisate magari prima ). Consigliato, soprattutto in periodi primaverili in cui godervi anche l'esterno!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"sp"
"Bassethound85"|"Splendido agriturismo a mezz’ora da Lecco e all’inizio della Valle Imagna, abbiamo optato per il menu turistico a 25€ che comprendeva due portate. Tutto buono e molto abbondante. Quello però che lascia a bocca aperta e la quantità di animali che hanno, 40 cavalli, 10 maiali, lama, Alpaca , uccelli, rapaci meravigliosi conigli incredibili davvero complimenti un posto unico!Io ho fatto il corso di avvicinamento alla falconeria (25€) ma con solo 10€ si può avere un tutor che ti spiega tutti i principali animali di questo magnifico agriturismo!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"sp"
"Carlo B"|"Ottima colazione e cena con prodotti tipici e naturali. La normativa della Valle d'Aosta prevede minimo 50% di propri prodotti + 30% della Regione. Complimenti a questo agriturismo. Spaccio dei formaggi di loro produzione (prezzi un pò elevati)"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
